Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      percent_diff         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   0.21            2.32                   0.99 , 1.03          430.85 , 438.00          692.16 , 672.00            1174.46 , 1172.00        4.63
   0.13            2.66                   1.05 , 0.99          456.96 , 438.00          665.28 , 672.00            1173.58 , 1172.00        5.33
   0.78            2.67                   1.04 , 0.98          452.61 , 438.00          658.56 , 672.00            1162.86 , 1172.00        5.34
   0.13            2.81                   0.98 , 1.03          426.50 , 438.00          692.16 , 672.00            1170.46 , 1172.00        5.63
   0.78            2.82                   0.99 , 1.04          430.85 , 438.00          698.88 , 672.00            1181.18 , 1172.00        5.63
   0.44            3.16                   1.05 , 0.98          456.96 , 438.00          658.56 , 672.00            1166.86 , 1172.00        6.33
   0.56            3.16                   1.06 , 0.99          461.31 , 438.00          665.28 , 672.00            1178.58 , 1172.00        6.32
   0.47            3.31                   0.97 , 1.03          422.14 , 438.00          692.16 , 672.00            1166.46 , 1172.00        6.62
   0.44            3.31                   0.98 , 1.04          426.50 , 438.00          698.88 , 672.00            1177.18 , 1172.00        6.63
   0.01            3.66                   1.06 , 0.98          461.31 , 438.00          658.56 , 672.00            1171.86 , 1172.00        7.32
    0.9            3.66                   1.07 , 0.99          465.66 , 438.00          665.28 , 672.00            1182.58 , 1172.00        7.32
    0.9            3.81                   0.96 , 1.03          417.79 , 438.00          692.16 , 672.00            1161.46 , 1172.00        7.61
    0.1            3.81                   0.97 , 1.04          422.14 , 438.00          698.88 , 672.00            1173.18 , 1172.00        7.62
   0.59            4.16                   1.06 , 0.97          461.31 , 438.00          651.84 , 672.00            1165.14 , 1172.00        8.32
   0.33            4.16                   1.07 , 0.98          465.66 , 438.00          658.56 , 672.00            1175.86 , 1172.00        8.32
   0.33            4.31                   0.96 , 1.04          417.79 , 438.00          698.88 , 672.00            1168.18 , 1172.00        8.61
   0.67            4.31                   0.97 , 1.05          422.14 , 438.00          705.60 , 672.00            1179.90 , 1172.00        8.62
   0.67            4.65                   1.08 , 0.98          470.02 , 438.00          658.56 , 672.00            1179.86 , 1172.00        9.31
   0.24            4.66                   1.07 , 0.97          465.66 , 438.00          651.84 , 672.00            1169.14 , 1172.00        9.32
   0.67             4.8                   0.95 , 1.04          413.44 , 438.00          698.88 , 672.00            1164.18 , 1172.00        9.61
   0.25            4.81                   0.96 , 1.05          417.79 , 438.00          705.60 , 672.00            1174.90 , 1172.00        9.61
    0.1            5.15                   1.08 , 0.97          470.02 , 438.00          651.84 , 672.00            1173.14 , 1172.00       10.31
   0.82            5.16                   1.07 , 0.96          465.66 , 438.00          645.12 , 672.00            1162.42 , 1172.00       10.32
   0.09             5.3                   0.95 , 1.05          413.44 , 438.00          705.60 , 672.00            1170.90 , 1172.00       10.61
   0.82            5.31                   0.96 , 1.06          417.79 , 438.00          712.32 , 672.00            1181.62 , 1172.00       10.61
   0.48            5.65                   1.08 , 0.96          470.02 , 438.00          645.12 , 672.00            1166.42 , 1172.00       11.31
   0.52            5.65                   1.09 , 0.97          474.37 , 438.00          651.84 , 672.00            1178.14 , 1172.00        11.3
   0.44             5.8                   0.94 , 1.05          409.09 , 438.00          705.60 , 672.00            1166.90 , 1172.00        11.6
   0.48             5.8                   0.95 , 1.06          413.44 , 438.00          712.32 , 672.00            1177.62 , 1172.00       11.61
   0.05            6.15                   1.09 , 0.96          474.37 , 438.00          645.12 , 672.00            1171.42 , 1172.00        12.3
   0.87            6.15                   1.10 , 0.97          478.72 , 438.00          651.84 , 672.00            1182.14 , 1172.00        12.3
   0.86             6.3                   0.93 , 1.05          404.74 , 438.00          705.60 , 672.00            1161.90 , 1172.00       12.59
   0.14             6.3                   0.94 , 1.06          409.09 , 438.00          712.32 , 672.00            1173.62 , 1172.00        12.6
   0.62            6.65                   1.09 , 0.95          474.37 , 438.00          638.40 , 672.00            1164.70 , 1172.00        13.3
   0.29            6.65                   1.10 , 0.96          478.72 , 438.00          645.12 , 672.00            1175.42 , 1172.00        13.3
   0.29             6.8                   0.93 , 1.06          404.74 , 438.00          712.32 , 672.00            1168.62 , 1172.00       13.59
   0.71             6.8                   0.94 , 1.07          409.09 , 438.00          719.04 , 672.00            1180.34 , 1172.00        13.6
   0.28            7.15                   1.10 , 0.95          478.72 , 438.00          638.40 , 672.00            1168.70 , 1172.00        14.3
   0.72            7.15                   1.11 , 0.96          483.07 , 438.00          645.12 , 672.00            1180.42 , 1172.00       14.29
   0.63            7.29                   0.92 , 1.06          400.38 , 438.00          712.32 , 672.00            1164.62 , 1172.00       14.59
   0.29             7.3                   0.93 , 1.07          404.74 , 438.00          719.04 , 672.00            1175.34 , 1172.00       14.59
   0.85            7.65                   1.10 , 0.94          478.72 , 438.00          631.68 , 672.00            1161.98 , 1172.00        15.3
   0.15            7.65                   1.11 , 0.95          483.07 , 438.00          638.40 , 672.00            1173.70 , 1172.00       15.29
   0.06            7.79                   0.92 , 1.07          400.38 , 438.00          719.04 , 672.00            1171.34 , 1172.00       15.59
   0.86             7.8                   0.93 , 1.08          404.74 , 438.00          725.76 , 672.00            1182.06 , 1172.00       15.59
   0.49            8.14                   1.12 , 0.95          487.42 , 438.00          638.40 , 672.00            1177.70 , 1172.00       16.28
   0.43            8.15                   1.11 , 0.94          483.07 , 438.00          631.68 , 672.00            1166.98 , 1172.00       16.29
   0.48            8.29                   0.91 , 1.07          396.03 , 438.00          719.04 , 672.00            1166.34 , 1172.00       16.58
   0.52            8.29                   0.92 , 1.08          400.38 , 438.00          725.76 , 672.00            1178.06 , 1172.00       16.59
   0.09            8.64                   1.12 , 0.94          487.42 , 438.00          631.68 , 672.00            1170.98 , 1172.00       17.28
   0.83            8.64                   1.13 , 0.95          491.78 , 438.00          638.40 , 672.00            1181.70 , 1172.00       17.28
   0.82            8.79                   0.90 , 1.07          391.68 , 438.00          719.04 , 672.00            1162.34 , 1172.00       17.58
   0.09            8.79                   0.91 , 1.08          396.03 , 438.00          725.76 , 672.00            1173.06 , 1172.00       17.58
   0.66            9.14                   1.12 , 0.93          487.42 , 438.00          624.96 , 672.00            1164.26 , 1172.00       18.28
   0.25            9.14                   1.13 , 0.94          491.78 , 438.00          631.68 , 672.00            1174.98 , 1172.00       18.28
   0.25            9.29                   0.90 , 1.08          391.68 , 438.00          725.76 , 672.00            1169.06 , 1172.00       18.58
   0.66            9.29                   0.91 , 1.09          396.03 , 438.00          732.48 , 672.00            1179.78 , 1172.00       18.58
   0.32            9.64                   1.13 , 0.93          491.78 , 438.00          624.96 , 672.00            1168.26 , 1172.00       19.28
   0.68            9.64                   1.14 , 0.94          496.13 , 438.00          631.68 , 672.00            1179.98 , 1172.00       19.27
   0.59            9.78                   0.89 , 1.08          387.33 , 438.00          725.76 , 672.00            1165.06 , 1172.00       19.57
   0.32            9.79                   0.90 , 1.09          391.68 , 438.00          732.48 , 672.00            1175.78 , 1172.00       19.58
   0.89           10.14                   1.13 , 0.92          491.78 , 438.00          618.24 , 672.00            1161.54 , 1172.00       20.28
   0.11           10.14                   1.14 , 0.93          496.13 , 438.00          624.96 , 672.00            1173.26 , 1172.00       20.27
   0.02           10.28                   0.89 , 1.09          387.33 , 438.00          732.48 , 672.00            1171.78 , 1172.00       20.57
    0.9           10.29                   0.90 , 1.10          391.68 , 438.00          739.20 , 672.00            1182.50 , 1172.00       20.58
   0.45           10.63                   1.15 , 0.93          500.48 , 438.00          624.96 , 672.00            1177.26 , 1172.00       21.26
   0.47           10.64                   1.14 , 0.92          496.13 , 438.00          618.24 , 672.00            1166.54 , 1172.00       21.27
   0.45           10.78                   0.88 , 1.09          382.98 , 438.00          732.48 , 672.00            1166.78 , 1172.00       21.56
   0.55           10.78                   0.89 , 1.10          387.33 , 438.00          739.20 , 672.00            1178.50 , 1172.00       21.57
   0.12           11.13                   1.15 , 0.92          500.48 , 438.00          618.24 , 672.00            1170.54 , 1172.00       22.26
   0.79           11.13                   1.16 , 0.93          504.83 , 438.00          624.96 , 672.00            1181.26 , 1172.00       22.26
   0.79           11.28                   0.87 , 1.09          378.62 , 438.00          732.48 , 672.00            1162.78 , 1172.00       22.56
   0.13           11.28                   0.88 , 1.10          382.98 , 438.00          739.20 , 672.00            1173.50 , 1172.00       22.56
    0.7           11.63                   1.15 , 0.91          500.48 , 438.00          611.52 , 672.00            1163.82 , 1172.00       23.26
   0.22           11.63                   1.16 , 0.92          504.83 , 438.00          618.24 , 672.00            1174.54 , 1172.00       23.26
   0.21           11.78                   0.87 , 1.10          378.62 , 438.00          739.20 , 672.00            1169.50 , 1172.00       23.56
    0.7           11.78                   0.88 , 1.11          382.98 , 438.00          745.92 , 672.00            1180.22 , 1172.00       23.56
   0.36           12.13                   1.16 , 0.91          504.83 , 438.00          611.52 , 672.00            1167.82 , 1172.00       24.26
   0.64           12.13                   1.17 , 0.92          509.18 , 438.00          618.24 , 672.00            1179.54 , 1172.00       24.25
   0.55           12.27                   0.86 , 1.10          374.27 , 438.00          739.20 , 672.00            1165.50 , 1172.00       24.55
   0.36           12.28                   0.87 , 1.11          378.62 , 438.00          745.92 , 672.00            1176.22 , 1172.00       24.56
   0.98           12.62                   1.18 , 0.92          513.54 , 438.00          618.24 , 672.00            1183.54 , 1172.00       25.25
   0.93           12.63                   1.16 , 0.90          504.83 , 438.00          604.80 , 672.00            1161.10 , 1172.00       25.26
   0.07           12.63                   1.17 , 0.91          509.18 , 438.00          611.52 , 672.00            1172.82 , 1172.00       25.25
   0.98           12.77                   0.85 , 1.10          369.92 , 438.00          739.20 , 672.00            1160.50 , 1172.00       25.54
   0.02           12.77                   0.86 , 1.11          374.27 , 438.00          745.92 , 672.00            1172.22 , 1172.00       25.55
   0.93           12.78                   0.87 , 1.12          378.62 , 438.00          752.64 , 672.00            1182.94 , 1172.00       25.56
   0.41           13.12                   1.18 , 0.91          513.54 , 438.00          611.52 , 672.00            1176.82 , 1172.00       26.25
    0.5           13.13                   1.17 , 0.90          509.18 , 438.00          604.80 , 672.00            1166.10 , 1172.00       26.25
   0.41           13.27                   0.85 , 1.11          369.92 , 438.00          745.92 , 672.00            1167.22 , 1172.00       26.54
   0.59           13.27                   0.86 , 1.12          374.27 , 438.00          752.64 , 672.00            1178.94 , 1172.00       26.55
   0.16           13.62                   1.18 , 0.90          513.54 , 438.00          604.80 , 672.00            1170.10 , 1172.00       27.25
   0.75           13.62                   1.19 , 0.91          517.89 , 438.00          611.52 , 672.00            1180.82 , 1172.00       27.24
   0.75           13.77                   0.84 , 1.11          365.57 , 438.00          745.92 , 672.00            1163.22 , 1172.00       27.54
   0.17           13.77                   0.85 , 1.12          369.92 , 438.00          752.64 , 672.00            1173.94 , 1172.00       27.54
   0.74           14.12                   1.18 , 0.89          513.54 , 438.00          598.08 , 672.00            1163.38 , 1172.00       28.25
   0.18           14.12                   1.19 , 0.90          517.89 , 438.00          604.80 , 672.00            1174.10 , 1172.00       28.24
   0.18           14.27                   0.84 , 1.12          365.57 , 438.00          752.64 , 672.00            1169.94 , 1172.00       28.54
   0.74           14.27                   0.85 , 1.13          369.92 , 438.00          759.36 , 672.00            1180.66 , 1172.00       28.54
   0.39           14.62                   1.19 , 0.89          517.89 , 438.00          598.08 , 672.00            1167.38 , 1172.00       29.24
   0.52           14.77                   0.83 , 1.12          361.22 , 438.00          752.64 , 672.00            1165.94 , 1172.00       29.53
    0.4           14.77                   0.84 , 1.13          365.57 , 438.00          759.36 , 672.00            1176.66 , 1172.00       29.54
   0.97           15.12                   1.19 , 0.88          517.89 , 438.00          591.36 , 672.00            1160.66 , 1172.00       30.24
   0.94           15.26                   0.82 , 1.12          356.86 , 438.00          752.64 , 672.00            1160.94 , 1172.00       30.52
   0.06           15.27                   0.83 , 1.13          361.22 , 438.00          759.36 , 672.00            1172.66 , 1172.00       30.53
   0.97           15.27                   0.84 , 1.14          365.57 , 438.00          766.08 , 672.00            1183.38 , 1172.00       30.54
   0.37           15.76                   0.82 , 1.13          356.86 , 438.00          759.36 , 672.00            1167.66 , 1172.00       31.52
   0.63           15.77                   0.83 , 1.14          361.22 , 438.00          766.08 , 672.00            1179.38 , 1172.00       31.53
   0.71           16.26                   0.81 , 1.13          352.51 , 438.00          759.36 , 672.00            1163.66 , 1172.00       32.52
    0.2           16.26                   0.82 , 1.14          356.86 , 438.00          766.08 , 672.00            1174.38 , 1172.00       32.52
   0.14           16.76                   0.81 , 1.14          352.51 , 438.00          766.08 , 672.00            1170.38 , 1172.00       33.52
   0.78           16.76                   0.82 , 1.15          356.86 , 438.00          772.80 , 672.00            1181.10 , 1172.00       33.52
   0.48           17.26                   0.80 , 1.14          348.16 , 438.00          766.08 , 672.00            1166.38 , 1172.00       34.51
   0.44           17.26                   0.81 , 1.15          352.51 , 438.00          772.80 , 672.00            1177.10 , 1172.00       34.52
   0.09           17.76                   0.80 , 1.15          348.16 , 438.00          772.80 , 672.00            1173.10 , 1172.00       35.51
   0.67           18.26                   0.80 , 1.16          348.16 , 438.00          779.52 , 672.00            1179.82 , 1172.00       36.51
