Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   2.14           36.22                  0.93% , 0.88         1618.94 , 998.00          147.84 , 183.00            1811.31 , 1851.00       656.1
   2.16           34.34                  0.92% , 0.98         1601.54 , 998.00          164.64 , 183.00            1811.11 , 1851.00       621.9
   2.17           32.45                  0.91% , 1.08         1584.13 , 998.00          181.44 , 183.00            1810.91 , 1851.00      587.69
   2.17           36.03                  0.96% , 1.04         1671.17 , 998.00          174.72 , 183.00            1891.19 , 1851.00      681.45
   2.18           37.84                  0.97% , 0.94         1688.58 , 998.00          157.92 , 183.00            1891.39 , 1851.00      715.66
   2.19           39.64                  0.98% , 0.84         1705.98 , 998.00          141.12 , 183.00            1891.59 , 1851.00      749.86
    2.2            35.2                  0.95% , 1.15         1653.76 , 998.00          193.20 , 183.00            1891.67 , 1851.00      665.96
   2.23           32.27                  0.90% , 1.18         1566.72 , 998.00          198.24 , 183.00            1809.71 , 1851.00      583.96
   2.24           36.35                  0.93% , 0.87         1618.94 , 998.00          146.16 , 183.00            1809.63 , 1851.00      657.78
   2.25           34.46                  0.92% , 0.97         1601.54 , 998.00          162.96 , 183.00            1809.43 , 1851.00      623.58
   2.26           32.58                  0.91% , 1.07         1584.13 , 998.00          179.76 , 183.00            1809.23 , 1851.00      589.37
   2.26           35.91                  0.96% , 1.05         1671.17 , 998.00          176.40 , 183.00            1892.87 , 1851.00      679.77
   2.27           37.72                  0.97% , 0.95         1688.58 , 998.00          159.60 , 183.00            1893.07 , 1851.00      713.98
   2.28           39.52                  0.98% , 0.85         1705.98 , 998.00          142.80 , 183.00            1893.27 , 1851.00      748.18
   2.29           35.26                  0.95% , 1.16         1653.76 , 998.00          194.88 , 183.00            1893.35 , 1851.00      667.64
   2.32           32.21                  0.90% , 1.17         1566.72 , 998.00          196.56 , 183.00            1808.03 , 1851.00      582.28
   2.33           36.48                  0.93% , 0.86         1618.94 , 998.00          144.48 , 183.00            1807.95 , 1851.00      659.46
   2.34           34.59                  0.92% , 0.96         1601.54 , 998.00          161.28 , 183.00            1807.75 , 1851.00      625.26
   2.35            32.7                  0.91% , 1.06         1584.13 , 998.00          178.08 , 183.00            1807.55 , 1851.00      591.05
   2.35           35.79                  0.96% , 1.06         1671.17 , 998.00          178.08 , 183.00            1894.55 , 1851.00      678.09
   2.36           37.59                  0.97% , 0.96         1688.58 , 998.00          161.28 , 183.00            1894.75 , 1851.00       712.3
   2.37           39.39                  0.98% , 0.86         1705.98 , 998.00          144.48 , 183.00            1894.95 , 1851.00       746.5
   2.38           35.32                  0.95% , 1.17         1653.76 , 998.00          196.56 , 183.00            1895.03 , 1851.00      669.32
   2.41           32.14                  0.90% , 1.16         1566.72 , 998.00          194.88 , 183.00            1806.35 , 1851.00       580.6
   2.42            36.6                  0.93% , 0.85         1618.94 , 998.00          142.80 , 183.00            1806.27 , 1851.00      661.14
   2.43           34.71                  0.92% , 0.95         1601.54 , 998.00          159.60 , 183.00            1806.07 , 1851.00      626.94
   2.44           32.82                  0.91% , 1.05         1584.13 , 998.00          176.40 , 183.00            1805.87 , 1851.00      592.73
   2.44           35.67                  0.96% , 1.07         1671.17 , 998.00          179.76 , 183.00            1896.23 , 1851.00      676.41
   2.45           37.47                  0.97% , 0.97         1688.58 , 998.00          162.96 , 183.00            1896.43 , 1851.00      710.62
   2.47           35.38                  0.95% , 1.18         1653.76 , 998.00          198.24 , 183.00            1896.71 , 1851.00       671.0
   2.47           39.27                  0.98% , 0.87         1705.98 , 998.00          146.16 , 183.00            1896.63 , 1851.00      744.82
    2.5           32.08                  0.90% , 1.15         1566.72 , 998.00          193.20 , 183.00            1804.67 , 1851.00      578.92
   2.51           36.73                  0.93% , 0.84         1618.94 , 998.00          141.12 , 183.00            1804.59 , 1851.00      662.82
   2.52           34.84                  0.92% , 0.94         1601.54 , 998.00          157.92 , 183.00            1804.39 , 1851.00      628.62
   2.53           32.95                  0.91% , 1.04         1584.13 , 998.00          174.72 , 183.00            1804.19 , 1851.00      594.41
   2.53           35.55                  0.96% , 1.08         1671.17 , 998.00          181.44 , 183.00            1897.91 , 1851.00      674.73
   2.55           37.35                  0.97% , 0.98         1688.58 , 998.00          164.64 , 183.00            1898.11 , 1851.00      708.94
   2.56           35.43                  0.95% , 1.19         1653.76 , 998.00          199.92 , 183.00            1898.39 , 1851.00      672.68
   2.56           39.15                  0.98% , 0.88         1705.98 , 998.00          147.84 , 183.00            1898.31 , 1851.00      743.14
   2.59           32.02                  0.90% , 1.14         1566.72 , 998.00          191.52 , 183.00            1802.99 , 1851.00      577.24
    2.6           36.86                  0.93% , 0.83         1618.94 , 998.00          139.44 , 183.00            1802.91 , 1851.00       664.5
   2.61           34.96                  0.92% , 0.93         1601.54 , 998.00          156.24 , 183.00            1802.71 , 1851.00       630.3
   2.62           33.07                  0.91% , 1.03         1584.13 , 998.00          173.04 , 183.00            1802.51 , 1851.00      596.09
   2.63           35.44                  0.96% , 1.09         1671.17 , 998.00          183.12 , 183.00            1899.59 , 1851.00      673.29
   2.64           37.23                  0.97% , 0.99         1688.58 , 998.00          166.32 , 183.00            1899.79 , 1851.00      707.26
   2.65           39.02                  0.98% , 0.89         1705.98 , 998.00          149.52 , 183.00            1899.99 , 1851.00      741.46
   2.68           31.95                  0.90% , 1.13         1566.72 , 998.00          189.84 , 183.00            1801.31 , 1851.00      575.56
   2.69           36.98                  0.93% , 0.82         1618.94 , 998.00          137.76 , 183.00            1801.23 , 1851.00      666.18
    2.7           35.09                  0.92% , 0.92         1601.54 , 998.00          154.56 , 183.00            1801.03 , 1851.00      631.98
   2.71           33.19                  0.91% , 1.02         1584.13 , 998.00          171.36 , 183.00            1800.83 , 1851.00      597.77
   2.72            35.5                  0.96% , 1.10         1671.17 , 998.00          184.80 , 183.00            1901.27 , 1851.00      674.97
   2.73           37.11                  0.97% , 1.00         1688.58 , 998.00          168.00 , 183.00            1901.47 , 1851.00      705.58
   2.74            38.9                  0.98% , 0.90         1705.98 , 998.00          151.20 , 183.00            1901.67 , 1851.00      739.78
   2.78           31.89                  0.90% , 1.12         1566.72 , 998.00          188.16 , 183.00            1799.63 , 1851.00      573.88
   2.78           37.11                  0.93% , 0.81         1618.94 , 998.00          136.08 , 183.00            1799.55 , 1851.00      667.86
   2.79           35.22                  0.92% , 0.91         1601.54 , 998.00          152.88 , 183.00            1799.35 , 1851.00      633.66
    2.8           33.32                  0.91% , 1.01         1584.13 , 998.00          169.68 , 183.00            1799.15 , 1851.00      599.45
    2.8           40.68                  0.99% , 0.80         1723.39 , 998.00          134.40 , 183.00            1902.87 , 1851.00      773.99
   2.81           35.56                  0.96% , 1.11         1671.17 , 998.00          186.48 , 183.00            1902.95 , 1851.00      676.65
   2.82           36.99                  0.97% , 1.01         1688.58 , 998.00          169.68 , 183.00            1903.15 , 1851.00       703.9
