Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   0.93           11.84                  0.87% , 1.12          378.62 , 438.00          752.64 , 672.00            1182.94 , 1172.00      140.02
   0.93           11.54                  1.16% , 0.90          504.83 , 438.00          604.80 , 672.00            1161.10 , 1172.00      134.03
   0.94           13.93                  0.82% , 1.12          356.86 , 438.00          752.64 , 672.00            1160.94 , 1172.00      161.78
   0.94            1.19                  0.99% , 1.01          430.85 , 438.00          678.72 , 672.00            1161.02 , 1172.00       13.87
   0.94             1.8                  1.04% , 1.01          452.61 , 438.00          678.72 , 672.00            1183.02 , 1172.00       21.33
   0.97           14.07                  0.84% , 1.14          365.57 , 438.00          766.08 , 672.00            1183.38 , 1172.00      166.51
   0.97            1.09                  1.02% , 0.99          443.90 , 438.00          665.28 , 672.00            1160.58 , 1172.00       12.62
   0.97           13.83                  1.19% , 0.88          517.89 , 438.00          591.36 , 672.00            1160.66 , 1172.00      160.53
   0.98           11.66                  0.85% , 1.10          369.92 , 438.00          739.20 , 672.00            1160.50 , 1172.00      135.28
   0.98            1.83                  1.01% , 1.03          439.55 , 438.00          692.16 , 672.00            1183.46 , 1172.00       21.71
   0.98           10.92                  1.18% , 0.92          513.54 , 438.00          618.24 , 672.00            1183.54 , 1172.00       129.3
    1.0            7.94                  1.11% , 0.93          483.07 , 438.00          624.96 , 672.00            1160.26 , 1172.00       92.11
   1.01            16.3                  0.81% , 1.16          352.51 , 438.00          779.52 , 672.00            1183.82 , 1172.00      193.01
   1.01            4.81                  0.94% , 1.04          409.09 , 438.00          698.88 , 672.00            1160.18 , 1172.00       55.79
   1.01            3.37                  1.05% , 0.97          456.96 , 438.00          651.84 , 672.00            1160.14 , 1172.00       39.12
   1.02            9.38                  0.88% , 1.08          382.98 , 438.00          725.76 , 672.00            1160.06 , 1172.00      108.78
   1.02            3.81                  0.98% , 1.05          426.50 , 438.00          705.60 , 672.00            1183.90 , 1172.00        45.1
   1.02            8.68                  1.15% , 0.94          500.48 , 438.00          631.68 , 672.00            1183.98 , 1172.00       102.8
   1.04           10.23                  1.14% , 0.91          496.13 , 438.00          611.52 , 672.00            1159.82 , 1172.00      118.61
   1.05           15.28                  0.80% , 1.13          348.16 , 438.00          759.36 , 672.00            1159.66 , 1172.00       177.2
   1.05            6.05                  0.95% , 1.07          413.44 , 438.00          719.04 , 672.00            1184.34 , 1172.00        71.6
   1.05            2.53                  0.97% , 1.02          422.14 , 438.00          685.44 , 672.00            1159.74 , 1172.00        29.3
   1.05            5.66                  1.08% , 0.95          470.02 , 438.00          638.40 , 672.00            1159.70 , 1172.00       65.62
   1.06             7.1                  0.91% , 1.06          396.03 , 438.00          712.32 , 672.00            1159.62 , 1172.00       82.29
   1.06            6.44                  1.12% , 0.96          487.42 , 438.00          645.12 , 672.00            1184.42 , 1172.00        76.3
   1.08            0.24                  1.00% , 1.00          435.20 , 438.00          672.00 , 672.00            1159.30 , 1172.00         2.8
   1.08           12.52                  1.17% , 0.89          509.18 , 438.00          598.08 , 672.00            1159.38 , 1172.00       145.1
   1.09            13.0                  0.83% , 1.11          361.22 , 438.00          745.92 , 672.00            1159.22 , 1172.00       150.7
   1.09            8.28                  0.92% , 1.09          400.38 , 438.00          732.48 , 672.00            1184.78 , 1172.00        98.1
    1.1             4.2                  1.09% , 0.98          474.37 , 438.00          658.56 , 672.00            1184.86 , 1172.00       49.81
   1.12            2.04                  1.03% , 0.98          448.26 , 438.00          658.56 , 672.00            1158.86 , 1172.00        23.7
   1.13           10.72                  0.86% , 1.09          374.27 , 438.00          732.48 , 672.00            1158.78 , 1172.00      124.21
   1.13           10.51                  0.89% , 1.11          387.33 , 438.00          745.92 , 672.00            1185.22 , 1172.00      124.59
   1.13            1.97                  1.06% , 1.00          461.31 , 438.00          672.00 , 672.00            1185.30 , 1172.00       23.31
   1.16            4.33                  1.06% , 0.96          461.31 , 438.00          645.12 , 672.00            1158.42 , 1172.00       50.19
   1.17           12.74                  0.86% , 1.13          374.27 , 438.00          759.36 , 672.00            1185.66 , 1172.00      151.09
   1.17            8.44                  0.89% , 1.07          387.33 , 438.00          719.04 , 672.00            1158.34 , 1172.00       97.71
   1.17             2.0                  1.03% , 1.02          448.26 , 438.00          685.44 , 672.00            1185.74 , 1172.00        23.7
    1.2           14.97                  0.83% , 1.15          361.22 , 438.00          772.80 , 672.00            1186.10 , 1172.00      177.58
    1.2            6.15                  0.92% , 1.05          400.38 , 438.00          705.60 , 672.00            1157.90 , 1172.00       71.22
    1.2            6.62                  1.09% , 0.94          474.37 , 438.00          631.68 , 672.00            1157.98 , 1172.00       76.69
   1.21             2.5                  1.00% , 1.04          435.20 , 438.00          698.88 , 672.00            1186.18 , 1172.00       29.68
   1.22            9.97                  1.17% , 0.93          509.18 , 438.00          624.96 , 672.00            1186.26 , 1172.00      118.22
   1.23            8.91                  1.12% , 0.92          487.42 , 438.00          618.24 , 672.00            1157.54 , 1172.00      103.18
   1.24            17.2                  0.80% , 1.17          348.16 , 438.00          786.24 , 672.00            1186.54 , 1172.00      204.08
   1.24             9.2                  0.91% , 1.10          396.03 , 438.00          739.20 , 672.00            1186.50 , 1172.00      109.17
   1.24            3.86                  0.95% , 1.03          413.44 , 438.00          692.16 , 672.00            1157.46 , 1172.00       44.72
   1.24            3.26                  1.08% , 0.99          470.02 , 438.00          665.28 , 672.00            1186.58 , 1172.00       38.74
   1.25            4.73                  0.97% , 1.06          422.14 , 438.00          712.32 , 672.00            1186.62 , 1172.00       56.18
   1.25            7.73                  1.14% , 0.95          496.13 , 438.00          638.40 , 672.00            1186.70 , 1172.00       91.73
   1.27           11.43                  0.88% , 1.12          382.98 , 438.00          752.64 , 672.00            1186.94 , 1172.00      135.66
   1.27           11.21                  1.15% , 0.90          500.48 , 438.00          604.80 , 672.00            1157.10 , 1172.00      129.68
   1.28           14.36                  0.81% , 1.12          352.51 , 438.00          752.64 , 672.00            1156.94 , 1172.00      166.13
   1.28            1.58                  0.98% , 1.01          426.50 , 438.00          678.72 , 672.00            1157.02 , 1172.00       18.22
   1.28            2.16                  1.05% , 1.01          456.96 , 438.00          678.72 , 672.00            1187.02 , 1172.00       25.68
   1.29            6.96                  0.94% , 1.08          409.09 , 438.00          725.76 , 672.00            1187.06 , 1172.00       82.67
   1.29            5.49                  1.11% , 0.97          483.07 , 438.00          651.84 , 672.00            1187.14 , 1172.00       65.23
   1.31           13.66                  0.85% , 1.14          369.92 , 438.00          766.08 , 672.00            1187.38 , 1172.00      162.16
   1.31            13.5                  1.18% , 0.88          513.54 , 438.00          591.36 , 672.00            1156.66 , 1172.00      156.18
   1.32           12.07                  0.84% , 1.10          365.57 , 438.00          739.20 , 672.00            1156.50 , 1172.00      139.63
   1.32            0.72                  1.01% , 0.99          439.55 , 438.00          665.28 , 672.00            1156.58 , 1172.00        8.27
   1.32            2.19                  1.02% , 1.03          443.90 , 438.00          692.16 , 672.00            1187.46 , 1172.00       26.06
   1.33           11.25                  1.19% , 0.92          517.89 , 438.00          618.24 , 672.00            1187.54 , 1172.00      133.65
   1.35           15.88                  0.82% , 1.16          356.86 , 438.00          779.52 , 672.00            1187.82 , 1172.00      188.66
   1.35            3.01                  1.04% , 0.97          452.61 , 438.00          651.84 , 672.00            1156.14 , 1172.00       34.77
   1.36            9.79                  0.87% , 1.08          378.62 , 438.00          725.76 , 672.00            1156.06 , 1172.00      113.14
   1.36            3.43                  0.99% , 1.05          430.85 , 438.00          705.60 , 672.00            1187.90 , 1172.00       40.75
   1.36            9.02                  1.16% , 0.94          504.83 , 438.00          631.68 , 672.00            1187.98 , 1172.00      107.15
   1.39            5.66                  0.96% , 1.07          417.79 , 438.00          719.04 , 672.00            1188.34 , 1172.00       67.25
   1.39             5.3                  1.07% , 0.95          465.66 , 438.00          638.40 , 672.00            1155.70 , 1172.00       61.26
    1.4             7.5                  0.90% , 1.06          391.68 , 438.00          712.32 , 672.00            1155.62 , 1172.00       86.64
    1.4            6.79                  1.13% , 0.96          491.78 , 438.00          645.12 , 672.00            1188.42 , 1172.00       80.66
   1.43            7.89                  0.93% , 1.09          404.74 , 438.00          732.48 , 672.00            1188.78 , 1172.00       93.74
   1.43             7.6                  1.10% , 0.93          478.72 , 438.00          624.96 , 672.00            1155.26 , 1172.00       87.76
   1.44            5.21                  0.93% , 1.04          404.74 , 438.00          698.88 , 672.00            1155.18 , 1172.00       60.14
   1.44            4.56                  1.10% , 0.98          478.72 , 438.00          658.56 , 672.00            1188.86 , 1172.00       54.16
   1.47           10.11                  0.90% , 1.11          391.68 , 438.00          745.92 , 672.00            1189.22 , 1172.00      120.24
   1.47            2.91                  0.96% , 1.02          417.79 , 438.00          685.44 , 672.00            1154.74 , 1172.00       33.65
   1.47            9.89                  1.13% , 0.91          491.78 , 438.00          611.52 , 672.00            1154.82 , 1172.00      114.26
   1.48            2.33                  1.07% , 1.00          465.66 , 438.00          672.00 , 672.00            1189.30 , 1172.00       27.66
    1.5           12.19                  1.16% , 0.89          504.83 , 438.00          598.08 , 672.00            1154.38 , 1172.00      140.75
   1.51           12.33                  0.87% , 1.13          378.62 , 438.00          759.36 , 672.00            1189.66 , 1172.00      146.74
   1.51            0.62                  0.99% , 1.00          430.85 , 438.00          672.00 , 672.00            1154.30 , 1172.00        7.15
   1.51            2.36                  1.04% , 1.02          452.61 , 438.00          685.44 , 672.00            1189.74 , 1172.00       28.05
   1.52           13.43                  0.82% , 1.11          356.86 , 438.00          745.92 , 672.00            1154.22 , 1172.00      155.06
   1.54           14.56                  0.84% , 1.15          365.57 , 438.00          772.80 , 672.00            1190.10 , 1172.00      173.23
   1.54           14.49                  1.19% , 0.87          517.89 , 438.00          584.64 , 672.00            1153.94 , 1172.00      167.25
   1.55           11.14                  0.85% , 1.09          369.92 , 438.00          732.48 , 672.00            1153.78 , 1172.00      128.56
   1.55            2.39                  1.01% , 1.04          439.55 , 438.00          698.88 , 672.00            1190.18 , 1172.00       28.43
   1.55            1.68                  1.02% , 0.98          443.90 , 438.00          658.56 , 672.00            1153.86 , 1172.00       19.34
   1.56            10.3                  1.18% , 0.93          513.54 , 438.00          624.96 , 672.00            1190.26 , 1172.00      122.58
   1.57            8.57                  1.11% , 0.92          483.07 , 438.00          618.24 , 672.00            1153.54 , 1172.00       98.83
   1.58           16.78                  0.81% , 1.17          352.51 , 438.00          786.24 , 672.00            1190.54 , 1172.00      199.73
   1.58            4.25                  0.94% , 1.03          409.09 , 438.00          692.16 , 672.00            1153.46 , 1172.00       49.07
   1.59            8.85                  0.88% , 1.07          382.98 , 438.00          719.04 , 672.00            1153.34 , 1172.00      102.06
   1.59            4.35                  0.98% , 1.06          426.50 , 438.00          712.32 , 672.00            1190.62 , 1172.00       51.82
   1.59            3.97                  1.05% , 0.96          456.96 , 438.00          645.12 , 672.00            1153.42 , 1172.00       45.84
    1.6            8.07                  1.15% , 0.95          500.48 , 438.00          638.40 , 672.00            1190.70 , 1172.00       96.08
   1.61           10.87                  1.14% , 0.90          496.13 , 438.00          604.80 , 672.00            1153.10 , 1172.00      125.33
   1.62            1.96                  0.97% , 1.01          422.14 , 438.00          678.72 , 672.00            1153.02 , 1172.00       22.58
   1.62            6.27                  1.08% , 0.94          470.02 , 438.00          631.68 , 672.00            1152.98 , 1172.00       72.34
   1.63           14.79                  0.80% , 1.12          348.16 , 438.00          752.64 , 672.00            1152.94 , 1172.00      170.48
   1.63            6.55                  0.91% , 1.05          396.03 , 438.00          705.60 , 672.00            1152.90 , 1172.00       75.57
   1.63            6.58                  0.95% , 1.08          413.44 , 438.00          725.76 , 672.00            1191.06 , 1172.00       78.32
   1.63            5.84                  1.12% , 0.97          487.42 , 438.00          651.84 , 672.00            1191.14 , 1172.00       69.58
   1.65           13.17                  1.17% , 0.88          509.18 , 438.00          591.36 , 672.00            1152.66 , 1172.00      151.82
   1.66           12.49                  0.83% , 1.10          361.22 , 438.00          739.20 , 672.00            1152.50 , 1172.00      143.98
   1.66             8.8                  0.92% , 1.10          400.38 , 438.00          739.20 , 672.00            1191.50 , 1172.00      104.82
   1.66            0.83                  1.00% , 0.99          435.20 , 438.00          665.28 , 672.00            1152.58 , 1172.00        9.52
   1.67            3.62                  1.09% , 0.99          474.37 , 438.00          665.28 , 672.00            1191.58 , 1172.00       43.09
   1.69            2.64                  1.03% , 0.97          448.26 , 438.00          651.84 , 672.00            1152.14 , 1172.00       30.42
    1.7            10.2                  0.86% , 1.08          374.27 , 438.00          725.76 , 672.00            1152.06 , 1172.00      117.49
    1.7           11.02                  0.89% , 1.12          387.33 , 438.00          752.64 , 672.00            1191.94 , 1172.00      131.31
   1.71            2.52                  1.06% , 1.01          461.31 , 438.00          678.72 , 672.00            1192.02 , 1172.00       30.03
   1.73            4.94                  1.06% , 0.95          461.31 , 438.00          638.40 , 672.00            1151.70 , 1172.00       56.91
   1.74           13.23                  0.86% , 1.14          374.27 , 438.00          766.08 , 672.00            1192.38 , 1172.00      157.81
   1.74             7.9                  0.89% , 1.06          387.33 , 438.00          712.32 , 672.00            1151.62 , 1172.00       90.99
   1.75            2.55                  1.03% , 1.03          448.26 , 438.00          692.16 , 672.00            1192.46 , 1172.00       30.42
   1.77            7.24                  1.09% , 0.93          474.37 , 438.00          624.96 , 672.00            1151.26 , 1172.00       83.41
