Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   0.23            4.82                  0.93% , 0.86        1618.94 , 1638.00          577.92 , 667.00            2242.17 , 2237.00      108.14
   0.25            4.81                  0.88% , 0.99        1531.90 , 1638.00          665.28 , 667.00            2242.53 , 2237.00      107.82
   0.26           16.64                  0.80% , 1.18        1392.64 , 1638.00          792.96 , 667.00            2231.21 , 2237.00      371.32
   0.26           12.43                  0.83% , 1.12        1444.86 , 1638.00          752.64 , 667.00            2242.89 , 2237.00      278.78
   0.27            8.83                  0.85% , 1.05        1479.68 , 1638.00          705.60 , 667.00            2230.85 , 2237.00      196.92
   0.29            5.38                  0.90% , 0.92        1566.72 , 1638.00          618.24 , 667.00            2230.49 , 2237.00      120.04
   0.29            6.17                  0.95% , 0.81        1653.76 , 1638.00          544.32 , 667.00            2243.57 , 2237.00      138.44
   0.31            4.75                  0.90% , 0.94        1566.72 , 1638.00          631.68 , 667.00            2243.93 , 2237.00       106.6
   0.33            9.37                  0.85% , 1.07        1479.68 , 1638.00          719.04 , 667.00            2244.29 , 2237.00      210.36
   0.34            11.9                  0.83% , 1.10        1444.86 , 1638.00          739.20 , 667.00            2229.45 , 2237.00      265.34
   0.35            5.44                  0.88% , 0.97        1531.90 , 1638.00          651.84 , 667.00            2229.09 , 2237.00      121.26
   0.37            7.15                  0.86% , 1.02        1497.09 , 1638.00          685.44 , 667.00            2228.69 , 2237.00      159.35
   0.37            4.69                  0.92% , 0.89        1601.54 , 1638.00          598.08 , 667.00            2245.33 , 2237.00      105.38
   0.37            5.45                  0.93% , 0.84        1618.94 , 1638.00          564.48 , 667.00            2228.73 , 2237.00      121.58
   0.39            6.32                  0.87% , 1.02        1514.50 , 1638.00          685.44 , 667.00            2245.69 , 2237.00      141.94
   0.39            5.51                  0.91% , 0.89        1584.13 , 1638.00          598.08 , 667.00            2228.33 , 2237.00      122.79
    0.4           14.98                  0.81% , 1.15        1410.05 , 1638.00          772.80 , 667.00            2228.05 , 2237.00      333.75
    0.4           14.08                  0.82% , 1.15        1427.46 , 1638.00          772.80 , 667.00            2246.05 , 2237.00      316.34
   0.43           10.23                  0.84% , 1.07        1462.27 , 1638.00          719.04 , 667.00            2227.29 , 2237.00      227.77
   0.44            4.64                  0.94% , 0.84        1636.35 , 1638.00          564.48 , 667.00            2246.73 , 2237.00      104.17
   0.45            5.57                  0.89% , 0.94        1549.31 , 1638.00          631.68 , 667.00            2226.93 , 2237.00      124.01
   0.45            4.62                  0.89% , 0.97        1549.31 , 1638.00          651.84 , 667.00            2247.09 , 2237.00      103.85
   0.47           11.03                  0.84% , 1.10        1462.27 , 1638.00          739.20 , 667.00            2247.45 , 2237.00      247.93
   0.47            5.58                  0.94% , 0.81        1636.35 , 1638.00          544.32 , 667.00            2226.57 , 2237.00      124.33
    0.5           15.74                  0.81% , 1.18        1410.05 , 1638.00          792.96 , 667.00            2248.21 , 2237.00      353.91
    0.5           13.31                  0.82% , 1.12        1427.46 , 1638.00          752.64 , 667.00            2225.89 , 2237.00      296.18
   0.51            5.63                  0.87% , 0.99        1514.50 , 1638.00          665.28 , 667.00            2225.53 , 2237.00      125.22
   0.51            4.56                  0.91% , 0.92        1584.13 , 1638.00          618.24 , 667.00            2248.49 , 2237.00      102.63
   0.53            7.98                  0.86% , 1.05        1497.09 , 1638.00          705.60 , 667.00            2248.85 , 2237.00      179.51
   0.53            5.64                  0.92% , 0.86        1601.54 , 1638.00          577.92 , 667.00            2225.17 , 2237.00      125.54
   0.53            4.51                  0.93% , 0.87        1618.94 , 1638.00          584.64 , 667.00            2248.89 , 2237.00      101.42
   0.55            4.94                  0.88% , 1.00        1531.90 , 1638.00          672.00 , 667.00            2249.25 , 2237.00       111.1
   0.56           16.39                  0.80% , 1.17        1392.64 , 1638.00          786.24 , 667.00            2224.49 , 2237.00       364.6
   0.56           12.69                  0.83% , 1.13        1444.86 , 1638.00          759.36 , 667.00            2249.61 , 2237.00       285.5
   0.58            8.55                  0.85% , 1.04        1479.68 , 1638.00          698.88 , 667.00            2224.13 , 2237.00       190.2
   0.59             5.7                  0.90% , 0.91        1566.72 , 1638.00          611.52 , 667.00            2223.77 , 2237.00      126.76
   0.59            5.85                  0.95% , 0.82        1653.76 , 1638.00          551.04 , 667.00            2250.29 , 2237.00      131.72
   0.61            4.44                  0.90% , 0.95        1566.72 , 1638.00          638.40 , 667.00            2250.65 , 2237.00       99.88
   0.63            9.64                  0.85% , 1.08        1479.68 , 1638.00          725.76 , 667.00            2251.01 , 2237.00      217.08
   0.64           11.64                  0.83% , 1.09        1444.86 , 1638.00          732.48 , 667.00            2222.73 , 2237.00      258.62
   0.65            5.76                  0.88% , 0.96        1531.90 , 1638.00          645.12 , 667.00            2222.37 , 2237.00      127.98
   0.67            6.87                  0.86% , 1.01        1497.09 , 1638.00          678.72 , 667.00            2221.97 , 2237.00      152.63
   0.67            4.38                  0.92% , 0.90        1601.54 , 1638.00          604.80 , 667.00            2252.05 , 2237.00       98.66
   0.67            5.77                  0.93% , 0.83        1618.94 , 1638.00          557.76 , 667.00            2222.01 , 2237.00       128.3
   0.69             6.6                  0.87% , 1.03        1514.50 , 1638.00          692.16 , 667.00            2252.41 , 2237.00      148.66
   0.69            5.83                  0.91% , 0.88        1584.13 , 1638.00          591.36 , 667.00            2221.61 , 2237.00      129.51
    0.7           14.72                  0.81% , 1.14        1410.05 , 1638.00          766.08 , 667.00            2221.33 , 2237.00      327.03
   0.71           14.34                  0.82% , 1.16        1427.46 , 1638.00          779.52 , 667.00            2252.77 , 2237.00      323.06
   0.73            9.95                  0.84% , 1.06        1462.27 , 1638.00          712.32 , 667.00            2220.57 , 2237.00      221.05
   0.74            4.32                  0.94% , 0.85        1636.35 , 1638.00          571.20 , 667.00            2253.45 , 2237.00       97.45
   0.75            5.89                  0.89% , 0.93        1549.31 , 1638.00          624.96 , 667.00            2220.21 , 2237.00      130.73
   0.75            4.31                  0.89% , 0.98        1549.31 , 1638.00          658.56 , 667.00            2253.81 , 2237.00       97.13
   0.77            11.3                  0.84% , 1.11        1462.27 , 1638.00          745.92 , 667.00            2254.17 , 2237.00      254.65
   0.77             5.9                  0.94% , 0.80        1636.35 , 1638.00          537.60 , 667.00            2219.85 , 2237.00      131.05
    0.8           15.99                  0.81% , 1.19        1410.05 , 1638.00          799.68 , 667.00            2254.93 , 2237.00      360.63
    0.8           13.04                  0.82% , 1.11        1427.46 , 1638.00          745.92 , 667.00            2219.17 , 2237.00      289.46
    0.8            7.21                  0.96% , 0.80        1671.17 , 1638.00          537.60 , 667.00            2254.85 , 2237.00      162.57
   0.81            5.95                  0.87% , 0.98        1514.50 , 1638.00          658.56 , 667.00            2218.81 , 2237.00      131.94
   0.81            4.25                  0.91% , 0.93        1584.13 , 1638.00          624.96 , 667.00            2255.21 , 2237.00       95.91
   0.83            8.26                  0.86% , 1.06        1497.09 , 1638.00          712.32 , 667.00            2255.57 , 2237.00      186.23
   0.83            5.96                  0.92% , 0.85        1601.54 , 1638.00          571.20 , 667.00            2218.45 , 2237.00      132.26
   0.83             4.2                  0.93% , 0.88        1618.94 , 1638.00          591.36 , 667.00            2255.61 , 2237.00        94.7
   0.85            5.22                  0.88% , 1.01        1531.90 , 1638.00          678.72 , 667.00            2255.97 , 2237.00      117.82
   0.86           16.14                  0.80% , 1.16        1392.64 , 1638.00          779.52 , 667.00            2217.77 , 2237.00      357.88
   0.86           12.95                  0.83% , 1.14        1444.86 , 1638.00          766.08 , 667.00            2256.33 , 2237.00      292.22
   0.88            8.27                  0.85% , 1.03        1479.68 , 1638.00          692.16 , 667.00            2217.41 , 2237.00      183.48
   0.89            6.02                  0.90% , 0.90        1566.72 , 1638.00          604.80 , 667.00            2217.05 , 2237.00      133.48
   0.89            5.54                  0.95% , 0.83        1653.76 , 1638.00          557.76 , 667.00            2257.01 , 2237.00       125.0
   0.91            4.13                  0.90% , 0.96        1566.72 , 1638.00          645.12 , 667.00            2257.37 , 2237.00       93.16
   0.93            9.91                  0.85% , 1.09        1479.68 , 1638.00          732.48 , 667.00            2257.73 , 2237.00       223.8
   0.94           11.37                  0.83% , 1.08        1444.86 , 1638.00          725.76 , 667.00            2216.01 , 2237.00       251.9
   0.95            6.08                  0.88% , 0.95        1531.90 , 1638.00          638.40 , 667.00            2215.65 , 2237.00       134.7
   0.97            6.59                  0.86% , 1.00        1497.09 , 1638.00          672.00 , 667.00            2215.25 , 2237.00      145.91
   0.97            4.07                  0.92% , 0.91        1601.54 , 1638.00          611.52 , 667.00            2258.77 , 2237.00       91.94
   0.97            6.09                  0.93% , 0.82        1618.94 , 1638.00          551.04 , 667.00            2215.29 , 2237.00      135.02
   0.99            6.88                  0.87% , 1.04        1514.50 , 1638.00          698.88 , 667.00            2259.13 , 2237.00      155.38
   0.99            6.15                  0.91% , 0.87        1584.13 , 1638.00          584.64 , 667.00            2214.89 , 2237.00      136.23
    1.0           14.46                  0.81% , 1.13        1410.05 , 1638.00          759.36 , 667.00            2214.61 , 2237.00      320.31
   1.01            14.6                  0.82% , 1.17        1427.46 , 1638.00          786.24 , 667.00            2259.49 , 2237.00      329.78
   1.03            9.68                  0.84% , 1.05        1462.27 , 1638.00          705.60 , 667.00            2213.85 , 2237.00      214.33
   1.04            4.01                  0.94% , 0.86        1636.35 , 1638.00          577.92 , 667.00            2260.17 , 2237.00       90.73
   1.05            6.21                  0.89% , 0.92        1549.31 , 1638.00          618.24 , 667.00            2213.49 , 2237.00      137.45
   1.05             4.0                  0.89% , 0.99        1549.31 , 1638.00          665.28 , 667.00            2260.53 , 2237.00       90.41
   1.07           11.56                  0.84% , 1.12        1462.27 , 1638.00          752.64 , 667.00            2260.89 , 2237.00      261.37
    1.1           12.78                  0.82% , 1.10        1427.46 , 1638.00          739.20 , 667.00            2212.45 , 2237.00      282.74
    1.1            6.89                  0.96% , 0.81        1671.17 , 1638.00          544.32 , 667.00            2261.57 , 2237.00      155.85
   1.11            6.27                  0.87% , 0.97        1514.50 , 1638.00          651.84 , 667.00            2212.09 , 2237.00      138.66
   1.11            3.94                  0.91% , 0.94        1584.13 , 1638.00          631.68 , 667.00            2261.93 , 2237.00       89.19
   1.13            8.53                  0.86% , 1.07        1497.09 , 1638.00          719.04 , 667.00            2262.29 , 2237.00      192.95
   1.13            6.28                  0.92% , 0.84        1601.54 , 1638.00          564.48 , 667.00            2211.73 , 2237.00      138.98
   1.13            3.89                  0.93% , 0.89        1618.94 , 1638.00          598.08 , 667.00            2262.33 , 2237.00       87.98
   1.15             5.5                  0.88% , 1.02        1531.90 , 1638.00          685.44 , 667.00            2262.69 , 2237.00      124.54
   1.16           15.88                  0.80% , 1.15        1392.64 , 1638.00          772.80 , 667.00            2211.05 , 2237.00      351.16
   1.16           13.21                  0.83% , 1.15        1444.86 , 1638.00          772.80 , 667.00            2263.05 , 2237.00      298.94
   1.18             8.0                  0.85% , 1.02        1479.68 , 1638.00          685.44 , 667.00            2210.69 , 2237.00      176.76
   1.19            6.34                  0.90% , 0.89        1566.72 , 1638.00          598.08 , 667.00            2210.33 , 2237.00       140.2
    1.2            5.22                  0.95% , 0.84        1653.76 , 1638.00          564.48 , 667.00            2263.73 , 2237.00      118.28
   1.21            3.82                  0.90% , 0.97        1566.72 , 1638.00          651.84 , 667.00            2264.09 , 2237.00       86.44
   1.23           10.18                  0.85% , 1.10        1479.68 , 1638.00          739.20 , 667.00            2264.45 , 2237.00      230.52
   1.24            11.1                  0.83% , 1.07        1444.86 , 1638.00          719.04 , 667.00            2209.29 , 2237.00      245.18
   1.25             6.4                  0.88% , 0.94        1531.90 , 1638.00          631.68 , 667.00            2208.93 , 2237.00      141.42
   1.27            6.46                  0.86% , 0.99        1497.09 , 1638.00          665.28 , 667.00            2208.53 , 2237.00      142.63
   1.27            3.76                  0.92% , 0.92        1601.54 , 1638.00          618.24 , 667.00            2265.49 , 2237.00       85.22
   1.27            6.42                  0.93% , 0.81        1618.94 , 1638.00          544.32 , 667.00            2208.57 , 2237.00      141.74
   1.29            7.15                  0.87% , 1.05        1514.50 , 1638.00          705.60 , 667.00            2265.85 , 2237.00       162.1
   1.29            6.47                  0.91% , 0.86        1584.13 , 1638.00          577.92 , 667.00            2208.17 , 2237.00      142.95
    1.3            14.2                  0.81% , 1.12        1410.05 , 1638.00          752.64 , 667.00            2207.89 , 2237.00      313.59
   1.31           14.85                  0.82% , 1.18        1427.46 , 1638.00          792.96 , 667.00            2266.21 , 2237.00       336.5
   1.34            9.41                  0.84% , 1.04        1462.27 , 1638.00          698.88 , 667.00            2207.13 , 2237.00      207.61
   1.34            3.71                  0.94% , 0.87        1636.35 , 1638.00          584.64 , 667.00            2266.89 , 2237.00       84.01
   1.35            6.53                  0.89% , 0.91        1549.31 , 1638.00          611.52 , 667.00            2206.77 , 2237.00      144.17
   1.35            4.13                  0.89% , 1.00        1549.31 , 1638.00          672.00 , 667.00            2267.25 , 2237.00       93.69
   1.37           11.82                  0.84% , 1.13        1462.27 , 1638.00          759.36 , 667.00            2267.61 , 2237.00      268.09
    1.4           12.51                  0.82% , 1.09        1427.46 , 1638.00          732.48 , 667.00            2205.73 , 2237.00      276.02
    1.4            6.57                  0.96% , 0.82        1671.17 , 1638.00          551.04 , 667.00            2268.29 , 2237.00      149.13
   1.41            6.59                  0.87% , 0.96        1514.50 , 1638.00          645.12 , 667.00            2205.37 , 2237.00      145.38
   1.42            3.64                  0.91% , 0.95        1584.13 , 1638.00          638.40 , 667.00            2268.65 , 2237.00       82.47
   1.43             8.8                  0.86% , 1.08        1497.09 , 1638.00          725.76 , 667.00            2269.01 , 2237.00      199.67
   1.43            6.61                  0.92% , 0.83        1601.54 , 1638.00          557.76 , 667.00            2205.01 , 2237.00       145.7
   1.43            3.58                  0.93% , 0.90        1618.94 , 1638.00          604.80 , 667.00            2269.05 , 2237.00       81.26
   1.45            5.78                  0.88% , 1.03        1531.90 , 1638.00          692.16 , 667.00            2269.41 , 2237.00      131.26
   1.46           15.63                  0.80% , 1.14        1392.64 , 1638.00          766.08 , 667.00            2204.33 , 2237.00      344.44
   1.47           13.47                  0.83% , 1.16        1444.86 , 1638.00          779.52 , 667.00            2269.77 , 2237.00      305.66
   1.48            7.72                  0.85% , 1.01        1479.68 , 1638.00          678.72 , 667.00            2203.97 , 2237.00      170.04
   1.49            6.67                  0.90% , 0.88        1566.72 , 1638.00          591.36 , 667.00            2203.61 , 2237.00      146.92
    1.5            4.91                  0.95% , 0.85        1653.76 , 1638.00          571.20 , 667.00            2270.45 , 2237.00      111.56
   1.51            3.51                  0.90% , 0.98        1566.72 , 1638.00          658.56 , 667.00            2270.81 , 2237.00       79.72
   1.53           10.45                  0.85% , 1.11        1479.68 , 1638.00          745.92 , 667.00            2271.17 , 2237.00      237.24
   1.54           10.83                  0.83% , 1.06        1444.86 , 1638.00          712.32 , 667.00            2202.57 , 2237.00      238.46
   1.56            6.73                  0.88% , 0.93        1531.90 , 1638.00          624.96 , 667.00            2202.21 , 2237.00      148.14
   1.56            7.92                  0.97% , 0.80        1688.58 , 1638.00          537.60 , 667.00            2271.85 , 2237.00      179.98
   1.57            6.78                  0.86% , 0.98        1497.09 , 1638.00          658.56 , 667.00            2201.81 , 2237.00      149.35
   1.57            3.45                  0.92% , 0.93        1601.54 , 1638.00          624.96 , 667.00            2272.21 , 2237.00        78.5
   1.57            6.74                  0.93% , 0.80        1618.94 , 1638.00          537.60 , 667.00            2201.85 , 2237.00      148.46
   1.59            7.43                  0.87% , 1.06        1514.50 , 1638.00          712.32 , 667.00            2272.57 , 2237.00      168.82
   1.59             6.8                  0.91% , 0.85        1584.13 , 1638.00          571.20 , 667.00            2201.45 , 2237.00      149.67
    1.6           13.94                  0.81% , 1.11        1410.05 , 1638.00          745.92 , 667.00            2201.17 , 2237.00      306.87
   1.61            15.1                  0.82% , 1.19        1427.46 , 1638.00          799.68 , 667.00            2272.93 , 2237.00      343.22
   1.64            9.13                  0.84% , 1.03        1462.27 , 1638.00          692.16 , 667.00            2200.41 , 2237.00      200.89
   1.64             3.4                  0.94% , 0.88        1636.35 , 1638.00          591.36 , 667.00            2273.61 , 2237.00       77.29
   1.65            6.86                  0.89% , 0.90        1549.31 , 1638.00          604.80 , 667.00            2200.05 , 2237.00      150.89
   1.65            4.42                  0.89% , 1.01        1549.31 , 1638.00          678.72 , 667.00            2273.97 , 2237.00      100.41
   1.67           12.08                  0.84% , 1.14        1462.27 , 1638.00          766.08 , 667.00            2274.33 , 2237.00      274.81
    1.7           12.25                  0.82% , 1.08        1427.46 , 1638.00          725.76 , 667.00            2199.01 , 2237.00       269.3
    1.7            6.26                  0.96% , 0.83        1671.17 , 1638.00          557.76 , 667.00            2275.01 , 2237.00      142.41
   1.71            6.92                  0.87% , 0.95        1514.50 , 1638.00          638.40 , 667.00            2198.65 , 2237.00       152.1
   1.72            3.33                  0.91% , 0.96        1584.13 , 1638.00          645.12 , 667.00            2275.37 , 2237.00       75.75
   1.73            9.07                  0.86% , 1.09        1497.09 , 1638.00          732.48 , 667.00            2275.73 , 2237.00      206.39
   1.73            6.93                  0.92% , 0.82        1601.54 , 1638.00          551.04 , 667.00            2198.29 , 2237.00      152.42
   1.73            3.28                  0.93% , 0.91        1618.94 , 1638.00          611.52 , 667.00            2275.77 , 2237.00       74.54
   1.75            6.06                  0.88% , 1.04        1531.90 , 1638.00          698.88 , 667.00            2276.13 , 2237.00      137.98
   1.76           15.37                  0.80% , 1.13        1392.64 , 1638.00          759.36 , 667.00            2197.61 , 2237.00      337.72
   1.77           13.72                  0.83% , 1.17        1444.86 , 1638.00          786.24 , 667.00            2276.49 , 2237.00      312.38
   1.78            7.43                  0.85% , 1.00        1479.68 , 1638.00          672.00 , 667.00            2197.25 , 2237.00      163.32
   1.79            6.99                  0.90% , 0.87        1566.72 , 1638.00          584.64 , 667.00            2196.89 , 2237.00      153.64
    1.8             4.6                  0.95% , 0.86        1653.76 , 1638.00          577.92 , 667.00            2277.17 , 2237.00      104.84
   1.81            3.21                  0.90% , 0.99        1566.72 , 1638.00          665.28 , 667.00            2277.53 , 2237.00        73.0
   1.83           10.71                  0.85% , 1.12        1479.68 , 1638.00          752.64 , 667.00            2277.89 , 2237.00      243.96
   1.84           10.55                  0.83% , 1.05        1444.86 , 1638.00          705.60 , 667.00            2195.85 , 2237.00      231.74
   1.86            7.05                  0.88% , 0.92        1531.90 , 1638.00          618.24 , 667.00            2195.49 , 2237.00      154.86
   1.86             7.6                  0.97% , 0.81        1688.58 , 1638.00          544.32 , 667.00            2278.57 , 2237.00      173.26
   1.87            7.11                  0.86% , 0.97        1497.09 , 1638.00          651.84 , 667.00            2195.09 , 2237.00      156.07
   1.87            3.15                  0.92% , 0.94        1601.54 , 1638.00          631.68 , 667.00            2278.93 , 2237.00       71.78
   1.89             7.7                  0.87% , 1.07        1514.50 , 1638.00          719.04 , 667.00            2279.29 , 2237.00      175.54
   1.89            7.13                  0.91% , 0.84        1584.13 , 1638.00          564.48 , 667.00            2194.73 , 2237.00      156.39
    1.9           13.68                  0.81% , 1.10        1410.05 , 1638.00          739.20 , 667.00            2194.45 , 2237.00      300.15
   1.94            8.85                  0.84% , 1.02        1462.27 , 1638.00          685.44 , 667.00            2193.69 , 2237.00      194.17
   1.94            3.09                  0.94% , 0.89        1636.35 , 1638.00          598.08 , 667.00            2280.33 , 2237.00       70.57
   1.95            7.19                  0.89% , 0.89        1549.31 , 1638.00          598.08 , 667.00            2193.33 , 2237.00      157.61
   1.95             4.7                  0.89% , 1.02        1549.31 , 1638.00          685.44 , 667.00            2280.69 , 2237.00      107.13
   1.97           12.34                  0.84% , 1.15        1462.27 , 1638.00          772.80 , 667.00            2281.05 , 2237.00      281.53
    2.0           11.98                  0.82% , 1.07        1427.46 , 1638.00          719.04 , 667.00            2192.29 , 2237.00      262.58
    2.0            5.95                  0.96% , 0.84        1671.17 , 1638.00          564.48 , 667.00            2281.73 , 2237.00      135.69
   2.01            7.25                  0.87% , 0.94        1514.50 , 1638.00          631.68 , 667.00            2191.93 , 2237.00      158.82
   2.02            3.02                  0.91% , 0.97        1584.13 , 1638.00          651.84 , 667.00            2282.09 , 2237.00       69.03
   2.03            9.34                  0.86% , 1.10        1497.09 , 1638.00          739.20 , 667.00            2282.45 , 2237.00      213.11
   2.03            7.26                  0.92% , 0.81        1601.54 , 1638.00          544.32 , 667.00            2191.57 , 2237.00      159.14
   2.03            2.97                  0.93% , 0.92        1618.94 , 1638.00          618.24 , 667.00            2282.49 , 2237.00       67.82
   2.05            6.34                  0.88% , 1.05        1531.90 , 1638.00          705.60 , 667.00            2282.85 , 2237.00       144.7
   2.06           15.11                  0.80% , 1.12        1392.64 , 1638.00          752.64 , 667.00            2190.89 , 2237.00       331.0
   2.07           13.98                  0.83% , 1.18        1444.86 , 1638.00          792.96 , 667.00            2283.21 , 2237.00       319.1
   2.08            7.31                  0.85% , 0.99        1479.68 , 1638.00          665.28 , 667.00            2190.53 , 2237.00      160.04
   2.09            7.32                  0.90% , 0.86        1566.72 , 1638.00          577.92 , 667.00            2190.17 , 2237.00      160.36
    2.1             4.3                  0.95% , 0.87        1653.76 , 1638.00          584.64 , 667.00            2283.89 , 2237.00       98.12
   2.11            3.34                  0.90% , 1.00        1566.72 , 1638.00          672.00 , 667.00            2284.25 , 2237.00       76.28
   2.13           10.97                  0.85% , 1.13        1479.68 , 1638.00          759.36 , 667.00            2284.61 , 2237.00      250.68
   2.14           10.28                  0.83% , 1.04        1444.86 , 1638.00          698.88 , 667.00            2189.13 , 2237.00      225.02
   2.16            7.38                  0.88% , 0.91        1531.90 , 1638.00          611.52 , 667.00            2188.77 , 2237.00      161.58
   2.16            7.29                  0.97% , 0.82        1688.58 , 1638.00          551.04 , 667.00            2285.29 , 2237.00      166.54
   2.17            7.44                  0.86% , 0.96        1497.09 , 1638.00          645.12 , 667.00            2188.37 , 2237.00      162.79
   2.17            2.85                  0.92% , 0.95        1601.54 , 1638.00          638.40 , 667.00            2285.65 , 2237.00       65.06
   2.19            7.97                  0.87% , 1.08        1514.50 , 1638.00          725.76 , 667.00            2286.01 , 2237.00      182.26
   2.19            7.45                  0.91% , 0.83        1584.13 , 1638.00          557.76 , 667.00            2188.01 , 2237.00      163.11
    2.2           13.41                  0.81% , 1.09        1410.05 , 1638.00          732.48 , 667.00            2187.73 , 2237.00      293.43
   2.24            8.57                  0.84% , 1.01        1462.27 , 1638.00          678.72 , 667.00            2186.97 , 2237.00      187.45
   2.24            2.79                  0.94% , 0.90        1636.35 , 1638.00          604.80 , 667.00            2287.05 , 2237.00       63.85
   2.25            7.52                  0.89% , 0.88        1549.31 , 1638.00          591.36 , 667.00            2186.61 , 2237.00      164.33
   2.25            4.98                  0.89% , 1.03        1549.31 , 1638.00          692.16 , 667.00            2287.41 , 2237.00      113.85
   2.27            12.6                  0.84% , 1.16        1462.27 , 1638.00          779.52 , 667.00            2287.77 , 2237.00      288.25
    2.3           11.71                  0.82% , 1.06        1427.46 , 1638.00          712.32 , 667.00            2185.57 , 2237.00      255.86
    2.3            5.64                  0.96% , 0.85        1671.17 , 1638.00          571.20 , 667.00            2288.45 , 2237.00      128.97
   2.31            7.58                  0.87% , 0.93        1514.50 , 1638.00          624.96 , 667.00            2185.21 , 2237.00      165.54
   2.32            2.72                  0.91% , 0.98        1584.13 , 1638.00          658.56 , 667.00            2288.81 , 2237.00       62.31
   2.32            8.62                  0.98% , 0.80        1705.98 , 1638.00          537.60 , 667.00            2288.85 , 2237.00      197.38
   2.33             9.6                  0.86% , 1.11        1497.09 , 1638.00          745.92 , 667.00            2289.17 , 2237.00      219.83
   2.33            7.59                  0.92% , 0.80        1601.54 , 1638.00          537.60 , 667.00            2184.85 , 2237.00      165.86
   2.33            2.67                  0.93% , 0.93        1618.94 , 1638.00          624.96 , 667.00            2289.21 , 2237.00        61.1
   2.35            6.61                  0.88% , 1.06        1531.90 , 1638.00          712.32 , 667.00            2289.57 , 2237.00      151.42
   2.36           14.85                  0.80% , 1.11        1392.64 , 1638.00          745.92 , 667.00            2184.17 , 2237.00      324.28
   2.37           14.23                  0.83% , 1.19        1444.86 , 1638.00          799.68 , 667.00            2289.93 , 2237.00      325.82
   2.38            7.64                  0.85% , 0.98        1479.68 , 1638.00          658.56 , 667.00            2183.81 , 2237.00      166.76
   2.39            7.65                  0.90% , 0.85        1566.72 , 1638.00          571.20 , 667.00            2183.45 , 2237.00      167.08
