Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   0.58           13.23                  1.06% , 0.89          922.62 , 809.00          149.52 , 184.00            1119.49 , 1126.00       148.1
    0.6           10.18                  1.04% , 0.99          905.22 , 809.00          166.32 , 184.00            1119.29 , 1126.00       113.9
    0.6            8.87                  1.04% , 1.07          905.22 , 809.00          179.76 , 184.00            1132.73 , 1126.00      100.46
   0.62           11.89                  1.06% , 0.97          922.62 , 809.00          162.96 , 184.00            1132.93 , 1126.00      134.66
   0.63           11.71                  1.05% , 0.94          913.92 , 809.00          157.92 , 184.00            1118.89 , 1126.00       131.0
   0.63            14.9                  1.08% , 0.87          940.03 , 809.00          146.16 , 184.00            1133.13 , 1126.00      168.87
   0.64            8.21                  1.02% , 1.18          887.81 , 809.00          198.24 , 184.00            1133.21 , 1126.00       93.05
   0.65            8.65                  1.03% , 1.04          896.51 , 809.00          174.72 , 184.00            1118.69 , 1126.00       96.79
   0.67            6.94                  1.01% , 1.14          879.10 , 809.00          191.52 , 184.00            1118.49 , 1126.00       77.62
   0.67           14.92                  1.07% , 0.83          931.33 , 809.00          139.44 , 184.00            1118.41 , 1126.00      166.89
   0.67           13.39                  1.07% , 0.92          931.33 , 809.00          154.56 , 184.00            1133.53 , 1126.00      151.77
   0.69            8.23                  1.03% , 1.13          896.51 , 809.00          189.84 , 184.00            1133.81 , 1126.00       93.35
   0.69            16.4                  1.09% , 0.82          948.74 , 809.00          137.76 , 184.00            1133.73 , 1126.00      185.98
    0.7            7.13                  1.02% , 1.09          887.81 , 809.00          183.12 , 184.00            1118.09 , 1126.00       79.69
   0.71           10.22                  1.05% , 1.03          913.92 , 809.00          173.04 , 184.00            1134.01 , 1126.00      115.88
   0.72            6.92                  1.00% , 1.19          870.40 , 809.00          199.92 , 184.00            1117.89 , 1126.00       77.32
   0.73            13.4                  1.06% , 0.88          922.62 , 809.00          147.84 , 184.00            1117.81 , 1126.00      149.78
   0.75           10.34                  1.04% , 0.98          905.22 , 809.00          164.64 , 184.00            1117.61 , 1126.00      115.58
   0.75            8.71                  1.04% , 1.08          905.22 , 809.00          181.44 , 184.00            1134.41 , 1126.00       98.78
   0.76           11.72                  1.06% , 0.98          922.62 , 809.00          164.64 , 184.00            1134.61 , 1126.00      132.98
   0.78           11.88                  1.05% , 0.93          913.92 , 809.00          156.24 , 184.00            1117.21 , 1126.00      132.68
   0.78           14.73                  1.08% , 0.88          940.03 , 809.00          147.84 , 184.00            1134.81 , 1126.00      167.19
   0.79            8.35                  1.02% , 1.19          887.81 , 809.00          199.92 , 184.00            1134.89 , 1126.00       94.73
    0.8            8.82                  1.03% , 1.03          896.51 , 809.00          173.04 , 184.00            1117.01 , 1126.00       98.47
   0.82             6.8                  1.01% , 1.13          879.10 , 809.00          189.84 , 184.00            1116.81 , 1126.00       75.94
   0.82           15.09                  1.07% , 0.82          931.33 , 809.00          137.76 , 184.00            1116.73 , 1126.00      168.57
   0.82           13.22                  1.07% , 0.93          931.33 , 809.00          156.24 , 184.00            1135.21 , 1126.00      150.09
   0.84            8.37                  1.03% , 1.14          896.51 , 809.00          191.52 , 184.00            1135.49 , 1126.00       95.03
   0.84           16.23                  1.09% , 0.83          948.74 , 809.00          139.44 , 184.00            1135.41 , 1126.00       184.3
   0.85            7.29                  1.02% , 1.08          887.81 , 809.00          181.44 , 184.00            1116.41 , 1126.00       81.37
   0.86           10.06                  1.05% , 1.04          913.92 , 809.00          174.72 , 184.00            1135.69 , 1126.00       114.2
   0.87            6.78                  1.00% , 1.18          870.40 , 809.00          198.24 , 184.00            1116.21 , 1126.00       75.64
   0.88           13.57                  1.06% , 0.87          922.62 , 809.00          146.16 , 184.00            1116.13 , 1126.00      151.46
   0.89           10.51                  1.04% , 0.97          905.22 , 809.00          162.96 , 184.00            1115.93 , 1126.00      117.26
    0.9            8.55                  1.04% , 1.09          905.22 , 809.00          183.12 , 184.00            1136.09 , 1126.00        97.1
   0.91           11.56                  1.06% , 0.99          922.62 , 809.00          166.32 , 184.00            1136.29 , 1126.00       131.3
   0.93           12.04                  1.05% , 0.92          913.92 , 809.00          154.56 , 184.00            1115.53 , 1126.00      134.36
   0.93           14.56                  1.08% , 0.89          940.03 , 809.00          149.52 , 184.00            1136.49 , 1126.00      165.51
   0.95            8.98                  1.03% , 1.02          896.51 , 809.00          171.36 , 184.00            1115.33 , 1126.00      100.15
   0.97            6.66                  1.01% , 1.12          879.10 , 809.00          188.16 , 184.00            1115.13 , 1126.00       74.26
   0.97           15.27                  1.07% , 0.81          931.33 , 809.00          136.08 , 184.00            1115.05 , 1126.00      170.25
   0.97           13.05                  1.07% , 0.94          931.33 , 809.00          157.92 , 184.00            1136.89 , 1126.00      148.41
   0.98           16.06                  1.09% , 0.84          948.74 , 809.00          141.12 , 184.00            1137.09 , 1126.00      182.62
   0.99             8.5                  1.03% , 1.15          896.51 , 809.00          193.20 , 184.00            1137.17 , 1126.00       96.71
    1.0            7.45                  1.02% , 1.07          887.81 , 809.00          179.76 , 184.00            1114.73 , 1126.00       83.05
   1.01            9.89                  1.05% , 1.05          913.92 , 809.00          176.40 , 184.00            1137.37 , 1126.00      112.52
   1.02            6.64                  1.00% , 1.17          870.40 , 809.00          196.56 , 184.00            1114.53 , 1126.00       73.96
   1.03           13.74                  1.06% , 0.86          922.62 , 809.00          144.48 , 184.00            1114.45 , 1126.00      153.14
   1.04           10.67                  1.04% , 0.96          905.22 , 809.00          161.28 , 184.00            1114.25 , 1126.00      118.94
   1.05            8.53                  1.04% , 1.10          905.22 , 809.00          184.80 , 184.00            1137.77 , 1126.00       97.02
   1.06           11.39                  1.06% , 1.00          922.62 , 809.00          168.00 , 184.00            1137.97 , 1126.00      129.62
   1.08           12.21                  1.05% , 0.91          913.92 , 809.00          152.88 , 184.00            1113.85 , 1126.00      136.04
   1.08           14.39                  1.08% , 0.90          940.03 , 809.00          151.20 , 184.00            1138.17 , 1126.00      163.83
    1.1            9.14                  1.03% , 1.01          896.51 , 809.00          169.68 , 184.00            1113.65 , 1126.00      101.83
   1.11            6.52                  1.01% , 1.11          879.10 , 809.00          186.48 , 184.00            1113.45 , 1126.00       72.58
   1.12           15.44                  1.07% , 0.80          931.33 , 809.00          134.40 , 184.00            1113.37 , 1126.00      171.93
   1.12           12.89                  1.07% , 0.95          931.33 , 809.00          159.60 , 184.00            1138.57 , 1126.00      146.73
   1.13           15.89                  1.09% , 0.85          948.74 , 809.00          142.80 , 184.00            1138.77 , 1126.00      180.94
   1.14            8.64                  1.03% , 1.16          896.51 , 809.00          194.88 , 184.00            1138.85 , 1126.00       98.39
   1.15            7.61                  1.02% , 1.06          887.81 , 809.00          178.08 , 184.00            1113.05 , 1126.00       84.73
   1.16            9.73                  1.05% , 1.06          913.92 , 809.00          178.08 , 184.00            1139.05 , 1126.00      110.84
   1.17             6.5                  1.00% , 1.16          870.40 , 809.00          194.88 , 184.00            1112.85 , 1126.00       72.28
   1.18           13.91                  1.06% , 0.85          922.62 , 809.00          142.80 , 184.00            1112.77 , 1126.00      154.82
   1.19           10.84                  1.04% , 0.95          905.22 , 809.00          159.60 , 184.00            1112.57 , 1126.00      120.62
   1.19            8.66                  1.04% , 1.11          905.22 , 809.00          186.48 , 184.00            1139.45 , 1126.00        98.7
   1.19           17.38                  1.10% , 0.80          957.44 , 809.00          134.40 , 184.00            1139.37 , 1126.00      198.04
   1.21           11.23                  1.06% , 1.01          922.62 , 809.00          169.68 , 184.00            1139.65 , 1126.00      127.94
   1.23           12.38                  1.05% , 0.90          913.92 , 809.00          151.20 , 184.00            1112.17 , 1126.00      137.72
   1.23           14.23                  1.08% , 0.91          940.03 , 809.00          152.88 , 184.00            1139.85 , 1126.00      162.15
   1.25            9.31                  1.03% , 1.00          896.51 , 809.00          168.00 , 184.00            1111.97 , 1126.00      103.51
   1.26            6.38                  1.01% , 1.10          879.10 , 809.00          184.80 , 184.00            1111.77 , 1126.00        70.9
   1.27           12.72                  1.07% , 0.96          931.33 , 809.00          161.28 , 184.00            1140.25 , 1126.00      145.05
   1.28           15.72                  1.09% , 0.86          948.74 , 809.00          144.48 , 184.00            1140.45 , 1126.00      179.26
   1.29            8.77                  1.03% , 1.17          896.51 , 809.00          196.56 , 184.00            1140.53 , 1126.00      100.07
    1.3            7.77                  1.02% , 1.05          887.81 , 809.00          176.40 , 184.00            1111.37 , 1126.00       86.41
   1.31            9.57                  1.05% , 1.07          913.92 , 809.00          179.76 , 184.00            1140.73 , 1126.00      109.16
   1.32            6.35                  1.00% , 1.15          870.40 , 809.00          193.20 , 184.00            1111.17 , 1126.00        70.6
   1.32           14.09                  1.06% , 0.84          922.62 , 809.00          141.12 , 184.00            1111.09 , 1126.00       156.5
   1.34           11.01                  1.04% , 0.94          905.22 , 809.00          157.92 , 184.00            1110.89 , 1126.00       122.3
   1.34             8.8                  1.04% , 1.12          905.22 , 809.00          188.16 , 184.00            1141.13 , 1126.00      100.38
   1.34           17.21                  1.10% , 0.81          957.44 , 809.00          136.08 , 184.00            1141.05 , 1126.00      196.36
   1.36           11.06                  1.06% , 1.02          922.62 , 809.00          171.36 , 184.00            1141.33 , 1126.00      126.26
   1.38           12.55                  1.05% , 0.89          913.92 , 809.00          149.52 , 184.00            1110.49 , 1126.00       139.4
   1.38           14.06                  1.08% , 0.92          940.03 , 809.00          154.56 , 184.00            1141.53 , 1126.00      160.47
    1.4            9.47                  1.03% , 0.99          896.51 , 809.00          166.32 , 184.00            1110.29 , 1126.00      105.19
   1.41            6.39                  1.01% , 1.09          879.10 , 809.00          183.12 , 184.00            1110.09 , 1126.00       70.98
   1.41           12.55                  1.07% , 0.97          931.33 , 809.00          162.96 , 184.00            1141.93 , 1126.00      143.37
   1.43           15.55                  1.09% , 0.87          948.74 , 809.00          146.16 , 184.00            1142.13 , 1126.00      177.58
   1.44            8.91                  1.03% , 1.18          896.51 , 809.00          198.24 , 184.00            1142.21 , 1126.00      101.75
   1.45            7.94                  1.02% , 1.04          887.81 , 809.00          174.72 , 184.00            1109.69 , 1126.00       88.09
   1.46            9.41                  1.05% , 1.08          913.92 , 809.00          181.44 , 184.00            1142.41 , 1126.00      107.48
   1.47            6.21                  1.00% , 1.14          870.40 , 809.00          191.52 , 184.00            1109.49 , 1126.00       68.92
   1.47           14.26                  1.06% , 0.83          922.62 , 809.00          139.44 , 184.00            1109.41 , 1126.00      158.18
   1.49           11.18                  1.04% , 0.93          905.22 , 809.00          156.24 , 184.00            1109.21 , 1126.00      123.98
   1.49            8.93                  1.04% , 1.13          905.22 , 809.00          189.84 , 184.00            1142.81 , 1126.00      102.06
   1.49           17.04                  1.10% , 0.82          957.44 , 809.00          137.76 , 184.00            1142.73 , 1126.00      194.68
   1.51            10.9                  1.06% , 1.03          922.62 , 809.00          173.04 , 184.00            1143.01 , 1126.00      124.58
   1.52            6.19                  0.99% , 1.19          861.70 , 809.00          199.92 , 184.00            1108.89 , 1126.00       68.62
   1.53           12.72                  1.05% , 0.88          913.92 , 809.00          147.84 , 184.00            1108.81 , 1126.00      141.08
   1.53           13.89                  1.08% , 0.93          940.03 , 809.00          156.24 , 184.00            1143.21 , 1126.00      158.79
   1.54            9.64                  1.03% , 0.98          896.51 , 809.00          164.64 , 184.00            1108.61 , 1126.00      106.87
   1.56            6.56                  1.01% , 1.08          879.10 , 809.00          181.44 , 184.00            1108.41 , 1126.00       72.66
   1.56           12.39                  1.07% , 0.98          931.33 , 809.00          164.64 , 184.00            1143.61 , 1126.00      141.69
   1.58           15.38                  1.09% , 0.88          948.74 , 809.00          147.84 , 184.00            1143.81 , 1126.00       175.9
   1.59            9.04                  1.03% , 1.19          896.51 , 809.00          199.92 , 184.00            1143.89 , 1126.00      103.43
    1.6             8.1                  1.02% , 1.03          887.81 , 809.00          173.04 , 184.00            1108.01 , 1126.00       89.77
   1.61            9.25                  1.05% , 1.09          913.92 , 809.00          183.12 , 184.00            1144.09 , 1126.00       105.8
   1.62            6.07                  1.00% , 1.13          870.40 , 809.00          189.84 , 184.00            1107.81 , 1126.00       67.24
   1.62           14.43                  1.06% , 0.82          922.62 , 809.00          137.76 , 184.00            1107.73 , 1126.00      159.86
   1.63           16.86                  1.10% , 0.83          957.44 , 809.00          139.44 , 184.00            1144.41 , 1126.00       193.0
   1.64           11.35                  1.04% , 0.92          905.22 , 809.00          154.56 , 184.00            1107.53 , 1126.00      125.66
   1.64            9.06                  1.04% , 1.14          905.22 , 809.00          191.52 , 184.00            1144.49 , 1126.00      103.74
   1.66           10.74                  1.06% , 1.04          922.62 , 809.00          174.72 , 184.00            1144.69 , 1126.00       122.9
   1.67            6.05                  0.99% , 1.18          861.70 , 809.00          198.24 , 184.00            1107.21 , 1126.00       66.94
   1.68           12.89                  1.05% , 0.87          913.92 , 809.00          146.16 , 184.00            1107.13 , 1126.00      142.76
   1.68           13.72                  1.08% , 0.94          940.03 , 809.00          157.92 , 184.00            1144.89 , 1126.00      157.11
   1.69            9.81                  1.03% , 0.97          896.51 , 809.00          162.96 , 184.00            1106.93 , 1126.00      108.55
   1.71            6.72                  1.01% , 1.07          879.10 , 809.00          179.76 , 184.00            1106.73 , 1126.00       74.34
   1.71           12.22                  1.07% , 0.99          931.33 , 809.00          166.32 , 184.00            1145.29 , 1126.00      140.01
   1.73           15.21                  1.09% , 0.89          948.74 , 809.00          149.52 , 184.00            1145.49 , 1126.00      174.22
   1.75            8.27                  1.02% , 1.02          887.81 , 809.00          171.36 , 184.00            1106.33 , 1126.00       91.45
   1.76            5.93                  1.00% , 1.12          870.40 , 809.00          188.16 , 184.00            1106.13 , 1126.00       65.56
   1.76            9.23                  1.05% , 1.10          913.92 , 809.00          184.80 , 184.00            1145.77 , 1126.00      105.72
   1.77           14.61                  1.06% , 0.81          922.62 , 809.00          136.08 , 184.00            1106.05 , 1126.00      161.54
   1.78           16.69                  1.10% , 0.84          957.44 , 809.00          141.12 , 184.00            1146.09 , 1126.00      191.32
   1.79           11.51                  1.04% , 0.91          905.22 , 809.00          152.88 , 184.00            1105.85 , 1126.00      127.34
   1.79             9.2                  1.04% , 1.15          905.22 , 809.00          193.20 , 184.00            1146.17 , 1126.00      105.42
   1.81           10.57                  1.06% , 1.05          922.62 , 809.00          176.40 , 184.00            1146.37 , 1126.00      121.22
   1.82             5.9                  0.99% , 1.17          861.70 , 809.00          196.56 , 184.00            1105.53 , 1126.00       65.26
   1.83           13.07                  1.05% , 0.86          913.92 , 809.00          144.48 , 184.00            1105.45 , 1126.00      144.44
   1.83           13.56                  1.08% , 0.95          940.03 , 809.00          159.60 , 184.00            1146.57 , 1126.00      155.43
   1.84            9.97                  1.03% , 0.96          896.51 , 809.00          161.28 , 184.00            1105.25 , 1126.00      110.23
   1.86            6.88                  1.01% , 1.06          879.10 , 809.00          178.08 , 184.00            1105.05 , 1126.00       76.02
   1.86           12.06                  1.07% , 1.00          931.33 , 809.00          168.00 , 184.00            1146.97 , 1126.00      138.33
   1.88           15.04                  1.09% , 0.90          948.74 , 809.00          151.20 , 184.00            1147.17 , 1126.00      172.54
    1.9            8.43                  1.02% , 1.01          887.81 , 809.00          169.68 , 184.00            1104.65 , 1126.00       93.13
    1.9            9.36                  1.05% , 1.11          913.92 , 809.00          186.48 , 184.00            1147.45 , 1126.00       107.4
   1.91            5.78                  1.00% , 1.11          870.40 , 809.00          186.48 , 184.00            1104.45 , 1126.00       63.88
   1.92           14.78                  1.06% , 0.80          922.62 , 809.00          134.40 , 184.00            1104.37 , 1126.00      163.22
   1.93           16.52                  1.10% , 0.85          957.44 , 809.00          142.80 , 184.00            1147.77 , 1126.00      189.64
   1.94           11.68                  1.04% , 0.90          905.22 , 809.00          151.20 , 184.00            1104.17 , 1126.00      129.02
   1.94            9.33                  1.04% , 1.16          905.22 , 809.00          194.88 , 184.00            1147.85 , 1126.00       107.1
   1.96           10.41                  1.06% , 1.06          922.62 , 809.00          178.08 , 184.00            1148.05 , 1126.00      119.54
   1.97            5.76                  0.99% , 1.16          861.70 , 809.00          194.88 , 184.00            1103.85 , 1126.00       63.58
   1.97           13.24                  1.05% , 0.85          913.92 , 809.00          142.80 , 184.00            1103.77 , 1126.00      146.12
   1.98           13.39                  1.08% , 0.96          940.03 , 809.00          161.28 , 184.00            1148.25 , 1126.00      153.75
   1.99           10.14                  1.03% , 0.95          896.51 , 809.00          159.60 , 184.00            1103.57 , 1126.00      111.91
   1.99            18.0                  1.11% , 0.80          966.14 , 809.00          134.40 , 184.00            1148.37 , 1126.00      206.74
   2.01            7.04                  1.01% , 1.05          879.10 , 809.00          176.40 , 184.00            1103.37 , 1126.00        77.7
   2.01            11.9                  1.07% , 1.01          931.33 , 809.00          169.68 , 184.00            1148.65 , 1126.00      136.65
   2.03           14.87                  1.09% , 0.91          948.74 , 809.00          152.88 , 184.00            1148.85 , 1126.00      170.86
   2.05             8.6                  1.02% , 1.00          887.81 , 809.00          168.00 , 184.00            1102.97 , 1126.00       94.81
   2.05            9.49                  1.05% , 1.12          913.92 , 809.00          188.16 , 184.00            1149.13 , 1126.00      109.08
   2.06            5.64                  1.00% , 1.10          870.40 , 809.00          184.80 , 184.00            1102.77 , 1126.00        62.2
   2.08           16.35                  1.10% , 0.86          957.44 , 809.00          144.48 , 184.00            1149.45 , 1126.00      187.96
   2.09           11.85                  1.04% , 0.89          905.22 , 809.00          149.52 , 184.00            1102.49 , 1126.00       130.7
   2.09            9.46                  1.04% , 1.17          905.22 , 809.00          196.56 , 184.00            1149.53 , 1126.00      108.78
   2.11           10.25                  1.06% , 1.07          922.62 , 809.00          179.76 , 184.00            1149.73 , 1126.00      117.86
   2.12            5.62                  0.99% , 1.15          861.70 , 809.00          193.20 , 184.00            1102.17 , 1126.00        61.9
   2.12           13.41                  1.05% , 0.84          913.92 , 809.00          141.12 , 184.00            1102.09 , 1126.00       147.8
   2.13           13.22                  1.08% , 0.97          940.03 , 809.00          162.96 , 184.00            1149.93 , 1126.00      152.07
   2.14           10.31                  1.03% , 0.94          896.51 , 809.00          157.92 , 184.00            1101.89 , 1126.00      113.59
   2.14           17.83                  1.11% , 0.81          966.14 , 809.00          136.08 , 184.00            1150.05 , 1126.00      205.06
   2.16            7.21                  1.01% , 1.04          879.10 , 809.00          174.72 , 184.00            1101.69 , 1126.00       79.38
   2.16           11.73                  1.07% , 1.02          931.33 , 809.00          171.36 , 184.00            1150.33 , 1126.00      134.97
   2.18            14.7                  1.09% , 0.92          948.74 , 809.00          154.56 , 184.00            1150.53 , 1126.00      169.18
   2.19            8.76                  1.02% , 0.99          887.81 , 809.00          166.32 , 184.00            1101.29 , 1126.00       96.49
    2.2            9.62                  1.05% , 1.13          913.92 , 809.00          189.84 , 184.00            1150.81 , 1126.00      110.76
   2.21            5.66                  1.00% , 1.09          870.40 , 809.00          183.12 , 184.00            1101.09 , 1126.00       62.28
   2.23           16.18                  1.10% , 0.87          957.44 , 809.00          146.16 , 184.00            1151.13 , 1126.00      186.28
   2.24           12.03                  1.04% , 0.88          905.22 , 809.00          147.84 , 184.00            1100.81 , 1126.00      132.38
   2.24            9.59                  1.04% , 1.18          905.22 , 809.00          198.24 , 184.00            1151.21 , 1126.00      110.46
   2.26           10.09                  1.06% , 1.08          922.62 , 809.00          181.44 , 184.00            1151.41 , 1126.00      116.18
   2.27            5.47                  0.99% , 1.14          861.70 , 809.00          191.52 , 184.00            1100.49 , 1126.00       60.22
   2.27           13.58                  1.05% , 0.83          913.92 , 809.00          139.44 , 184.00            1100.41 , 1126.00      149.48
   2.27           13.06                  1.08% , 0.98          940.03 , 809.00          164.64 , 184.00            1151.61 , 1126.00      150.39
   2.28           17.66                  1.11% , 0.82          966.14 , 809.00          137.76 , 184.00            1151.73 , 1126.00      203.38
   2.29           10.48                  1.03% , 0.93          896.51 , 809.00          156.24 , 184.00            1100.21 , 1126.00      115.27
   2.31            7.37                  1.01% , 1.03          879.10 , 809.00          173.04 , 184.00            1100.01 , 1126.00       81.06
   2.31           11.57                  1.07% , 1.03          931.33 , 809.00          173.04 , 184.00            1152.01 , 1126.00      133.29
   2.32            5.45                  0.98% , 1.19          852.99 , 809.00          199.92 , 184.00            1099.89 , 1126.00       59.91
   2.33           14.54                  1.09% , 0.93          948.74 , 809.00          156.24 , 184.00            1152.21 , 1126.00       167.5
   2.34            8.93                  1.02% , 0.98          887.81 , 809.00          164.64 , 184.00            1099.61 , 1126.00       98.17
   2.35            9.76                  1.05% , 1.14          913.92 , 809.00          191.52 , 184.00            1152.49 , 1126.00      112.44
   2.36            5.82                  1.00% , 1.08          870.40 , 809.00          181.44 , 184.00            1099.41 , 1126.00       63.96
