Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   1.14            1.64                  0.98% , 1.17          426.50 , 425.00          196.56 , 187.00              674.19 , 682.00       11.06
   1.15           14.24                  1.12% , 0.90          487.42 , 425.00          151.20 , 187.00              689.83 , 682.00       98.22
   1.16           14.28                  1.10% , 0.86          478.72 , 425.00          144.48 , 187.00              674.11 , 682.00       96.24
   1.16           15.67                  1.11% , 0.83          483.07 , 425.00          139.44 , 187.00              674.07 , 682.00      105.63
   1.18            7.81                  1.05% , 0.99          456.96 , 425.00          166.32 , 187.00              673.95 , 682.00       52.64
   1.18           19.19                  1.16% , 0.80          504.83 , 425.00          134.40 , 187.00              690.03 , 682.00      132.43
   1.19            4.08                  1.04% , 1.11          452.61 , 425.00          186.48 , 187.00              690.11 , 682.00       28.13
   1.19             9.2                  1.06% , 0.96          461.31 , 425.00          161.28 , 187.00              673.91 , 682.00       62.03
   1.21            2.74                  1.01% , 1.09          439.55 , 425.00          183.12 , 187.00              673.75 , 682.00       18.43
   1.21           10.39                  1.09% , 0.98          474.37 , 425.00          164.64 , 187.00              690.27 , 682.00       71.73
   1.22            9.03                  1.08% , 1.01          470.02 , 425.00          169.68 , 187.00              690.31 , 682.00       62.34
   1.24            2.34                  0.97% , 1.19          422.14 , 425.00          199.92 , 187.00              673.55 , 682.00       15.78
   1.24           11.75                  1.08% , 0.91          470.02 , 425.00          152.88 , 187.00              673.51 , 682.00       79.14
   1.24           15.34                  1.13% , 0.88          491.78 , 425.00          147.84 , 187.00              690.47 , 682.00      105.94
   1.24            16.7                  1.14% , 0.85          496.13 , 425.00          142.80 , 187.00              690.43 , 682.00      115.33
   1.25            3.98                  1.01% , 1.19          439.55 , 425.00          199.92 , 187.00              690.55 , 682.00       27.47
   1.25           13.14                  1.09% , 0.88          474.37 , 425.00          147.84 , 187.00              673.47 , 682.00       88.53
   1.27            6.67                  1.04% , 1.01          452.61 , 425.00          169.68 , 187.00              673.31 , 682.00       44.93
   1.28            5.19                  1.05% , 1.09          456.96 , 425.00          183.12 , 187.00              690.75 , 682.00       35.84
   1.28            6.55                  1.06% , 1.06          461.31 , 425.00          178.08 , 187.00              690.71 , 682.00       45.23
    1.3            1.54                  0.99% , 1.14          430.85 , 425.00          191.52 , 187.00              673.15 , 682.00       10.37
    1.3            1.59                  1.00% , 1.11          435.20 , 425.00          186.48 , 187.00              673.11 , 682.00       10.72
    1.3           12.86                  1.11% , 0.93          483.07 , 425.00          156.24 , 187.00              690.87 , 682.00       88.83
   1.31            11.5                  1.10% , 0.96          478.72 , 425.00          161.28 , 187.00              690.91 , 682.00       79.44
   1.31           17.09                  1.12% , 0.80          487.42 , 425.00          134.40 , 187.00              673.03 , 682.00      115.02
   1.33            17.8                  1.15% , 0.83          500.48 , 425.00          139.44 , 187.00              691.07 , 682.00      123.04
   1.34            4.02                  1.03% , 1.14          448.26 , 425.00          191.52 , 187.00              691.15 , 682.00       27.78
   1.34           10.61                  1.07% , 0.93          465.66 , 425.00          156.24 , 187.00              672.87 , 682.00       71.42
   1.35            4.12                  1.02% , 1.17          443.90 , 425.00          196.56 , 187.00              691.19 , 682.00       28.46
   1.36            4.14                  1.02% , 1.06          443.90 , 425.00          178.08 , 187.00              672.71 , 682.00       27.82
   1.37            5.53                  1.03% , 1.03          448.26 , 425.00          173.04 , 187.00              672.67 , 682.00       37.22
   1.37            7.66                  1.07% , 1.04          465.66 , 425.00          174.72 , 187.00              691.35 , 682.00       52.94
   1.39            1.39                  0.98% , 1.16          426.50 , 425.00          194.88 , 187.00              672.51 , 682.00        9.38
   1.39           13.96                  1.12% , 0.91          487.42 , 425.00          152.88 , 187.00              691.51 , 682.00       96.54
    1.4           14.56                  1.10% , 0.85          478.72 , 425.00          142.80 , 187.00              672.43 , 682.00       97.92
   1.41           15.96                  1.11% , 0.82          483.07 , 425.00          137.76 , 187.00              672.39 , 682.00      107.31
   1.42            18.9                  1.16% , 0.81          504.83 , 425.00          136.08 , 187.00              691.71 , 682.00      130.75
   1.43            8.08                  1.05% , 0.98          456.96 , 425.00          164.64 , 187.00              672.27 , 682.00       54.32
   1.43            9.48                  1.06% , 0.95          461.31 , 425.00          159.60 , 187.00              672.23 , 682.00       63.71
   1.44            4.16                  1.04% , 1.12          452.61 , 425.00          188.16 , 187.00              691.79 , 682.00       28.77
   1.46            2.99                  1.01% , 1.08          439.55 , 425.00          181.44 , 187.00              672.07 , 682.00       20.11
   1.46           10.12                  1.09% , 0.99          474.37 , 425.00          166.32 , 187.00              691.95 , 682.00       70.05
   1.47            8.77                  1.08% , 1.02          470.02 , 425.00          171.36 , 187.00              691.99 , 682.00       60.66
   1.48             2.1                  0.97% , 1.18          422.14 , 425.00          198.24 , 187.00              671.87 , 682.00        14.1
   1.48           16.42                  1.14% , 0.86          496.13 , 425.00          144.48 , 187.00              692.11 , 682.00      113.65
   1.49           12.03                  1.08% , 0.90          470.02 , 425.00          151.20 , 187.00              671.83 , 682.00       80.82
   1.49           15.06                  1.13% , 0.89          491.78 , 425.00          149.52 , 187.00              692.15 , 682.00      104.26
    1.5           13.43                  1.09% , 0.87          474.37 , 425.00          146.16 , 187.00              671.79 , 682.00       90.21
   1.52            6.94                  1.04% , 1.00          452.61 , 425.00          168.00 , 187.00              671.63 , 682.00       46.61
   1.52            6.29                  1.06% , 1.07          461.31 , 425.00          179.76 , 187.00              692.39 , 682.00       43.55
   1.53            4.93                  1.05% , 1.10          456.96 , 425.00          184.80 , 187.00              692.43 , 682.00       34.16
   1.54            1.29                  0.99% , 1.13          430.85 , 425.00          189.84 , 187.00              671.47 , 682.00        8.69
   1.55            1.85                  1.00% , 1.10          435.20 , 425.00          184.80 , 187.00              671.43 , 682.00        12.4
   1.55           11.23                  1.10% , 0.97          478.72 , 425.00          162.96 , 187.00              692.59 , 682.00       77.76
   1.55           12.58                  1.11% , 0.94          483.07 , 425.00          157.92 , 187.00              692.55 , 682.00       87.15
   1.58           10.89                  1.07% , 0.92          465.66 , 425.00          154.56 , 187.00              671.19 , 682.00        73.1
   1.58           17.52                  1.15% , 0.84          500.48 , 425.00          141.12 , 187.00              692.75 , 682.00      121.36
   1.59            4.35                  1.02% , 1.18          443.90 , 425.00          198.24 , 187.00              692.87 , 682.00       30.14
   1.59            4.25                  1.03% , 1.15          448.26 , 425.00          193.20 , 187.00              692.83 , 682.00       29.46
   1.61             4.4                  1.02% , 1.05          443.90 , 425.00          176.40 , 187.00              671.03 , 682.00        29.5
   1.61             5.8                  1.03% , 1.02          448.26 , 425.00          171.36 , 187.00              670.99 , 682.00        38.9
   1.62             7.4                  1.07% , 1.05          465.66 , 425.00          176.40 , 187.00              693.03 , 682.00       51.26
   1.64            1.15                  0.98% , 1.15          426.50 , 425.00          193.20 , 187.00              670.83 , 682.00         7.7
   1.64           13.69                  1.12% , 0.92          487.42 , 425.00          154.56 , 187.00              693.19 , 682.00       94.86
   1.65           14.85                  1.10% , 0.84          478.72 , 425.00          141.12 , 187.00              670.75 , 682.00        99.6
   1.65           16.25                  1.11% , 0.81          483.07 , 425.00          136.08 , 187.00              670.71 , 682.00      108.99
   1.67            8.35                  1.05% , 0.97          456.96 , 425.00          162.96 , 187.00              670.59 , 682.00        56.0
   1.67           18.61                  1.16% , 0.82          504.83 , 425.00          137.76 , 187.00              693.39 , 682.00      129.07
   1.68            4.39                  1.04% , 1.13          452.61 , 425.00          189.84 , 187.00              693.47 , 682.00       30.45
   1.68            9.75                  1.06% , 0.94          461.31 , 425.00          157.92 , 187.00              670.55 , 682.00       65.39
    1.7            3.25                  1.01% , 1.07          439.55 , 425.00          179.76 , 187.00              670.39 , 682.00       21.79
   1.71             8.5                  1.08% , 1.03          470.02 , 425.00          173.04 , 187.00              693.67 , 682.00       58.98
   1.71            9.86                  1.09% , 1.00          474.37 , 425.00          168.00 , 187.00              693.63 , 682.00       68.37
   1.73            1.85                  0.97% , 1.17          422.14 , 425.00          196.56 , 187.00              670.19 , 682.00       12.42
   1.73           16.14                  1.14% , 0.87          496.13 , 425.00          146.16 , 187.00              693.79 , 682.00      111.97
   1.74           12.31                  1.08% , 0.89          470.02 , 425.00          149.52 , 187.00              670.15 , 682.00        82.5
   1.74           13.71                  1.09% , 0.86          474.37 , 425.00          144.48 , 187.00              670.11 , 682.00       91.89
   1.74           14.78                  1.13% , 0.90          491.78 , 425.00          151.20 , 187.00              693.83 , 682.00      102.58
   1.77            7.21                  1.04% , 0.99          452.61 , 425.00          166.32 , 187.00              669.95 , 682.00       48.29
   1.77            6.03                  1.06% , 1.08          461.31 , 425.00          181.44 , 187.00              694.07 , 682.00       41.87
   1.78            4.68                  1.05% , 1.11          456.96 , 425.00          186.48 , 187.00              694.11 , 682.00       32.48
   1.79            1.05                  0.99% , 1.12          430.85 , 425.00          188.16 , 187.00              669.79 , 682.00        7.01
   1.79           12.31                  1.11% , 0.95          483.07 , 425.00          159.60 , 187.00              694.23 , 682.00       85.47
    1.8             2.1                  1.00% , 1.09          435.20 , 425.00          183.12 , 187.00              669.75 , 682.00       14.08
    1.8           10.96                  1.10% , 0.98          478.72 , 425.00          164.64 , 187.00              694.27 , 682.00       76.08
   1.82           17.23                  1.15% , 0.85          500.48 , 425.00          142.80 , 187.00              694.43 , 682.00      119.68
   1.83            4.48                  1.03% , 1.16          448.26 , 425.00          194.88 , 187.00              694.51 , 682.00       31.14
   1.83           11.17                  1.07% , 0.91          465.66 , 425.00          152.88 , 187.00              669.51 , 682.00       74.78
   1.84            4.58                  1.02% , 1.19          443.90 , 425.00          199.92 , 187.00              694.55 , 682.00       31.82
   1.85            4.66                  1.02% , 1.04          443.90 , 425.00          174.72 , 187.00              669.35 , 682.00       31.18
   1.86            6.06                  1.03% , 1.01          448.26 , 425.00          169.68 , 187.00              669.31 , 682.00       40.58
   1.86            7.14                  1.07% , 1.06          465.66 , 425.00          178.08 , 187.00              694.71 , 682.00       49.58
   1.88             0.9                  0.98% , 1.14          426.50 , 425.00          191.52 , 187.00              669.15 , 682.00        6.02
   1.89           13.41                  1.12% , 0.93          487.42 , 425.00          156.24 , 187.00              694.87 , 682.00       93.18
    1.9           15.14                  1.10% , 0.83          478.72 , 425.00          139.44 , 187.00              669.07 , 682.00      101.28
    1.9           16.54                  1.11% , 0.80          483.07 , 425.00          134.40 , 187.00              669.03 , 682.00      110.67
   1.91           19.68                  1.17% , 0.80          509.18 , 425.00          134.40 , 187.00              695.03 , 682.00      136.78
   1.92            8.62                  1.05% , 0.96          456.96 , 425.00          161.28 , 187.00              668.91 , 682.00       57.68
   1.92           10.03                  1.06% , 0.93          461.31 , 425.00          156.24 , 187.00              668.87 , 682.00       67.07
   1.92           18.33                  1.16% , 0.83          504.83 , 425.00          139.44 , 187.00              695.07 , 682.00      127.39
   1.93            4.62                  1.04% , 1.14          452.61 , 425.00          191.52 , 187.00              695.15 , 682.00       32.13
   1.95            3.51                  1.01% , 1.06          439.55 , 425.00          178.08 , 187.00              668.71 , 682.00       23.47
   1.95            9.59                  1.09% , 1.01          474.37 , 425.00          169.68 , 187.00              695.31 , 682.00       66.69
   1.96            8.24                  1.08% , 1.04          470.02 , 425.00          174.72 , 187.00              695.35 , 682.00        57.3
   1.97            3.01                  0.96% , 1.19          417.79 , 425.00          199.92 , 187.00              668.55 , 682.00       20.13
   1.98            1.61                  0.97% , 1.16          422.14 , 425.00          194.88 , 187.00              668.51 , 682.00       10.74
   1.98           12.59                  1.08% , 0.88          470.02 , 425.00          147.84 , 187.00              668.47 , 682.00       84.18
   1.98           14.51                  1.13% , 0.91          491.78 , 425.00          152.88 , 187.00              695.51 , 682.00       100.9
   1.98           15.86                  1.14% , 0.88          496.13 , 425.00          147.84 , 187.00              695.47 , 682.00      110.29
   1.99            14.0                  1.09% , 0.85          474.37 , 425.00          142.80 , 187.00              668.43 , 682.00       93.57
   2.01            7.48                  1.04% , 0.98          452.61 , 425.00          164.64 , 187.00              668.27 , 682.00       49.97
   2.02            4.76                  1.05% , 1.12          456.96 , 425.00          188.16 , 187.00              695.79 , 682.00       33.12
