Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   0.95           13.78                  1.10% , 0.85          957.44 , 833.00          571.20 , 664.00            1576.79 , 1562.00      217.24
   0.96           12.19                  0.85% , 1.13          739.84 , 833.00          759.36 , 664.00            1546.95 , 1562.00      188.52
   0.97            2.72                  1.00% , 0.98          870.40 , 833.00          658.56 , 664.00            1577.15 , 1562.00       42.84
   0.99            8.34                  0.90% , 1.11          783.36 , 833.00          745.92 , 664.00            1577.51 , 1562.00      131.56
   0.99            0.91                  0.95% , 1.00          826.88 , 833.00          672.00 , 664.00            1546.59 , 1562.00       14.12
    1.0           10.41                  1.07% , 0.89          931.33 , 833.00          598.08 , 664.00            1577.67 , 1562.00      164.25
   1.01            5.34                  0.91% , 1.05          792.06 , 833.00          705.60 , 664.00            1546.19 , 1562.00       82.54
   1.01           10.37                  1.05% , 0.87          913.92 , 833.00          584.64 , 664.00            1546.23 , 1562.00      160.28
   1.02            8.77                  0.88% , 1.09          765.95 , 833.00          732.48 , 664.00            1546.07 , 1562.00      135.53
   1.03            2.07                  0.97% , 1.02          844.29 , 833.00          685.44 , 664.00            1578.03 , 1562.00       32.73
   1.04            2.51                  0.98% , 0.96          852.99 , 833.00          645.12 , 664.00            1545.71 , 1562.00       38.87
   1.04            5.94                  1.01% , 0.92          879.10 , 833.00          618.24 , 664.00            1545.83 , 1562.00       91.86
   1.04            18.1                  1.14% , 0.80          992.26 , 833.00          537.60 , 664.00            1578.19 , 1562.00      285.66
   1.05           16.62                  0.81% , 1.18          705.02 , 833.00          792.96 , 664.00            1545.55 , 1562.00      256.94
   1.05           13.19                  0.84% , 1.14          731.14 , 833.00          766.08 , 664.00            1545.67 , 1562.00      203.94
   1.05           11.69                  0.87% , 1.15          757.25 , 833.00          772.80 , 664.00            1578.39 , 1562.00      184.55
   1.06            7.05                  1.04% , 0.93          905.22 , 833.00          624.96 , 664.00            1578.55 , 1562.00      111.26
   1.07            1.91                  0.94% , 1.01          818.18 , 833.00          678.72 , 664.00            1545.31 , 1562.00       29.54
   1.07            13.8                  1.08% , 0.83          940.03 , 833.00          557.76 , 664.00            1545.35 , 1562.00      213.27
   1.08             4.0                  0.94% , 1.06          818.18 , 833.00          712.32 , 664.00            1578.91 , 1562.00       63.14
   1.09            9.38                  1.04% , 0.88          905.22 , 833.00          591.36 , 664.00            1544.95 , 1562.00      144.86
   1.09           11.38                  1.08% , 0.88          940.03 , 833.00          591.36 , 664.00            1578.95 , 1562.00      179.67
   1.09           14.73                  1.11% , 0.84          966.14 , 833.00          564.48 , 664.00            1579.07 , 1562.00      232.66
    1.1            9.77                  0.87% , 1.10          757.25 , 833.00          739.20 , 664.00            1544.79 , 1562.00      150.95
   1.11           15.04                  0.84% , 1.19          731.14 , 833.00          799.68 , 664.00            1579.27 , 1562.00      237.54
   1.11             2.2                  0.98% , 1.01          852.99 , 833.00          678.72 , 664.00            1579.31 , 1562.00       34.71
   1.12            1.52                  0.97% , 0.97          844.29 , 833.00          651.84 , 664.00            1544.43 , 1562.00       23.45
   1.12            3.69                  1.01% , 0.97          879.10 , 833.00          651.84 , 664.00            1579.43 , 1562.00       58.26
   1.13           17.64                  0.80% , 1.19          696.32 , 833.00          799.68 , 664.00            1544.27 , 1562.00      272.36
   1.13           10.71                  0.88% , 1.14          765.95 , 833.00          766.08 , 664.00            1579.67 , 1562.00      169.13
   1.14            7.35                  0.91% , 1.10          792.06 , 833.00          739.20 , 664.00            1579.79 , 1562.00      116.14
   1.14            8.02                  1.05% , 0.92          913.92 , 833.00          618.24 , 664.00            1579.83 , 1562.00      126.68
   1.15           12.81                  1.07% , 0.84          931.33 , 833.00          564.48 , 664.00            1544.07 , 1562.00      197.85
   1.16            6.34                  0.90% , 1.06          783.36 , 833.00          712.32 , 664.00            1543.91 , 1562.00       97.96
   1.16            3.02                  0.95% , 1.05          826.88 , 833.00          705.60 , 664.00            1580.19 , 1562.00       47.72
   1.17            15.7                  1.12% , 0.83          974.85 , 833.00          557.76 , 664.00            1580.35 , 1562.00      248.09
   1.18            4.95                  1.00% , 0.93          870.40 , 833.00          624.96 , 664.00            1543.55 , 1562.00       76.44
   1.19           14.21                  0.83% , 1.15          722.43 , 833.00          772.80 , 664.00            1543.39 , 1562.00      219.37
   1.19           14.05                  0.85% , 1.18          739.84 , 833.00          792.96 , 664.00            1580.55 , 1562.00      222.12
    1.2            4.66                  1.02% , 0.96          887.81 , 833.00          645.12 , 664.00            1580.71 , 1562.00       73.69
    1.2           16.25                  1.10% , 0.80          957.44 , 833.00          537.60 , 664.00            1543.19 , 1562.00      250.84
   1.21            2.91                  0.93% , 1.02          809.47 , 833.00          685.44 , 664.00            1543.03 , 1562.00       44.97
   1.22            6.37                  0.92% , 1.09          800.77 , 833.00          732.48 , 664.00            1581.07 , 1562.00      100.71
   1.23           12.34                  1.09% , 0.87          948.74 , 833.00          584.64 , 664.00            1581.23 , 1562.00       195.1
   1.24            8.39                  1.03% , 0.89          896.51 , 833.00          598.08 , 664.00            1542.67 , 1562.00      129.43
   1.25           10.79                  0.86% , 1.11          748.54 , 833.00          745.92 , 664.00            1542.51 , 1562.00      166.38
   1.25            2.32                  0.99% , 1.00          861.70 , 833.00          672.00 , 664.00            1581.59 , 1562.00        36.7
   1.27            0.52                  0.96% , 0.98          835.58 , 833.00          658.56 , 664.00            1542.15 , 1562.00        8.02
   1.28            9.72                  0.89% , 1.13          774.66 , 833.00          759.36 , 664.00            1581.95 , 1562.00       153.7
   1.29           11.83                  1.06% , 0.85          922.62 , 833.00          571.20 , 664.00            1541.79 , 1562.00      182.42
   1.29            8.98                  1.06% , 0.91          922.62 , 833.00          611.52 , 664.00            1582.11 , 1562.00       142.1
    1.3            7.35                  0.89% , 1.07          774.66 , 833.00          719.04 , 664.00            1541.63 , 1562.00      113.38
   1.31            2.37                  0.96% , 1.04          835.58 , 833.00          698.88 , 664.00            1582.47 , 1562.00       37.46
   1.32           16.65                  1.13% , 0.82          983.55 , 833.00          551.04 , 664.00            1582.63 , 1562.00      263.51
   1.33           13.06                  0.86% , 1.17          748.54 , 833.00          786.24 , 664.00            1582.83 , 1562.00       206.7
   1.33            3.96                  0.99% , 0.94          861.70 , 833.00          631.68 , 664.00            1541.27 , 1562.00       61.02
   1.34           15.24                  0.82% , 1.16          713.73 , 833.00          779.52 , 664.00            1541.11 , 1562.00      234.79
   1.34            5.63                  1.03% , 0.95          896.51 , 833.00          638.40 , 664.00            1582.99 , 1562.00       89.11
   1.35           15.28                  1.09% , 0.81          948.74 , 833.00          544.32 , 664.00            1540.91 , 1562.00      235.42
   1.36            3.92                  0.92% , 1.03          800.77 , 833.00          692.16 , 664.00            1540.75 , 1562.00       60.39
   1.37            5.39                  0.93% , 1.08          809.47 , 833.00          725.76 , 664.00            1583.35 , 1562.00       85.29
   1.38             7.4                  1.02% , 0.90          887.81 , 833.00          604.80 , 664.00            1540.39 , 1562.00      114.01
   1.38           13.29                  1.10% , 0.86          957.44 , 833.00          577.92 , 664.00            1583.51 , 1562.00      210.52
   1.39            11.8                  0.85% , 1.12          739.84 , 833.00          752.64 , 664.00            1540.23 , 1562.00       181.8
    1.4            2.44                  1.00% , 0.99          870.40 , 833.00          665.28 , 664.00            1583.87 , 1562.00       38.68
   1.42            8.73                  0.90% , 1.12          783.36 , 833.00          752.64 , 664.00            1584.23 , 1562.00      138.28
   1.42            0.48                  0.95% , 0.99          826.88 , 833.00          665.28 , 664.00            1539.87 , 1562.00         7.4
   1.43            9.94                  1.07% , 0.90          931.33 , 833.00          604.80 , 664.00            1584.39 , 1562.00      157.53
   1.44            4.92                  0.91% , 1.04          792.06 , 833.00          698.88 , 664.00            1539.47 , 1562.00       75.82
   1.44           10.85                  1.05% , 0.86          913.92 , 833.00          577.92 , 664.00            1539.51 , 1562.00       167.0
   1.45            8.37                  0.88% , 1.08          765.95 , 833.00          725.76 , 664.00            1539.35 , 1562.00      128.81
   1.46            2.49                  0.97% , 1.03          844.29 , 833.00          692.16 , 664.00            1584.75 , 1562.00       39.45
   1.47            2.96                  0.98% , 0.95          852.99 , 833.00          638.40 , 664.00            1538.99 , 1562.00       45.59
   1.47            6.41                  1.01% , 0.91          879.10 , 833.00          611.52 , 664.00            1539.11 , 1562.00       98.58
   1.47            17.6                  1.14% , 0.81          992.26 , 833.00          544.32 , 664.00            1584.91 , 1562.00      278.94
   1.48           16.26                  0.81% , 1.17          705.02 , 833.00          786.24 , 664.00            1538.83 , 1562.00      250.22
   1.48           12.82                  0.84% , 1.13          731.14 , 833.00          759.36 , 664.00            1538.95 , 1562.00      197.22
   1.48           12.07                  0.87% , 1.16          757.25 , 833.00          779.52 , 664.00            1585.11 , 1562.00      191.27
   1.49            6.59                  1.04% , 0.94          905.22 , 833.00          631.68 , 664.00            1585.27 , 1562.00      104.54
    1.5            1.48                  0.94% , 1.00          818.18 , 833.00          672.00 , 664.00            1538.59 , 1562.00       22.82
    1.5            14.3                  1.08% , 0.82          940.03 , 833.00          551.04 , 664.00            1538.63 , 1562.00      219.99
   1.51            4.41                  0.94% , 1.07          818.18 , 833.00          719.04 , 664.00            1585.63 , 1562.00       69.86
   1.52            9.85                  1.04% , 0.87          905.22 , 833.00          584.64 , 664.00            1538.23 , 1562.00      151.58
   1.52           10.91                  1.08% , 0.89          940.03 , 833.00          598.08 , 664.00            1585.67 , 1562.00      172.95
   1.52           14.25                  1.11% , 0.85          966.14 , 833.00          571.20 , 664.00            1585.79 , 1562.00      225.94
   1.53            9.38                  0.87% , 1.09          757.25 , 833.00          732.48 , 664.00            1538.07 , 1562.00      144.23
   1.54            2.61                  0.98% , 1.02          852.99 , 833.00          685.44 , 664.00            1586.03 , 1562.00       41.43
   1.55            1.96                  0.97% , 0.96          844.29 , 833.00          645.12 , 664.00            1537.71 , 1562.00       30.17
   1.55            3.25                  1.01% , 0.98          879.10 , 833.00          658.56 , 664.00            1586.15 , 1562.00       51.54
   1.55           18.56                  1.15% , 0.80         1000.96 , 833.00          537.60 , 664.00            1586.19 , 1562.00      294.36
   1.56           11.08                  0.88% , 1.15          765.95 , 833.00          772.80 , 664.00            1586.39 , 1562.00      175.85
   1.57           17.28                  0.80% , 1.18          696.32 , 833.00          792.96 , 664.00            1537.55 , 1562.00      265.64
   1.57            7.74                  0.91% , 1.11          792.06 , 833.00          745.92 , 664.00            1586.51 , 1562.00      122.86
   1.57            7.56                  1.05% , 0.93          913.92 , 833.00          624.96 , 664.00            1586.55 , 1562.00      119.96
   1.58           13.31                  1.07% , 0.83          931.33 , 833.00          557.76 , 664.00            1537.35 , 1562.00      204.57
   1.59            5.94                  0.90% , 1.05          783.36 , 833.00          705.60 , 664.00            1537.19 , 1562.00       91.24
   1.59            3.43                  0.95% , 1.06          826.88 , 833.00          712.32 , 664.00            1586.91 , 1562.00       54.44
   1.61            5.41                  1.00% , 0.92          870.40 , 833.00          618.24 , 664.00            1536.83 , 1562.00       83.16
   1.61           15.21                  1.12% , 0.84          974.85 , 833.00          564.48 , 664.00            1587.07 , 1562.00      241.37
   1.62           13.84                  0.83% , 1.14          722.43 , 833.00          766.08 , 664.00            1536.67 , 1562.00      212.65
   1.62           14.42                  0.85% , 1.19          739.84 , 833.00          799.68 , 664.00            1587.27 , 1562.00      228.84
   1.63            4.22                  1.02% , 0.97          887.81 , 833.00          651.84 , 664.00            1587.43 , 1562.00       66.97
   1.64            2.49                  0.93% , 1.01          809.47 , 833.00          678.72 , 664.00            1536.31 , 1562.00       38.25
   1.65            6.77                  0.92% , 1.10          800.77 , 833.00          739.20 , 664.00            1587.79 , 1562.00      107.43
   1.66           11.86                  1.09% , 0.88          948.74 , 833.00          591.36 , 664.00            1587.95 , 1562.00      188.38
   1.67            8.86                  1.03% , 0.88          896.51 , 833.00          591.36 , 664.00            1535.95 , 1562.00      136.15
   1.68            10.4                  0.86% , 1.10          748.54 , 833.00          739.20 , 664.00            1535.79 , 1562.00      159.66
   1.68            2.73                  0.99% , 1.01          861.70 , 833.00          678.72 , 664.00            1588.31 , 1562.00       43.42
    1.7            0.96                  0.96% , 0.97          835.58 , 833.00          651.84 , 664.00            1535.43 , 1562.00       14.74
   1.71            10.1                  0.89% , 1.14          774.66 , 833.00          766.08 , 664.00            1588.67 , 1562.00      160.42
