Exhaustive search results ordered by SIMULATION ERROR (simulation_time - actual_exec) / actual_exec)

sim_err(%)      sum_of_diff(%)         map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
   0.49            2.05                  0.94% , 1.07        1636.35 , 1616.00          359.52 , 338.00            2040.99 , 2031.00       41.87
   0.49            2.63                  0.95% , 0.96        1653.76 , 1616.00          322.56 , 338.00            2021.03 , 2031.00        53.2
    0.5            1.07                  0.94% , 1.01        1636.35 , 1616.00          339.36 , 338.00            2020.83 , 2031.00       21.71
    0.5            2.08                  0.95% , 1.02        1653.76 , 1616.00          342.72 , 338.00            2041.19 , 2031.00       42.48
   0.56            1.04                  0.93% , 1.06        1618.94 , 1616.00          356.16 , 338.00            2019.63 , 2031.00        21.1
   0.56            3.29                  0.96% , 0.97        1671.17 , 1616.00          325.92 , 338.00            2042.39 , 2031.00       67.25
   0.57            2.45                  0.92% , 1.11        1601.54 , 1616.00          372.96 , 338.00            2019.43 , 2031.00       49.42
   0.57            4.97                  0.97% , 0.92        1688.58 , 1616.00          309.12 , 338.00            2042.59 , 2031.00      101.46
   0.58            4.14                  0.91% , 1.16        1584.13 , 1616.00          389.76 , 338.00            2019.23 , 2031.00       83.63
   0.58            7.88                  0.98% , 0.80        1705.98 , 1616.00          268.80 , 338.00            2019.27 , 2031.00      159.18
   0.58            6.64                  0.98% , 0.87        1705.98 , 1616.00          292.32 , 338.00            2042.79 , 2031.00      135.66
   0.59            3.57                  0.92% , 1.18        1601.54 , 1616.00          396.48 , 338.00            2042.95 , 2031.00       72.94
   0.59            6.19                  0.97% , 0.85        1688.58 , 1616.00          285.60 , 338.00            2019.07 , 2031.00      124.98
    0.6            2.18                  0.93% , 1.13        1618.94 , 1616.00          379.68 , 338.00            2043.15 , 2031.00       44.62
    0.6             4.5                  0.96% , 0.90        1671.17 , 1616.00          302.40 , 338.00            2018.87 , 2031.00       90.77
   0.64            8.31                  0.99% , 0.82        1723.39 , 1616.00          275.52 , 338.00            2043.99 , 2031.00      169.87
   0.66            2.21                  0.94% , 1.08        1636.35 , 1616.00          362.88 , 338.00            2044.35 , 2031.00       45.23
   0.66             2.8                  0.95% , 0.95        1653.76 , 1616.00          319.20 , 338.00            2017.67 , 2031.00       56.56
   0.67            1.11                  0.94% , 1.00        1636.35 , 1616.00          336.00 , 338.00            2017.47 , 2031.00       22.35
   0.67            2.24                  0.95% , 1.03        1653.76 , 1616.00          346.08 , 338.00            2044.55 , 2031.00       45.84
   0.73            0.88                  0.93% , 1.05        1618.94 , 1616.00          352.80 , 338.00            2016.27 , 2031.00       17.74
   0.73            3.12                  0.96% , 0.98        1671.17 , 1616.00          329.28 , 338.00            2045.75 , 2031.00       63.89
   0.74            2.28                  0.92% , 1.10        1601.54 , 1616.00          369.60 , 338.00            2016.07 , 2031.00       46.06
   0.74            4.79                  0.97% , 0.93        1688.58 , 1616.00          312.48 , 338.00            2045.95 , 2031.00        98.1
   0.75            3.98                  0.91% , 1.15        1584.13 , 1616.00          386.40 , 338.00            2015.87 , 2031.00       80.27
   0.75            3.73                  0.92% , 1.19        1601.54 , 1616.00          399.84 , 338.00            2046.31 , 2031.00        76.3
   0.75            6.37                  0.97% , 0.84        1688.58 , 1616.00          282.24 , 338.00            2015.71 , 2031.00      128.34
   0.75            6.47                  0.98% , 0.88        1705.98 , 1616.00          295.68 , 338.00            2046.15 , 2031.00       132.3
   0.76            2.34                  0.93% , 1.14        1618.94 , 1616.00          383.04 , 338.00            2046.51 , 2031.00       47.98
   0.76            4.67                  0.96% , 0.89        1671.17 , 1616.00          299.04 , 338.00            2015.51 , 2031.00       94.13
    0.8            8.13                  0.99% , 0.83        1723.39 , 1616.00          278.88 , 338.00            2047.35 , 2031.00      166.51
   0.82            2.37                  0.94% , 1.09        1636.35 , 1616.00          366.24 , 338.00            2047.71 , 2031.00       48.59
   0.82            2.97                  0.95% , 0.94        1653.76 , 1616.00          315.84 , 338.00            2014.31 , 2031.00       59.92
   0.83            1.28                  0.94% , 0.99        1636.35 , 1616.00          332.64 , 338.00            2014.11 , 2031.00       25.71
   0.83             2.4                  0.95% , 1.04        1653.76 , 1616.00          349.44 , 338.00            2047.91 , 2031.00        49.2
   0.89            0.71                  0.93% , 1.04        1618.94 , 1616.00          349.44 , 338.00            2012.91 , 2031.00       14.38
   0.89            2.95                  0.96% , 0.99        1671.17 , 1616.00          332.64 , 338.00            2049.11 , 2031.00       60.53
    0.9            2.12                  0.92% , 1.09        1601.54 , 1616.00          366.24 , 338.00            2012.71 , 2031.00        42.7
    0.9            4.62                  0.97% , 0.94        1688.58 , 1616.00          315.84 , 338.00            2049.31 , 2031.00       94.74
   0.91            3.82                  0.91% , 1.14        1584.13 , 1616.00          383.04 , 338.00            2012.51 , 2031.00       76.91
   0.91            6.29                  0.98% , 0.89        1705.98 , 1616.00          299.04 , 338.00            2049.51 , 2031.00      128.94
   0.92            6.54                  0.97% , 0.83        1688.58 , 1616.00          278.88 , 338.00            2012.35 , 2031.00       131.7
   0.93             2.5                  0.93% , 1.15        1618.94 , 1616.00          386.40 , 338.00            2049.87 , 2031.00       51.34
   0.93            4.84                  0.96% , 0.88        1671.17 , 1616.00          295.68 , 338.00            2012.15 , 2031.00       97.49
   0.97            5.52                  0.90% , 1.19        1566.72 , 1616.00          399.84 , 338.00            2011.31 , 2031.00      111.12
   0.97            7.96                  0.99% , 0.84        1723.39 , 1616.00          282.24 , 338.00            2050.71 , 2031.00      163.15
   0.99            2.53                  0.94% , 1.10        1636.35 , 1616.00          369.60 , 338.00            2051.07 , 2031.00       51.95
   0.99            3.15                  0.95% , 0.93        1653.76 , 1616.00          312.48 , 338.00            2010.95 , 2031.00       63.28
    1.0            1.45                  0.94% , 0.98        1636.35 , 1616.00          329.28 , 338.00            2010.75 , 2031.00       29.07
    1.0            2.56                  0.95% , 1.05        1653.76 , 1616.00          352.80 , 338.00            2051.27 , 2031.00       52.56
   1.06            0.55                  0.93% , 1.03        1618.94 , 1616.00          346.08 , 338.00            2009.55 , 2031.00       11.02
   1.06            2.79                  0.96% , 1.00        1671.17 , 1616.00          336.00 , 338.00            2052.47 , 2031.00       57.17
   1.07            1.96                  0.92% , 1.08        1601.54 , 1616.00          362.88 , 338.00            2009.35 , 2031.00       39.34
   1.07            4.45                  0.97% , 0.95        1688.58 , 1616.00          319.20 , 338.00            2052.67 , 2031.00       91.38
   1.08            3.66                  0.91% , 1.13        1584.13 , 1616.00          379.68 , 338.00            2009.15 , 2031.00       73.55
   1.08            6.72                  0.97% , 0.82        1688.58 , 1616.00          275.52 , 338.00            2008.99 , 2031.00      135.06
   1.08            6.12                  0.98% , 0.90        1705.98 , 1616.00          302.40 , 338.00            2052.87 , 2031.00      125.58
   1.09            2.66                  0.93% , 1.16        1618.94 , 1616.00          389.76 , 338.00            2053.23 , 2031.00        54.7
   1.09            5.02                  0.96% , 0.87        1671.17 , 1616.00          292.32 , 338.00            2008.79 , 2031.00      100.85
   1.13            5.37                  0.90% , 1.18        1566.72 , 1616.00          396.48 , 338.00            2007.95 , 2031.00      107.76
   1.14            7.78                  0.99% , 0.85        1723.39 , 1616.00          285.60 , 338.00            2054.07 , 2031.00      159.79
   1.15            2.69                  0.94% , 1.11        1636.35 , 1616.00          372.96 , 338.00            2054.43 , 2031.00       55.31
   1.15            3.32                  0.95% , 0.92        1653.76 , 1616.00          309.12 , 338.00            2007.59 , 2031.00       66.64
   1.15            9.44                  1.00% , 0.80        1740.80 , 1616.00          268.80 , 338.00            2054.27 , 2031.00       194.0
   1.16            1.62                  0.94% , 0.97        1636.35 , 1616.00          325.92 , 338.00            2007.39 , 2031.00       32.43
   1.16            2.72                  0.95% , 1.06        1653.76 , 1616.00          356.16 , 338.00            2054.63 , 2031.00       55.92
   1.22            0.38                  0.93% , 1.02        1618.94 , 1616.00          342.72 , 338.00            2006.19 , 2031.00        7.66
   1.22            2.75                  0.96% , 1.01        1671.17 , 1616.00          339.36 , 338.00            2055.83 , 2031.00       56.53
   1.23            1.79                  0.92% , 1.07        1601.54 , 1616.00          359.52 , 338.00            2005.99 , 2031.00       35.98
   1.23            4.28                  0.97% , 0.96        1688.58 , 1616.00          322.56 , 338.00            2056.03 , 2031.00       88.02
   1.24             3.5                  0.91% , 1.12        1584.13 , 1616.00          376.32 , 338.00            2005.79 , 2031.00       70.19
   1.24            5.94                  0.98% , 0.91        1705.98 , 1616.00          305.76 , 338.00            2056.23 , 2031.00      122.22
   1.25             6.9                  0.97% , 0.81        1688.58 , 1616.00          272.16 , 338.00            2005.63 , 2031.00      138.42
   1.26            2.82                  0.93% , 1.17        1618.94 , 1616.00          393.12 , 338.00            2056.59 , 2031.00       58.06
   1.26             5.2                  0.96% , 0.86        1671.17 , 1616.00          288.96 , 338.00            2005.43 , 2031.00      104.21
    1.3            5.21                  0.90% , 1.17        1566.72 , 1616.00          393.12 , 338.00            2004.59 , 2031.00       104.4
    1.3             7.6                  0.99% , 0.86        1723.39 , 1616.00          288.96 , 338.00            2057.43 , 2031.00      156.43
   1.31            9.27                  1.00% , 0.81        1740.80 , 1616.00          272.16 , 338.00            2057.63 , 2031.00      190.64
   1.32            2.85                  0.94% , 1.12        1636.35 , 1616.00          376.32 , 338.00            2057.79 , 2031.00       58.67
   1.32            3.49                  0.95% , 0.91        1653.76 , 1616.00          305.76 , 338.00            2004.23 , 2031.00        70.0
   1.33            1.79                  0.94% , 0.96        1636.35 , 1616.00          322.56 , 338.00            2004.03 , 2031.00       35.79
   1.33            2.88                  0.95% , 1.07        1653.76 , 1616.00          359.52 , 338.00            2057.99 , 2031.00       59.28
   1.39            0.21                  0.93% , 1.01        1618.94 , 1616.00          339.36 , 338.00            2002.83 , 2031.00         4.3
   1.39            2.91                  0.96% , 1.02        1671.17 , 1616.00          342.72 , 338.00            2059.19 , 2031.00       59.89
    1.4            1.63                  0.92% , 1.06        1601.54 , 1616.00          356.16 , 338.00            2002.63 , 2031.00       32.62
    1.4            4.11                  0.97% , 0.97        1688.58 , 1616.00          325.92 , 338.00            2059.39 , 2031.00       84.66
   1.41            3.34                  0.91% , 1.11        1584.13 , 1616.00          372.96 , 338.00            2002.43 , 2031.00       66.83
   1.41            7.08                  0.97% , 0.80        1688.58 , 1616.00          268.80 , 338.00            2002.27 , 2031.00      141.78
   1.41            5.77                  0.98% , 0.92        1705.98 , 1616.00          309.12 , 338.00            2059.59 , 2031.00      118.86
   1.42            5.37                  0.96% , 0.85        1671.17 , 1616.00          285.60 , 338.00            2002.07 , 2031.00      107.57
   1.43            2.98                  0.93% , 1.18        1618.94 , 1616.00          396.48 , 338.00            2059.95 , 2031.00       61.42
   1.47            5.05                  0.90% , 1.16        1566.72 , 1616.00          389.76 , 338.00            2001.23 , 2031.00      101.04
   1.47            7.43                  0.99% , 0.87        1723.39 , 1616.00          292.32 , 338.00            2060.79 , 2031.00      153.07
   1.48            3.01                  0.94% , 1.13        1636.35 , 1616.00          379.68 , 338.00            2061.15 , 2031.00       62.03
   1.48            3.67                  0.95% , 0.90        1653.76 , 1616.00          302.40 , 338.00            2000.87 , 2031.00       73.36
   1.48            9.09                  1.00% , 0.82        1740.80 , 1616.00          275.52 , 338.00            2060.99 , 2031.00      187.28
   1.49            1.96                  0.94% , 0.95        1636.35 , 1616.00          319.20 , 338.00            2000.67 , 2031.00       39.15
   1.49            3.04                  0.95% , 1.08        1653.76 , 1616.00          362.88 , 338.00            2061.35 , 2031.00       62.64
   1.55            0.25                  0.93% , 1.00        1618.94 , 1616.00          336.00 , 338.00            1999.47 , 2031.00        4.94
   1.55            3.07                  0.96% , 1.03        1671.17 , 1616.00          346.08 , 338.00            2062.55 , 2031.00       63.25
   1.56            1.46                  0.92% , 1.05        1601.54 , 1616.00          352.80 , 338.00            1999.27 , 2031.00       29.26
   1.56            3.94                  0.97% , 0.98        1688.58 , 1616.00          329.28 , 338.00            2062.75 , 2031.00        81.3
   1.57            3.18                  0.91% , 1.10        1584.13 , 1616.00          369.60 , 338.00            1999.07 , 2031.00       63.47
   1.57             5.6                  0.98% , 0.93        1705.98 , 1616.00          312.48 , 338.00            2062.95 , 2031.00       115.5
   1.59            3.14                  0.93% , 1.19        1618.94 , 1616.00          399.84 , 338.00            2063.31 , 2031.00       64.78
   1.59            5.55                  0.96% , 0.84        1671.17 , 1616.00          282.24 , 338.00            1998.71 , 2031.00      110.93
   1.63            4.89                  0.90% , 1.15        1566.72 , 1616.00          386.40 , 338.00            1997.87 , 2031.00       97.68
   1.63            7.25                  0.99% , 0.88        1723.39 , 1616.00          295.68 , 338.00            2064.15 , 2031.00      149.71
   1.64            8.91                  1.00% , 0.83        1740.80 , 1616.00          278.88 , 338.00            2064.35 , 2031.00      183.92
   1.65            3.17                  0.94% , 1.14        1636.35 , 1616.00          383.04 , 338.00            2064.51 , 2031.00       65.39
   1.65            3.84                  0.95% , 0.89        1653.76 , 1616.00          299.04 , 338.00            1997.51 , 2031.00       76.72
   1.66            2.13                  0.94% , 0.94        1636.35 , 1616.00          315.84 , 338.00            1997.31 , 2031.00       42.51
   1.66             3.2                  0.95% , 1.09        1653.76 , 1616.00          366.24 , 338.00            2064.71 , 2031.00        66.0
   1.72            0.42                  0.93% , 0.99        1618.94 , 1616.00          332.64 , 338.00            1996.11 , 2031.00         8.3
   1.72            3.22                  0.96% , 1.04        1671.17 , 1616.00          349.44 , 338.00            2065.91 , 2031.00       66.61
   1.73             1.3                  0.92% , 1.04        1601.54 , 1616.00          349.44 , 338.00            1995.91 , 2031.00        25.9
   1.73            3.77                  0.97% , 0.99        1688.58 , 1616.00          332.64 , 338.00            2066.11 , 2031.00       77.94
   1.74            3.01                  0.91% , 1.09        1584.13 , 1616.00          366.24 , 338.00            1995.71 , 2031.00       60.11
   1.74            5.43                  0.98% , 0.94        1705.98 , 1616.00          315.84 , 338.00            2066.31 , 2031.00      112.14
   1.76            5.73                  0.96% , 0.83        1671.17 , 1616.00          278.88 , 338.00            1995.35 , 2031.00      114.29
    1.8            4.73                  0.90% , 1.14        1566.72 , 1616.00          383.04 , 338.00            1994.51 , 2031.00       94.32
    1.8            7.08                  0.99% , 0.89        1723.39 , 1616.00          299.04 , 338.00            2067.51 , 2031.00      146.35
   1.81            6.44                  0.89% , 1.19        1549.31 , 1616.00          399.84 , 338.00            1994.31 , 2031.00      128.53
   1.81            4.02                  0.95% , 0.88        1653.76 , 1616.00          295.68 , 338.00            1994.15 , 2031.00       80.08
   1.81            8.73                  1.00% , 0.84        1740.80 , 1616.00          282.24 , 338.00            2067.71 , 2031.00      180.56
   1.82             2.3                  0.94% , 0.93        1636.35 , 1616.00          312.48 , 338.00            1993.95 , 2031.00       45.87
   1.82            3.32                  0.94% , 1.15        1636.35 , 1616.00          386.40 , 338.00            2067.87 , 2031.00       68.75
   1.83            3.35                  0.95% , 1.10        1653.76 , 1616.00          369.60 , 338.00            2068.07 , 2031.00       69.36
   1.88            0.59                  0.93% , 0.98        1618.94 , 1616.00          329.28 , 338.00            1992.75 , 2031.00       11.66
   1.88            3.38                  0.96% , 1.05        1671.17 , 1616.00          352.80 , 338.00            2069.27 , 2031.00       69.97
   1.89            1.13                  0.92% , 1.03        1601.54 , 1616.00          346.08 , 338.00            1992.55 , 2031.00       22.54
   1.89             3.6                  0.97% , 1.00        1688.58 , 1616.00          336.00 , 338.00            2069.47 , 2031.00       74.58
    1.9            2.85                  0.91% , 1.08        1584.13 , 1616.00          362.88 , 338.00            1992.35 , 2031.00       56.75
    1.9            5.26                  0.98% , 0.95        1705.98 , 1616.00          319.20 , 338.00            2069.67 , 2031.00      108.78
   1.92            5.91                  0.96% , 0.82        1671.17 , 1616.00          275.52 , 338.00            1991.99 , 2031.00      117.65
   1.96            4.57                  0.90% , 1.13        1566.72 , 1616.00          379.68 , 338.00            1991.15 , 2031.00       90.96
   1.96             6.9                  0.99% , 0.90        1723.39 , 1616.00          302.40 , 338.00            2070.87 , 2031.00      142.99
   1.97            6.29                  0.89% , 1.18        1549.31 , 1616.00          396.48 , 338.00            1990.95 , 2031.00      125.17
   1.97            8.56                  1.00% , 0.85        1740.80 , 1616.00          285.60 , 338.00            2071.07 , 2031.00       177.2
   1.98            3.48                  0.94% , 1.16        1636.35 , 1616.00          389.76 , 338.00            2071.23 , 2031.00       72.11
   1.98            4.19                  0.95% , 0.87        1653.76 , 1616.00          292.32 , 338.00            1990.79 , 2031.00       83.44
   1.99            2.47                  0.94% , 0.92        1636.35 , 1616.00          309.12 , 338.00            1990.59 , 2031.00       49.23
   1.99            3.51                  0.95% , 1.11        1653.76 , 1616.00          372.96 , 338.00            2071.43 , 2031.00       72.72
   2.03            10.2                  1.01% , 0.80        1758.21 , 1616.00          268.80 , 338.00            2072.27 , 2031.00      211.41
   2.05            0.76                  0.93% , 0.97        1618.94 , 1616.00          325.92 , 338.00            1989.39 , 2031.00       15.02
   2.05            3.54                  0.96% , 1.06        1671.17 , 1616.00          356.16 , 338.00            2072.63 , 2031.00       73.33
   2.06            0.96                  0.92% , 1.02        1601.54 , 1616.00          342.72 , 338.00            1989.19 , 2031.00       19.18
   2.06            3.57                  0.97% , 1.01        1688.58 , 1616.00          339.36 , 338.00            2072.83 , 2031.00       73.94
   2.07            2.68                  0.91% , 1.07        1584.13 , 1616.00          359.52 , 338.00            1988.99 , 2031.00       53.39
   2.07            5.09                  0.98% , 0.96        1705.98 , 1616.00          322.56 , 338.00            2073.03 , 2031.00      105.42
   2.09            6.08                  0.96% , 0.81        1671.17 , 1616.00          272.16 , 338.00            1988.63 , 2031.00      121.01
   2.13            4.41                  0.90% , 1.12        1566.72 , 1616.00          376.32 , 338.00            1987.79 , 2031.00        87.6
   2.13            6.73                  0.99% , 0.91        1723.39 , 1616.00          305.76 , 338.00            2074.23 , 2031.00      139.63
   2.14            6.13                  0.89% , 1.17        1549.31 , 1616.00          393.12 , 338.00            1987.59 , 2031.00      121.81
   2.14            8.38                  1.00% , 0.86        1740.80 , 1616.00          288.96 , 338.00            2074.43 , 2031.00      173.84
   2.15            3.64                  0.94% , 1.17        1636.35 , 1616.00          393.12 , 338.00            2074.59 , 2031.00       75.47
   2.15            4.37                  0.95% , 0.86        1653.76 , 1616.00          288.96 , 338.00            1987.43 , 2031.00        86.8
   2.16            2.65                  0.94% , 0.91        1636.35 , 1616.00          305.76 , 338.00            1987.23 , 2031.00       52.59
   2.16            3.67                  0.95% , 1.12        1653.76 , 1616.00          376.32 , 338.00            2074.79 , 2031.00       76.08
    2.2           10.02                  1.01% , 0.81        1758.21 , 1616.00          272.16 , 338.00            2075.63 , 2031.00      208.05
   2.21            0.93                  0.93% , 0.96        1618.94 , 1616.00          322.56 , 338.00            1986.03 , 2031.00       18.38
   2.22             0.8                  0.92% , 1.01        1601.54 , 1616.00          339.36 , 338.00            1985.83 , 2031.00       15.82
   2.22            3.69                  0.96% , 1.07        1671.17 , 1616.00          359.52 , 338.00            2075.99 , 2031.00       76.69
   2.22            3.72                  0.97% , 1.02        1688.58 , 1616.00          342.72 , 338.00            2076.19 , 2031.00        77.3
   2.23            2.52                  0.91% , 1.06        1584.13 , 1616.00          356.16 , 338.00            1985.63 , 2031.00       50.03
   2.23            4.92                  0.98% , 0.97        1705.98 , 1616.00          325.92 , 338.00            2076.39 , 2031.00      102.06
   2.25            6.26                  0.96% , 0.80        1671.17 , 1616.00          268.80 , 338.00            1985.27 , 2031.00      124.37
   2.29            4.25                  0.90% , 1.11        1566.72 , 1616.00          372.96 , 338.00            1984.43 , 2031.00       84.24
   2.29            6.56                  0.99% , 0.92        1723.39 , 1616.00          309.12 , 338.00            2077.59 , 2031.00      136.27
    2.3            5.97                  0.89% , 1.16        1549.31 , 1616.00          389.76 , 338.00            1984.23 , 2031.00      118.45
    2.3             8.2                  1.00% , 0.87        1740.80 , 1616.00          292.32 , 338.00            2077.79 , 2031.00      170.48
   2.31            3.79                  0.94% , 1.18        1636.35 , 1616.00          396.48 , 338.00            2077.95 , 2031.00       78.83
   2.31            4.54                  0.95% , 0.85        1653.76 , 1616.00          285.60 , 338.00            1984.07 , 2031.00       90.16
   2.32            2.82                  0.94% , 0.90        1636.35 , 1616.00          302.40 , 338.00            1983.87 , 2031.00       55.95
   2.32            3.82                  0.95% , 1.13        1653.76 , 1616.00          379.68 , 338.00            2078.15 , 2031.00       79.44
   2.36            9.85                  1.01% , 0.82        1758.21 , 1616.00          275.52 , 338.00            2078.99 , 2031.00      204.69
   2.38             1.1                  0.93% , 0.95        1618.94 , 1616.00          319.20 , 338.00            1982.67 , 2031.00       21.74
   2.38            3.85                  0.96% , 1.08        1671.17 , 1616.00          362.88 , 338.00            2079.35 , 2031.00       80.05
   2.39            0.83                  0.92% , 1.00        1601.54 , 1616.00          336.00 , 338.00            1982.47 , 2031.00       16.46
   2.39            3.88                  0.97% , 1.03        1688.58 , 1616.00          346.08 , 338.00            2079.55 , 2031.00       80.66
    2.4            2.35                  0.91% , 1.05        1584.13 , 1616.00          352.80 , 338.00            1982.27 , 2031.00       46.67
    2.4            4.75                  0.98% , 0.98        1705.98 , 1616.00          329.28 , 338.00            2079.75 , 2031.00        98.7
   2.46            4.08                  0.90% , 1.10        1566.72 , 1616.00          369.60 , 338.00            1981.07 , 2031.00       80.88
   2.46            6.39                  0.99% , 0.93        1723.39 , 1616.00          312.48 , 338.00            2080.95 , 2031.00      132.91
   2.47            5.81                  0.89% , 1.15        1549.31 , 1616.00          386.40 , 338.00            1980.87 , 2031.00      115.09
   2.47            8.03                  1.00% , 0.88        1740.80 , 1616.00          295.68 , 338.00            2081.15 , 2031.00      167.12
   2.48            3.95                  0.94% , 1.19        1636.35 , 1616.00          399.84 , 338.00            2081.31 , 2031.00       82.19
   2.48            4.72                  0.95% , 0.84        1653.76 , 1616.00          282.24 , 338.00            1980.71 , 2031.00       93.52
   2.49            2.99                  0.94% , 0.89        1636.35 , 1616.00          299.04 , 338.00            1980.51 , 2031.00       59.31
   2.49            3.98                  0.95% , 1.14        1653.76 , 1616.00          383.04 , 338.00            2081.51 , 2031.00        82.8
   2.53            9.67                  1.01% , 0.83        1758.21 , 1616.00          278.88 , 338.00            2082.35 , 2031.00      201.33
   2.55             1.0                  0.92% , 0.99        1601.54 , 1616.00          332.64 , 338.00            1979.11 , 2031.00       19.82
