Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
     1.1              2.38          0.93% , 0.95        1618.94 , 1616.00           319.20 , 338.00            1982.67 , 2031.00      21.74
    1.11              0.67          0.94% , 1.00        1636.35 , 1616.00           336.00 , 338.00            2017.47 , 2031.00      22.35
    1.13              1.89          0.92% , 1.03        1601.54 , 1616.00           346.08 , 338.00            1992.55 , 2031.00      22.54
    1.17              2.72          0.92% , 0.98        1601.54 , 1616.00           329.28 , 338.00            1975.75 , 2031.00      23.18
    1.21              0.39          0.93% , 1.07        1618.94 , 1616.00           359.52 , 338.00            2022.99 , 2031.00      24.46
    1.24              0.34          0.94% , 1.02        1636.35 , 1616.00           342.72 , 338.00            2024.19 , 2031.00      25.07
    1.27              2.55          0.93% , 0.94        1618.94 , 1616.00           315.84 , 338.00            1979.31 , 2031.00       25.1
    1.28              0.83          0.94% , 0.99        1636.35 , 1616.00           332.64 , 338.00            2014.11 , 2031.00      25.71
     1.3              1.73          0.92% , 1.04        1601.54 , 1616.00           349.44 , 338.00            1995.91 , 2031.00       25.9
    1.35              2.89          0.92% , 0.97        1601.54 , 1616.00           325.92 , 338.00            1972.39 , 2031.00      26.54
    1.37              0.23          0.93% , 1.08        1618.94 , 1616.00           362.88 , 338.00            2026.35 , 2031.00      27.82
     1.4              0.17          0.94% , 1.03        1636.35 , 1616.00           346.08 , 338.00            2027.55 , 2031.00      28.43
    1.44              2.71          0.93% , 0.93        1618.94 , 1616.00           312.48 , 338.00            1975.95 , 2031.00      28.46
    1.45               1.0          0.94% , 0.98        1636.35 , 1616.00           329.28 , 338.00            2010.75 , 2031.00      29.07
    1.46              1.56          0.92% , 1.05        1601.54 , 1616.00           352.80 , 338.00            1999.27 , 2031.00      29.26
    1.52              3.05          0.92% , 0.96        1601.54 , 1616.00           322.56 , 338.00            1969.03 , 2031.00       29.9
    1.54              0.06          0.93% , 1.09        1618.94 , 1616.00           366.24 , 338.00            2029.71 , 2031.00      31.18
    1.57               0.0          0.94% , 1.04        1636.35 , 1616.00           349.44 , 338.00            2030.91 , 2031.00      31.79
    1.61              2.88          0.93% , 0.92        1618.94 , 1616.00           309.12 , 338.00            1972.59 , 2031.00      31.82
    1.62              1.16          0.94% , 0.97        1636.35 , 1616.00           325.92 , 338.00            2007.39 , 2031.00      32.43
    1.63               1.4          0.92% , 1.06        1601.54 , 1616.00           356.16 , 338.00            2002.63 , 2031.00      32.62
    1.69              3.06          0.91% , 1.01        1584.13 , 1616.00           339.36 , 338.00            1968.83 , 2031.00      33.23
    1.69              3.22          0.92% , 0.95        1601.54 , 1616.00           319.20 , 338.00            1965.67 , 2031.00      33.26
     1.7               0.1          0.93% , 1.10        1618.94 , 1616.00           369.60 , 338.00            2033.07 , 2031.00      34.54
    1.72              3.23          0.91% , 1.00        1584.13 , 1616.00           336.00 , 338.00            1965.47 , 2031.00      33.87
    1.73              0.16          0.94% , 1.05        1636.35 , 1616.00           352.80 , 338.00            2034.27 , 2031.00      35.15
    1.79              1.23          0.92% , 1.07        1601.54 , 1616.00           359.52 , 338.00            2005.99 , 2031.00      35.98
    1.79              3.04          0.93% , 0.91        1618.94 , 1616.00           305.76 , 338.00            1969.23 , 2031.00      35.18
    1.79              1.33          0.94% , 0.96        1636.35 , 1616.00           322.56 , 338.00            2004.03 , 2031.00      35.79
    1.86               2.9          0.91% , 1.02        1584.13 , 1616.00           342.72 , 338.00            1972.19 , 2031.00      36.59
    1.86              0.27          0.93% , 1.11        1618.94 , 1616.00           372.96 , 338.00            2036.43 , 2031.00       37.9
    1.87              3.38          0.92% , 0.94        1601.54 , 1616.00           315.84 , 338.00            1962.31 , 2031.00      36.62
    1.89              0.33          0.94% , 1.06        1636.35 , 1616.00           356.16 , 338.00            2037.63 , 2031.00      38.51
     1.9              3.39          0.91% , 0.99        1584.13 , 1616.00           332.64 , 338.00            1962.11 , 2031.00      37.23
    1.92              0.34          0.95% , 1.01        1653.76 , 1616.00           339.36 , 338.00            2037.83 , 2031.00      39.12
    1.95              0.17          0.95% , 1.00        1653.76 , 1616.00           336.00 , 338.00            2034.47 , 2031.00      39.76
    1.96              1.07          0.92% , 1.08        1601.54 , 1616.00           362.88 , 338.00            2009.35 , 2031.00      39.34
    1.96              3.21          0.93% , 0.90        1618.94 , 1616.00           302.40 , 338.00            1965.87 , 2031.00      38.54
    1.96              1.49          0.94% , 0.95        1636.35 , 1616.00           319.20 , 338.00            2000.67 , 2031.00      39.15
    2.02              2.73          0.91% , 1.03        1584.13 , 1616.00           346.08 , 338.00            1975.55 , 2031.00      39.95
    2.02              0.43          0.93% , 1.12        1618.94 , 1616.00           376.32 , 338.00            2039.79 , 2031.00      41.26
    2.04              3.55          0.92% , 0.93        1601.54 , 1616.00           312.48 , 338.00            1958.95 , 2031.00      39.98
    2.05              0.49          0.94% , 1.07        1636.35 , 1616.00           359.52 , 338.00            2040.99 , 2031.00      41.87
    2.07              3.56          0.91% , 0.98        1584.13 , 1616.00           329.28 , 338.00            1958.75 , 2031.00      40.59
    2.08               0.5          0.95% , 1.02        1653.76 , 1616.00           342.72 , 338.00            2041.19 , 2031.00      42.48
    2.12               0.9          0.92% , 1.09        1601.54 , 1616.00           366.24 , 338.00            2012.71 , 2031.00       42.7
    2.12              0.01          0.95% , 0.99        1653.76 , 1616.00           332.64 , 338.00            2031.11 , 2031.00      43.12
    2.13              1.66          0.94% , 0.94        1636.35 , 1616.00           315.84 , 338.00            1997.31 , 2031.00      42.51
    2.14              3.37          0.93% , 0.89        1618.94 , 1616.00           299.04 , 338.00            1962.51 , 2031.00       41.9
    2.18               0.6          0.93% , 1.13        1618.94 , 1616.00           379.68 , 338.00            2043.15 , 2031.00      44.62
    2.19              2.56          0.91% , 1.04        1584.13 , 1616.00           349.44 , 338.00            1978.91 , 2031.00      43.31
    2.21              0.66          0.94% , 1.08        1636.35 , 1616.00           362.88 , 338.00            2044.35 , 2031.00      45.23
    2.22              3.71          0.92% , 0.92        1601.54 , 1616.00           309.12 , 338.00            1955.59 , 2031.00      43.34
    2.24              0.67          0.95% , 1.03        1653.76 , 1616.00           346.08 , 338.00            2044.55 , 2031.00      45.84
    2.25              3.72          0.91% , 0.97        1584.13 , 1616.00           325.92 , 338.00            1955.39 , 2031.00      43.95
    2.28              0.74          0.92% , 1.10        1601.54 , 1616.00           369.60 , 338.00            2016.07 , 2031.00      46.06
    2.29              0.16          0.95% , 0.98        1653.76 , 1616.00           329.28 , 338.00            2027.75 , 2031.00      46.48
     2.3              1.82          0.94% , 0.93        1636.35 , 1616.00           312.48 , 338.00            1993.95 , 2031.00      45.87
    2.31              3.54          0.93% , 0.88        1618.94 , 1616.00           295.68 , 338.00            1959.15 , 2031.00      45.26
    2.34              0.76          0.93% , 1.14        1618.94 , 1616.00           383.04 , 338.00            2046.51 , 2031.00      47.98
    2.35               2.4          0.91% , 1.05        1584.13 , 1616.00           352.80 , 338.00            1982.27 , 2031.00      46.67
    2.37              0.82          0.94% , 1.09        1636.35 , 1616.00           366.24 , 338.00            2047.71 , 2031.00      48.59
    2.39              3.88          0.92% , 0.91        1601.54 , 1616.00           305.76 , 338.00            1952.23 , 2031.00       46.7
     2.4              0.83          0.95% , 1.04        1653.76 , 1616.00           349.44 , 338.00            2047.91 , 2031.00       49.2
    2.42              3.89          0.91% , 0.96        1584.13 , 1616.00           322.56 , 338.00            1952.03 , 2031.00      47.31
    2.45              0.57          0.92% , 1.11        1601.54 , 1616.00           372.96 , 338.00            2019.43 , 2031.00      49.42
    2.46              0.33          0.95% , 0.97        1653.76 , 1616.00           325.92 , 338.00            2024.39 , 2031.00      49.84
    2.47              1.99          0.94% , 0.92        1636.35 , 1616.00           309.12 , 338.00            1990.59 , 2031.00      49.23
    2.49               3.7          0.93% , 0.87        1618.94 , 1616.00           292.32 , 338.00            1955.79 , 2031.00      48.62
     2.5              0.93          0.93% , 1.15        1618.94 , 1616.00           386.40 , 338.00            2049.87 , 2031.00      51.34
    2.52              2.23          0.91% , 1.06        1584.13 , 1616.00           356.16 , 338.00            1985.63 , 2031.00      50.03
    2.53              0.99          0.94% , 1.10        1636.35 , 1616.00           369.60 , 338.00            2051.07 , 2031.00      51.95
    2.56               1.0          0.95% , 1.05        1653.76 , 1616.00           352.80 , 338.00            2051.27 , 2031.00      52.56
    2.57              4.04          0.92% , 0.90        1601.54 , 1616.00           302.40 , 338.00            1948.87 , 2031.00      50.06
     2.6              3.95          0.90% , 1.01        1566.72 , 1616.00           339.36 , 338.00            1950.83 , 2031.00      50.64
     2.6              4.05          0.91% , 0.95        1584.13 , 1616.00           319.20 , 338.00            1948.67 , 2031.00      50.67
    2.61               0.4          0.92% , 1.12        1601.54 , 1616.00           376.32 , 338.00            2022.79 , 2031.00      52.78
    2.63              4.11          0.90% , 1.00        1566.72 , 1616.00           336.00 , 338.00            1947.47 , 2031.00      51.28
    2.63              0.49          0.95% , 0.96        1653.76 , 1616.00           322.56 , 338.00            2021.03 , 2031.00       53.2
    2.65              2.16          0.94% , 0.91        1636.35 , 1616.00           305.76 , 338.00            1987.23 , 2031.00      52.59
    2.66              3.87          0.93% , 0.86        1618.94 , 1616.00           288.96 , 338.00            1952.43 , 2031.00      51.98
    2.66              1.09          0.93% , 1.16        1618.94 , 1616.00           389.76 , 338.00            2053.23 , 2031.00       54.7
    2.68              2.07          0.91% , 1.07        1584.13 , 1616.00           359.52 , 338.00            1988.99 , 2031.00      53.39
    2.69              1.15          0.94% , 1.11        1636.35 , 1616.00           372.96 , 338.00            2054.43 , 2031.00      55.31
    2.72              1.16          0.95% , 1.06        1653.76 , 1616.00           356.16 , 338.00            2054.63 , 2031.00      55.92
    2.75              4.21          0.92% , 0.89        1601.54 , 1616.00           299.04 , 338.00            1945.51 , 2031.00      53.42
    2.75              1.22          0.96% , 1.01        1671.17 , 1616.00           339.36 , 338.00            2055.83 , 2031.00      56.53
    2.76              3.78          0.90% , 1.02        1566.72 , 1616.00           342.72 , 338.00            1954.19 , 2031.00       54.0
    2.77              0.24          0.92% , 1.13        1601.54 , 1616.00           379.68 , 338.00            2026.15 , 2031.00      56.14
    2.78              4.22          0.91% , 0.94        1584.13 , 1616.00           315.84 , 338.00            1945.31 , 2031.00      54.03
    2.79              1.06          0.96% , 1.00        1671.17 , 1616.00           336.00 , 338.00            2052.47 , 2031.00      57.17
     2.8              0.66          0.95% , 0.95        1653.76 , 1616.00           319.20 , 338.00            2017.67 , 2031.00      56.56
    2.81              4.28          0.90% , 0.99        1566.72 , 1616.00           332.64 , 338.00            1944.11 , 2031.00      54.64
    2.82              1.26          0.93% , 1.17        1618.94 , 1616.00           393.12 , 338.00            2056.59 , 2031.00      58.06
    2.82              2.32          0.94% , 0.90        1636.35 , 1616.00           302.40 , 338.00            1983.87 , 2031.00      55.95
    2.84              4.03          0.93% , 0.85        1618.94 , 1616.00           285.60 , 338.00            1949.07 , 2031.00      55.34
    2.85               1.9          0.91% , 1.08        1584.13 , 1616.00           362.88 , 338.00            1992.35 , 2031.00      56.75
    2.85              1.32          0.94% , 1.12        1636.35 , 1616.00           376.32 , 338.00            2057.79 , 2031.00      58.67
    2.88              1.33          0.95% , 1.07        1653.76 , 1616.00           359.52 , 338.00            2057.99 , 2031.00      59.28
    2.91              1.39          0.96% , 1.02        1671.17 , 1616.00           342.72 , 338.00            2059.19 , 2031.00      59.89
    2.92              4.37          0.92% , 0.88        1601.54 , 1616.00           295.68 , 338.00            1942.15 , 2031.00      56.78
    2.93              3.62          0.90% , 1.03        1566.72 , 1616.00           346.08 , 338.00            1957.55 , 2031.00      57.36
    2.93              0.07          0.92% , 1.14        1601.54 , 1616.00           383.04 , 338.00            2029.51 , 2031.00       59.5
    2.95              0.89          0.96% , 0.99        1671.17 , 1616.00           332.64 , 338.00            2049.11 , 2031.00      60.53
    2.96              4.38          0.91% , 0.93        1584.13 , 1616.00           312.48 , 338.00            1941.95 , 2031.00      57.39
    2.97              0.82          0.95% , 0.94        1653.76 , 1616.00           315.84 , 338.00            2014.31 , 2031.00      59.92
    2.98              1.43          0.93% , 1.18        1618.94 , 1616.00           396.48 , 338.00            2059.95 , 2031.00      61.42
    2.99              4.44          0.90% , 0.98        1566.72 , 1616.00           329.28 , 338.00            1940.75 , 2031.00       58.0
    2.99              2.49          0.94% , 0.89        1636.35 , 1616.00           299.04 , 338.00            1980.51 , 2031.00      59.31
    3.01              1.74          0.91% , 1.09        1584.13 , 1616.00           366.24 , 338.00            1995.71 , 2031.00      60.11
    3.01              1.48          0.94% , 1.13        1636.35 , 1616.00           379.68 , 338.00            2061.15 , 2031.00      62.03
    3.02               4.2          0.93% , 0.84        1618.94 , 1616.00           282.24 , 338.00            1945.71 , 2031.00       58.7
    3.04              1.49          0.95% , 1.08        1653.76 , 1616.00           362.88 , 338.00            2061.35 , 2031.00      62.64
    3.07              1.55          0.96% , 1.03        1671.17 , 1616.00           346.08 , 338.00            2062.55 , 2031.00      63.25
    3.09              0.09          0.92% , 1.15        1601.54 , 1616.00           386.40 , 338.00            2032.87 , 2031.00      62.86
     3.1              3.45          0.90% , 1.04        1566.72 , 1616.00           349.44 , 338.00            1960.91 , 2031.00      60.72
     3.1              4.54          0.92% , 0.87        1601.54 , 1616.00           292.32 , 338.00            1938.79 , 2031.00      60.14
    3.12              0.73          0.96% , 0.98        1671.17 , 1616.00           329.28 , 338.00            2045.75 , 2031.00      63.89
    3.13              4.55          0.91% , 0.92        1584.13 , 1616.00           309.12 , 338.00            1938.59 , 2031.00      60.75
    3.14              1.59          0.93% , 1.19        1618.94 , 1616.00           399.84 , 338.00            2063.31 , 2031.00      64.78
    3.15              0.99          0.95% , 0.93        1653.76 , 1616.00           312.48 , 338.00            2010.95 , 2031.00      63.28
    3.17              4.61          0.90% , 0.97        1566.72 , 1616.00           325.92 , 338.00            1937.39 , 2031.00      61.36
    3.17              2.65          0.94% , 0.88        1636.35 , 1616.00           295.68 , 338.00            1977.15 , 2031.00      62.67
    3.17              1.65          0.94% , 1.14        1636.35 , 1616.00           383.04 , 338.00            2064.51 , 2031.00      65.39
    3.18              1.57          0.91% , 1.10        1584.13 , 1616.00           369.60 , 338.00            1999.07 , 2031.00      63.47
     3.2              4.36          0.93% , 0.83        1618.94 , 1616.00           278.88 , 338.00            1942.35 , 2031.00      62.06
     3.2              1.66          0.95% , 1.09        1653.76 , 1616.00           366.24 , 338.00            2064.71 , 2031.00       66.0
    3.22              1.72          0.96% , 1.04        1671.17 , 1616.00           349.44 , 338.00            2065.91 , 2031.00      66.61
    3.25              0.26          0.92% , 1.16        1601.54 , 1616.00           389.76 , 338.00            2036.23 , 2031.00      66.22
    3.26              3.29          0.90% , 1.05        1566.72 , 1616.00           352.80 , 338.00            1964.27 , 2031.00      64.08
    3.28              4.71          0.92% , 0.86        1601.54 , 1616.00           288.96 , 338.00            1935.43 , 2031.00       63.5
    3.29              0.56          0.96% , 0.97        1671.17 , 1616.00           325.92 , 338.00            2042.39 , 2031.00      67.25
    3.31              4.72          0.91% , 0.91        1584.13 , 1616.00           305.76 , 338.00            1935.23 , 2031.00      64.11
    3.32              1.82          0.94% , 1.15        1636.35 , 1616.00           386.40 , 338.00            2067.87 , 2031.00      68.75
    3.32              1.15          0.95% , 0.92        1653.76 , 1616.00           309.12 , 338.00            2007.59 , 2031.00      66.64
    3.34              1.41          0.91% , 1.11        1584.13 , 1616.00           372.96 , 338.00            2002.43 , 2031.00      66.83
    3.35              4.77          0.90% , 0.96        1566.72 , 1616.00           322.56 , 338.00            1934.03 , 2031.00      64.72
    3.35              2.82          0.94% , 0.87        1636.35 , 1616.00           292.32 , 338.00            1973.79 , 2031.00      66.03
    3.35              1.83          0.95% , 1.10        1653.76 , 1616.00           369.60 , 338.00            2068.07 , 2031.00      69.36
    3.37              4.53          0.93% , 0.82        1618.94 , 1616.00           275.52 , 338.00            1938.99 , 2031.00      65.42
    3.38              1.88          0.96% , 1.05        1671.17 , 1616.00           352.80 , 338.00            2069.27 , 2031.00      69.97
    3.41              0.42          0.92% , 1.17        1601.54 , 1616.00           393.12 , 338.00            2039.59 , 2031.00      69.58
    3.43              3.12          0.90% , 1.06        1566.72 , 1616.00           356.16 , 338.00            1967.63 , 2031.00      67.44
    3.46              4.87          0.92% , 0.85        1601.54 , 1616.00           285.60 , 338.00            1932.07 , 2031.00      66.86
    3.46               0.4          0.96% , 0.96        1671.17 , 1616.00           322.56 , 338.00            2039.03 , 2031.00      70.61
    3.48              1.98          0.94% , 1.16        1636.35 , 1616.00           389.76 , 338.00            2071.23 , 2031.00      72.11
    3.49              4.88          0.91% , 0.90        1584.13 , 1616.00           302.40 , 338.00            1931.87 , 2031.00      67.47
    3.49              1.32          0.95% , 0.91        1653.76 , 1616.00           305.76 , 338.00            2004.23 , 2031.00       70.0
     3.5              1.24          0.91% , 1.12        1584.13 , 1616.00           376.32 , 338.00            2005.79 , 2031.00      70.19
    3.51              1.99          0.95% , 1.11        1653.76 , 1616.00           372.96 , 338.00            2071.43 , 2031.00      72.72
    3.52              4.78          0.89% , 1.01        1549.31 , 1616.00           339.36 , 338.00            1933.83 , 2031.00      68.05
    3.52              2.98          0.94% , 0.86        1636.35 , 1616.00           288.96 , 338.00            1970.43 , 2031.00      69.39
    3.53              4.94          0.90% , 0.95        1566.72 , 1616.00           319.20 , 338.00            1930.67 , 2031.00      68.08
    3.54              2.05          0.96% , 1.06        1671.17 , 1616.00           356.16 , 338.00            2072.63 , 2031.00      73.33
    3.55               4.7          0.93% , 0.81        1618.94 , 1616.00           272.16 , 338.00            1935.63 , 2031.00      68.78
    3.56              4.95          0.89% , 1.00        1549.31 , 1616.00           336.00 , 338.00            1930.47 , 2031.00      68.69
    3.57              0.59          0.92% , 1.18        1601.54 , 1616.00           396.48 , 338.00            2042.95 , 2031.00      72.94
    3.57              2.06          0.97% , 1.01        1688.58 , 1616.00           339.36 , 338.00            2072.83 , 2031.00      73.94
    3.59              2.95          0.90% , 1.07        1566.72 , 1616.00           359.52 , 338.00            1970.99 , 2031.00       70.8
     3.6              1.89          0.97% , 1.00        1688.58 , 1616.00           336.00 , 338.00            2069.47 , 2031.00      74.58
    3.63              0.23          0.96% , 0.95        1671.17 , 1616.00           319.20 , 338.00            2035.67 , 2031.00      73.97
    3.64              5.04          0.92% , 0.84        1601.54 , 1616.00           282.24 , 338.00            1928.71 , 2031.00      70.22
    3.64              2.15          0.94% , 1.17        1636.35 , 1616.00           393.12 , 338.00            2074.59 , 2031.00      75.47
    3.66              1.08          0.91% , 1.13        1584.13 , 1616.00           379.68 , 338.00            2009.15 , 2031.00      73.55
    3.67              5.05          0.91% , 0.89        1584.13 , 1616.00           299.04 , 338.00            1928.51 , 2031.00      70.83
    3.67              1.48          0.95% , 0.90        1653.76 , 1616.00           302.40 , 338.00            2000.87 , 2031.00      73.36
    3.67              2.16          0.95% , 1.12        1653.76 , 1616.00           376.32 , 338.00            2074.79 , 2031.00      76.08
    3.69              4.62          0.89% , 1.02        1549.31 , 1616.00           342.72 , 338.00            1937.19 , 2031.00      71.41
    3.69              2.22          0.96% , 1.07        1671.17 , 1616.00           359.52 , 338.00            2075.99 , 2031.00      76.69
     3.7              3.15          0.94% , 0.85        1636.35 , 1616.00           285.60 , 338.00            1967.07 , 2031.00      72.75
    3.71              5.11          0.90% , 0.94        1566.72 , 1616.00           315.84 , 338.00            1927.31 , 2031.00      71.44
    3.72              2.22          0.97% , 1.02        1688.58 , 1616.00           342.72 , 338.00            2076.19 , 2031.00       77.3
    3.73              0.75          0.92% , 1.19        1601.54 , 1616.00           399.84 , 338.00            2046.31 , 2031.00       76.3
    3.73              4.86          0.93% , 0.80        1618.94 , 1616.00           268.80 , 338.00            1932.27 , 2031.00      72.14
    3.74              5.12          0.89% , 0.99        1549.31 , 1616.00           332.64 , 338.00            1927.11 , 2031.00      72.05
    3.76              2.79          0.90% , 1.08        1566.72 , 1616.00           362.88 , 338.00            1974.35 , 2031.00      74.16
    3.77              1.73          0.97% , 0.99        1688.58 , 1616.00           332.64 , 338.00            2066.11 , 2031.00      77.94
    3.79              2.31          0.94% , 1.18        1636.35 , 1616.00           396.48 , 338.00            2077.95 , 2031.00      78.83
     3.8              0.06          0.96% , 0.94        1671.17 , 1616.00           315.84 , 338.00            2032.31 , 2031.00      77.33
    3.82              0.91          0.91% , 1.14        1584.13 , 1616.00           383.04 , 338.00            2012.51 , 2031.00      76.91
    3.82               5.2          0.92% , 0.83        1601.54 , 1616.00           278.88 , 338.00            1925.35 , 2031.00      73.58
    3.82              2.32          0.95% , 1.13        1653.76 , 1616.00           379.68 , 338.00            2078.15 , 2031.00      79.44
    3.84              1.65          0.95% , 0.89        1653.76 , 1616.00           299.04 , 338.00            1997.51 , 2031.00      76.72
    3.85              4.45          0.89% , 1.03        1549.31 , 1616.00           346.08 , 338.00            1940.55 , 2031.00      74.77
    3.85              5.21          0.91% , 0.88        1584.13 , 1616.00           295.68 , 338.00            1925.15 , 2031.00      74.19
    3.85              2.38          0.96% , 1.08        1671.17 , 1616.00           362.88 , 338.00            2079.35 , 2031.00      80.05
    3.88              3.31          0.94% , 0.84        1636.35 , 1616.00           282.24 , 338.00            1963.71 , 2031.00      76.11
    3.88              2.39          0.97% , 1.03        1688.58 , 1616.00           346.08 , 338.00            2079.55 , 2031.00      80.66
    3.89              5.27          0.90% , 0.93        1566.72 , 1616.00           312.48 , 338.00            1923.95 , 2031.00       74.8
    3.92              5.28          0.89% , 0.98        1549.31 , 1616.00           329.28 , 338.00            1923.75 , 2031.00      75.41
    3.92              2.62          0.90% , 1.09        1566.72 , 1616.00           366.24 , 338.00            1977.71 , 2031.00      77.52
    3.94              1.56          0.97% , 0.98        1688.58 , 1616.00           329.28 , 338.00            2062.75 , 2031.00       81.3
    3.95              2.48          0.94% , 1.19        1636.35 , 1616.00           399.84 , 338.00            2081.31 , 2031.00      82.19
    3.98              0.75          0.91% , 1.15        1584.13 , 1616.00           386.40 , 338.00            2015.87 , 2031.00      80.27
    3.98              2.49          0.95% , 1.14        1653.76 , 1616.00           383.04 , 338.00            2081.51 , 2031.00       82.8
    3.98               0.1          0.96% , 0.93        1671.17 , 1616.00           312.48 , 338.00            2028.95 , 2031.00      80.69
     4.0              5.37          0.92% , 0.82        1601.54 , 1616.00           275.52 , 338.00            1921.99 , 2031.00      76.94
     4.0              2.55          0.96% , 1.09        1671.17 , 1616.00           366.24 , 338.00            2082.71 , 2031.00      83.41
    4.02              4.29          0.89% , 1.04        1549.31 , 1616.00           349.44 , 338.00            1943.91 , 2031.00      78.13
    4.02              1.81          0.95% , 0.88        1653.76 , 1616.00           295.68 , 338.00            1994.15 , 2031.00      80.08
    4.03              2.56          0.97% , 1.04        1688.58 , 1616.00           349.44 , 338.00            2082.91 , 2031.00      84.02
    4.04              5.38          0.91% , 0.87        1584.13 , 1616.00           292.32 , 338.00            1921.79 , 2031.00      77.55
    4.05              3.48          0.94% , 0.83        1636.35 , 1616.00           278.88 , 338.00            1960.35 , 2031.00      79.47
    4.07              5.44          0.90% , 0.92        1566.72 , 1616.00           309.12 , 338.00            1920.59 , 2031.00      78.16
    4.08              2.46          0.90% , 1.10        1566.72 , 1616.00           369.60 , 338.00            1981.07 , 2031.00      80.88
     4.1              5.45          0.89% , 0.97        1549.31 , 1616.00           325.92 , 338.00            1920.39 , 2031.00      78.77
    4.11               1.4          0.97% , 0.97        1688.58 , 1616.00           325.92 , 338.00            2059.39 , 2031.00      84.66
    4.13              2.65          0.95% , 1.15        1653.76 , 1616.00           386.40 , 338.00            2084.87 , 2031.00      86.16
    4.14              0.58          0.91% , 1.16        1584.13 , 1616.00           389.76 , 338.00            2019.23 , 2031.00      83.63
    4.15              0.27          0.96% , 0.92        1671.17 , 1616.00           309.12 , 338.00            2025.59 , 2031.00      84.05
    4.16              2.71          0.96% , 1.10        1671.17 , 1616.00           369.60 , 338.00            2086.07 , 2031.00      86.77
    4.18              4.12          0.89% , 1.05        1549.31 , 1616.00           352.80 , 338.00            1947.27 , 2031.00      81.49
    4.19              5.53          0.92% , 0.81        1601.54 , 1616.00           272.16 , 338.00            1918.63 , 2031.00       80.3
    4.19              1.98          0.95% , 0.87        1653.76 , 1616.00           292.32 , 338.00            1990.79 , 2031.00      83.44
    4.19              2.72          0.97% , 1.05        1688.58 , 1616.00           352.80 , 338.00            2086.27 , 2031.00      87.38
    4.22              5.54          0.91% , 0.86        1584.13 , 1616.00           288.96 , 338.00            1918.43 , 2031.00      80.91
    4.23              3.64          0.94% , 0.82        1636.35 , 1616.00           275.52 , 338.00            1956.99 , 2031.00      82.83
    4.25               5.6          0.90% , 0.91        1566.72 , 1616.00           305.76 , 338.00            1917.23 , 2031.00      81.52
    4.25              2.29          0.90% , 1.11        1566.72 , 1616.00           372.96 , 338.00            1984.43 , 2031.00      84.24
    4.28              5.61          0.89% , 0.96        1549.31 , 1616.00           322.56 , 338.00            1917.03 , 2031.00      82.13
    4.28              1.23          0.97% , 0.96        1688.58 , 1616.00           322.56 , 338.00            2056.03 , 2031.00      88.02
    4.29              2.82          0.95% , 1.16        1653.76 , 1616.00           389.76 , 338.00            2088.23 , 2031.00      89.52
     4.3              0.41          0.91% , 1.17        1584.13 , 1616.00           393.12 , 338.00            2022.59 , 2031.00      86.99
    4.31              2.88          0.96% , 1.11        1671.17 , 1616.00           372.96 , 338.00            2089.43 , 2031.00      90.13
