Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    1.55              4.19          0.97% , 1.07          422.14 , 425.00           179.76 , 187.00              653.39 , 682.00       10.1
    1.59              3.85          0.98% , 1.06          426.50 , 425.00           178.08 , 187.00              655.71 , 682.00      10.42
    1.59               1.3          1.00% , 1.11          435.20 , 425.00           186.48 , 187.00              673.11 , 682.00      10.72
    1.61              1.98          0.97% , 1.16          422.14 , 425.00           194.88 , 187.00              668.51 , 682.00      10.74
    1.64              1.14          0.98% , 1.17          426.50 , 425.00           196.56 , 187.00              674.19 , 682.00      11.06
    1.68              1.06          1.00% , 1.12          435.20 , 425.00           188.16 , 187.00              674.79 , 682.00      11.36
     1.7              4.43          0.96% , 1.09          417.79 , 425.00           183.12 , 187.00              651.75 , 682.00      11.09
    1.72              2.78          0.99% , 1.08          430.85 , 425.00           181.44 , 187.00              663.07 , 682.00      11.41
    1.78               3.2          0.96% , 1.14          417.79 , 425.00           191.52 , 187.00              660.15 , 682.00      11.73
    1.79              1.05          0.99% , 1.15          430.85 , 425.00           193.20 , 187.00              674.83 , 682.00      12.05
    1.81              4.44          0.97% , 1.06          422.14 , 425.00           178.08 , 187.00              651.71 , 682.00      11.78
    1.85              1.73          0.97% , 1.17          422.14 , 425.00           196.56 , 187.00              670.19 , 682.00      12.42
    1.85               4.1          0.98% , 1.05          426.50 , 425.00           176.40 , 187.00              654.03 , 682.00       12.1
    1.85              1.55          1.00% , 1.10          435.20 , 425.00           184.80 , 187.00              671.43 , 682.00       12.4
    1.86              4.53          0.95% , 1.11          413.44 , 425.00           186.48 , 187.00              651.11 , 682.00      12.08
    1.88               0.9          0.98% , 1.18          426.50 , 425.00           198.24 , 187.00              675.87 , 682.00      12.74
    1.93              0.81          1.00% , 1.13          435.20 , 425.00           189.84 , 187.00              676.47 , 682.00      13.04
    1.95              4.28          0.95% , 1.12          413.44 , 425.00           188.16 , 187.00              652.79 , 682.00      12.72
    1.96              4.68          0.96% , 1.08          417.79 , 425.00           181.44 , 187.00              650.07 , 682.00      12.77
    1.98              3.02          0.99% , 1.07          430.85 , 425.00           179.76 , 187.00              661.39 , 682.00      13.09
    2.03              2.96          0.96% , 1.15          417.79 , 425.00           193.20 , 187.00              661.83 , 682.00      13.41
    2.03               0.8          0.99% , 1.16          430.85 , 425.00           194.88 , 187.00              676.51 , 682.00      13.73
    2.07              4.69          0.97% , 1.05          422.14 , 425.00           176.40 , 187.00              650.03 , 682.00      13.46
     2.1              1.48          0.97% , 1.18          422.14 , 425.00           198.24 , 187.00              671.87 , 682.00       14.1
     2.1               1.8          1.00% , 1.09          435.20 , 425.00           183.12 , 187.00              669.75 , 682.00      14.08
    2.11              4.35          0.98% , 1.04          426.50 , 425.00           174.72 , 187.00              652.35 , 682.00      13.78
    2.12              4.78          0.95% , 1.10          413.44 , 425.00           184.80 , 187.00              649.43 , 682.00      13.76
    2.13              0.65          0.98% , 1.19          426.50 , 425.00           199.92 , 187.00              677.55 , 682.00      14.42
    2.17              0.56          1.00% , 1.14          435.20 , 425.00           191.52 , 187.00              678.15 , 682.00      14.72
     2.2              4.04          0.95% , 1.13          413.44 , 425.00           189.84 , 187.00              654.47 , 682.00       14.4
    2.23              4.93          0.96% , 1.07          417.79 , 425.00           179.76 , 187.00              648.39 , 682.00      14.45
    2.23              0.72          1.01% , 1.11          439.55 , 425.00           186.48 , 187.00              677.11 , 682.00      15.07
    2.24              3.27          0.99% , 1.06          430.85 , 425.00           178.08 , 187.00              659.71 , 682.00      14.77
    2.27              2.71          0.96% , 1.16          417.79 , 425.00           194.88 , 187.00              663.51 , 682.00      15.09
    2.27              0.56          0.99% , 1.17          430.85 , 425.00           196.56 , 187.00              678.19 , 682.00      15.41
    2.31              0.47          1.01% , 1.12          439.55 , 425.00           188.16 , 187.00              678.79 , 682.00      15.71
    2.33              4.93          0.97% , 1.04          422.14 , 425.00           174.72 , 187.00              648.35 , 682.00      15.14
    2.34              1.24          0.97% , 1.19          422.14 , 425.00           199.92 , 187.00              673.55 , 682.00      15.78
    2.36              2.04          1.00% , 1.08          435.20 , 425.00           181.44 , 187.00              668.07 , 682.00      15.76
    2.38              5.02          0.95% , 1.09          413.44 , 425.00           183.12 , 187.00              647.75 , 682.00      15.44
    2.38              4.59          0.98% , 1.03          426.50 , 425.00           173.04 , 187.00              650.67 , 682.00      15.46
    2.41              0.32          1.00% , 1.15          435.20 , 425.00           193.20 , 187.00              679.83 , 682.00       16.4
    2.45              3.79          0.95% , 1.14          413.44 , 425.00           191.52 , 187.00              656.15 , 682.00      16.08
    2.48              0.96          1.01% , 1.10          439.55 , 425.00           184.80 , 187.00              675.43 , 682.00      16.75
    2.49              5.17          0.96% , 1.06          417.79 , 425.00           178.08 , 187.00              646.71 , 682.00      16.13
     2.5              3.51          0.99% , 1.05          430.85 , 425.00           176.40 , 187.00              658.03 , 682.00      16.45
    2.51              0.31          0.99% , 1.18          430.85 , 425.00           198.24 , 187.00              679.87 , 682.00      17.09
    2.52              2.46          0.96% , 1.17          417.79 , 425.00           196.56 , 187.00              665.19 , 682.00      16.77
    2.54              5.12          0.94% , 1.11          409.09 , 425.00           186.48 , 187.00              647.11 , 682.00      16.43
    2.56              0.22          1.01% , 1.13          439.55 , 425.00           189.84 , 187.00              680.47 , 682.00      17.39
     2.6              5.18          0.97% , 1.03          422.14 , 425.00           173.04 , 187.00              646.67 , 682.00      16.82
    2.62              2.29          1.00% , 1.07          435.20 , 425.00           179.76 , 187.00              666.39 , 682.00      17.44
    2.63              4.87          0.94% , 1.12          409.09 , 425.00           188.16 , 187.00              648.79 , 682.00      17.07
    2.64              4.84          0.98% , 1.02          426.50 , 425.00           171.36 , 187.00              648.99 , 682.00      17.14
    2.65              5.27          0.95% , 1.08          413.44 , 425.00           181.44 , 187.00              646.07 , 682.00      17.12
    2.65              0.07          1.00% , 1.16          435.20 , 425.00           194.88 , 187.00              681.51 , 682.00      18.08
     2.7              3.54          0.95% , 1.15          413.44 , 425.00           193.20 , 187.00              657.83 , 682.00      17.76
    2.74              1.21          1.01% , 1.09          439.55 , 425.00           183.12 , 187.00              673.75 , 682.00      18.43
    2.75              0.07          0.99% , 1.19          430.85 , 425.00           199.92 , 187.00              681.55 , 682.00      18.77
    2.76              5.42          0.96% , 1.05          417.79 , 425.00           176.40 , 187.00              645.03 , 682.00      17.81
    2.76              3.76          0.99% , 1.04          430.85 , 425.00           174.72 , 187.00              656.35 , 682.00      18.13
    2.77              2.22          0.96% , 1.18          417.79 , 425.00           198.24 , 187.00              666.87 , 682.00      18.45
     2.8              0.02          1.01% , 1.14          439.55 , 425.00           191.52 , 187.00              682.15 , 682.00      19.07
    2.81              5.36          0.94% , 1.10          409.09 , 425.00           184.80 , 187.00              645.43 , 682.00      18.11
    2.85              0.13          1.02% , 1.11          443.90 , 425.00           186.48 , 187.00              681.11 , 682.00      19.42
    2.87              5.43          0.97% , 1.02          422.14 , 425.00           171.36 , 187.00              644.99 , 682.00       18.5
    2.88              4.62          0.94% , 1.13          409.09 , 425.00           189.84 , 187.00              650.47 , 682.00      18.75
    2.88              2.53          1.00% , 1.06          435.20 , 425.00           178.08 , 187.00              664.71 , 682.00      19.12
    2.89              0.18          1.00% , 1.17          435.20 , 425.00           196.56 , 187.00              683.19 , 682.00      19.76
    2.91              5.09          0.98% , 1.01          426.50 , 425.00           169.68 , 187.00              647.31 , 682.00      18.82
    2.92              5.51          0.95% , 1.07          413.44 , 425.00           179.76 , 187.00              644.39 , 682.00       18.8
    2.94              0.12          1.02% , 1.12          443.90 , 425.00           188.16 , 187.00              682.79 , 682.00      20.06
    2.95               3.3          0.95% , 1.16          413.44 , 425.00           194.88 , 187.00              659.51 , 682.00      19.44
    2.99              1.46          1.01% , 1.08          439.55 , 425.00           181.44 , 187.00              672.07 , 682.00      20.11
    3.01              1.97          0.96% , 1.19          417.79 , 425.00           199.92 , 187.00              668.55 , 682.00      20.13
    3.03              5.67          0.96% , 1.04          417.79 , 425.00           174.72 , 187.00              643.35 , 682.00      19.49
    3.03              4.01          0.99% , 1.03          430.85 , 425.00           173.04 , 187.00              654.67 , 682.00      19.81
    3.03              0.27          1.01% , 1.15          439.55 , 425.00           193.20 , 187.00              683.83 , 682.00      20.75
    3.07              5.61          0.94% , 1.09          409.09 , 425.00           183.12 , 187.00              643.75 , 682.00      19.79
    3.11              0.38          1.02% , 1.10          443.90 , 425.00           184.80 , 187.00              679.43 , 682.00       21.1
    3.13              4.38          0.94% , 1.14          409.09 , 425.00           191.52 , 187.00              652.15 , 682.00      20.43
    3.13              0.42          1.00% , 1.18          435.20 , 425.00           198.24 , 187.00              684.87 , 682.00      21.44
    3.14              5.67          0.97% , 1.01          422.14 , 425.00           169.68 , 187.00              643.31 , 682.00      20.18
    3.14              2.78          1.00% , 1.05          435.20 , 425.00           176.40 , 187.00              663.03 , 682.00       20.8
    3.17              5.33          0.98% , 1.00          426.50 , 425.00           168.00 , 187.00              645.63 , 682.00       20.5
    3.18              0.36          1.02% , 1.13          443.90 , 425.00           189.84 , 187.00              684.47 , 682.00      21.74
    3.19              5.76          0.95% , 1.06          413.44 , 425.00           178.08 , 187.00              642.71 , 682.00      20.48
    3.19              3.05          0.95% , 1.17          413.44 , 425.00           196.56 , 187.00              661.19 , 682.00      21.12
    3.24              5.85          0.93% , 1.11          404.74 , 425.00           186.48 , 187.00              642.11 , 682.00      20.78
    3.25               1.7          1.01% , 1.07          439.55 , 425.00           179.76 , 187.00              670.39 , 682.00      21.79
    3.27              0.52          1.01% , 1.16          439.55 , 425.00           194.88 , 187.00              685.51 , 682.00      22.43
    3.29              4.25          0.99% , 1.02          430.85 , 425.00           171.36 , 187.00              652.99 , 682.00      21.49
     3.3              5.91          0.96% , 1.03          417.79 , 425.00           173.04 , 187.00              641.67 , 682.00      21.17
    3.33               5.6          0.93% , 1.12          404.74 , 425.00           188.16 , 187.00              643.79 , 682.00      21.42
    3.34              5.85          0.94% , 1.08          409.09 , 425.00           181.44 , 187.00              642.07 , 682.00      21.47
    3.36              0.62          1.02% , 1.09          443.90 , 425.00           183.12 , 187.00              677.75 , 682.00      22.78
    3.37              0.67          1.00% , 1.19          435.20 , 425.00           199.92 , 187.00              686.55 , 682.00      23.12
    3.38              4.13          0.94% , 1.15          409.09 , 425.00           193.20 , 187.00              653.83 , 682.00      22.11
     3.4              3.03          1.00% , 1.04          435.20 , 425.00           174.72 , 187.00              661.35 , 682.00      22.48
    3.41              5.92          0.97% , 1.00          422.14 , 425.00           168.00 , 187.00              641.63 , 682.00      21.86
    3.41              0.61          1.02% , 1.14          443.90 , 425.00           191.52 , 187.00              686.15 , 682.00      23.42
    3.44               2.8          0.95% , 1.18          413.44 , 425.00           198.24 , 187.00              662.87 , 682.00       22.8
    3.44              5.58          0.98% , 0.99          426.50 , 425.00           166.32 , 187.00              643.95 , 682.00      22.18
    3.46              6.01          0.95% , 1.05          413.44 , 425.00           176.40 , 187.00              641.03 , 682.00      22.16
    3.47               0.6          1.03% , 1.11          448.26 , 425.00           186.48 , 187.00              686.11 , 682.00      23.78
    3.51              6.09          0.93% , 1.10          404.74 , 425.00           184.80 , 187.00              640.43 , 682.00      22.46
    3.51              1.95          1.01% , 1.06          439.55 , 425.00           178.08 , 187.00              668.71 , 682.00      23.47
    3.51              0.76          1.01% , 1.17          439.55 , 425.00           196.56 , 187.00              687.19 , 682.00      24.11
    3.55              0.85          1.03% , 1.12          448.26 , 425.00           188.16 , 187.00              687.79 , 682.00      24.42
    3.56               4.5          0.99% , 1.01          430.85 , 425.00           169.68 , 187.00              651.31 , 682.00      23.17
    3.57              6.16          0.96% , 1.02          417.79 , 425.00           171.36 , 187.00              639.99 , 682.00      22.85
    3.58              5.36          0.93% , 1.13          404.74 , 425.00           189.84 , 187.00              645.47 , 682.00       23.1
    3.62               6.1          0.94% , 1.07          409.09 , 425.00           179.76 , 187.00              640.39 , 682.00      23.15
    3.62              0.87          1.02% , 1.08          443.90 , 425.00           181.44 , 187.00              676.07 , 682.00      24.46
    3.63              3.88          0.94% , 1.16          409.09 , 425.00           194.88 , 187.00              655.51 , 682.00      23.79
    3.65              0.86          1.02% , 1.15          443.90 , 425.00           193.20 , 187.00              687.83 , 682.00       25.1
    3.66              3.27          1.00% , 1.03          435.20 , 425.00           173.04 , 187.00              659.67 , 682.00      24.16
    3.68              2.56          0.95% , 1.19          413.44 , 425.00           199.92 , 187.00              664.55 , 682.00      24.48
    3.68              6.17          0.97% , 0.99          422.14 , 425.00           166.32 , 187.00              639.95 , 682.00      23.54
    3.71              5.82          0.98% , 0.98          426.50 , 425.00           164.64 , 187.00              642.27 , 682.00      23.86
    3.72              0.36          1.03% , 1.10          448.26 , 425.00           184.80 , 187.00              684.43 , 682.00      25.46
    3.73              6.25          0.95% , 1.04          413.44 , 425.00           174.72 , 187.00              639.35 , 682.00      23.84
    3.74              1.01          1.01% , 1.18          439.55 , 425.00           198.24 , 187.00              688.87 , 682.00      25.79
    3.77              2.19          1.01% , 1.05          439.55 , 425.00           176.40 , 187.00              667.03 , 682.00      25.15
    3.78              6.34          0.93% , 1.09          404.74 , 425.00           183.12 , 187.00              638.75 , 682.00      24.14
    3.78               1.1          1.03% , 1.13          448.26 , 425.00           189.84 , 187.00              689.47 , 682.00       26.1
    3.82              4.75          0.99% , 1.00          430.85 , 425.00           168.00 , 187.00              649.63 , 682.00      24.85
    3.83              5.11          0.93% , 1.14          404.74 , 425.00           191.52 , 187.00              647.15 , 682.00      24.78
    3.84              6.41          0.96% , 1.01          417.79 , 425.00           169.68 , 187.00              638.31 , 682.00      24.53
    3.88              3.64          0.94% , 1.17          409.09 , 425.00           196.56 , 187.00              657.19 , 682.00      25.47
    3.88              1.12          1.02% , 1.07          443.90 , 425.00           179.76 , 187.00              674.39 , 682.00      26.14
    3.88               1.1          1.02% , 1.16          443.90 , 425.00           194.88 , 187.00              689.51 , 682.00      26.78
    3.89              6.35          0.94% , 1.06          409.09 , 425.00           178.08 , 187.00              638.71 , 682.00      24.83
    3.93              3.52          1.00% , 1.02          435.20 , 425.00           171.36 , 187.00              657.99 , 682.00      25.84
    3.94              6.43          0.92% , 1.11          400.38 , 425.00           186.48 , 187.00              638.11 , 682.00      25.14
    3.95              6.41          0.97% , 0.98          422.14 , 425.00           164.64 , 187.00              638.27 , 682.00      25.22
    3.97              0.11          1.03% , 1.09          448.26 , 425.00           183.12 , 187.00              682.75 , 682.00      27.14
    3.98              1.25          1.01% , 1.19          439.55 , 425.00           199.92 , 187.00              690.55 , 682.00      27.47
    3.99              6.07          0.98% , 0.97          426.50 , 425.00           162.96 , 187.00              640.59 , 682.00      25.54
     4.0               6.5          0.95% , 1.03          413.44 , 425.00           173.04 , 187.00              637.67 , 682.00      25.52
    4.02              1.34          1.03% , 1.14          448.26 , 425.00           191.52 , 187.00              691.15 , 682.00      27.78
    4.03              6.19          0.92% , 1.12          400.38 , 425.00           188.16 , 187.00              639.79 , 682.00      25.78
    4.03              2.44          1.01% , 1.04          439.55 , 425.00           174.72 , 187.00              665.35 , 682.00      26.83
    4.05              6.59          0.93% , 1.08          404.74 , 425.00           181.44 , 187.00              637.07 , 682.00      25.82
    4.08              4.86          0.93% , 1.15          404.74 , 425.00           193.20 , 187.00              648.83 , 682.00      26.46
    4.08              1.19          1.04% , 1.11          452.61 , 425.00           186.48 , 187.00              690.11 , 682.00      28.13
    4.09              4.99          0.99% , 0.99          430.85 , 425.00           166.32 , 187.00              647.95 , 682.00      26.53
    4.12              3.39          0.94% , 1.18          409.09 , 425.00           198.24 , 187.00              658.87 , 682.00      27.15
    4.12              6.65          0.96% , 1.00          417.79 , 425.00           168.00 , 187.00              636.63 , 682.00      26.21
    4.12              1.35          1.02% , 1.17          443.90 , 425.00           196.56 , 187.00              691.19 , 682.00      28.46
    4.14              1.36          1.02% , 1.06          443.90 , 425.00           178.08 , 187.00              672.71 , 682.00      27.82
    4.16              6.59          0.94% , 1.05          409.09 , 425.00           176.40 , 187.00              637.03 , 682.00      26.51
    4.16              1.44          1.04% , 1.12          452.61 , 425.00           188.16 , 187.00              691.79 , 682.00      28.77
    4.19              3.77          1.00% , 1.01          435.20 , 425.00           169.68 , 187.00              656.31 , 682.00      27.52
    4.21              6.68          0.92% , 1.10          400.38 , 425.00           184.80 , 187.00              636.43 , 682.00      26.82
    4.22              6.66          0.97% , 0.97          422.14 , 425.00           162.96 , 187.00              636.59 , 682.00       26.9
    4.23              0.14          1.03% , 1.08          448.26 , 425.00           181.44 , 187.00              681.07 , 682.00      28.82
    4.25              1.59          1.03% , 1.15          448.26 , 425.00           193.20 , 187.00              692.83 , 682.00      29.46
    4.26              6.32          0.98% , 0.96          426.50 , 425.00           161.28 , 187.00              638.91 , 682.00      27.22
    4.28              5.94          0.92% , 1.13          400.38 , 425.00           189.84 , 187.00              641.47 , 682.00      27.46
    4.28              6.75          0.95% , 1.02          413.44 , 425.00           171.36 , 187.00              635.99 , 682.00       27.2
     4.3              2.69          1.01% , 1.03          439.55 , 425.00           173.04 , 187.00              663.67 , 682.00      28.51
    4.33              6.83          0.93% , 1.07          404.74 , 425.00           179.76 , 187.00              635.39 , 682.00       27.5
    4.33              4.62          0.93% , 1.16          404.74 , 425.00           194.88 , 187.00              650.51 , 682.00      28.14
    4.33              0.94          1.04% , 1.10          452.61 , 425.00           184.80 , 187.00              688.43 , 682.00      29.81
    4.35              1.59          1.02% , 1.18          443.90 , 425.00           198.24 , 187.00              692.87 , 682.00      30.14
    4.36              3.14          0.94% , 1.19          409.09 , 425.00           199.92 , 187.00              660.55 , 682.00      28.83
    4.36              5.24          0.99% , 0.98          430.85 , 425.00           164.64 , 187.00              646.27 , 682.00      28.21
    4.39               6.9          0.96% , 0.99          417.79 , 425.00           166.32 , 187.00              634.95 , 682.00      27.89
    4.39              1.68          1.04% , 1.13          452.61 , 425.00           189.84 , 187.00              693.47 , 682.00      30.45
     4.4              1.61          1.02% , 1.05          443.90 , 425.00           176.40 , 187.00              671.03 , 682.00       29.5
    4.44              6.84          0.94% , 1.04          409.09 , 425.00           174.72 , 187.00              635.35 , 682.00      28.19
    4.46              4.01          1.00% , 1.00          435.20 , 425.00           168.00 , 187.00              654.63 , 682.00       29.2
    4.48              1.83          1.03% , 1.16          448.26 , 425.00           194.88 , 187.00              694.51 , 682.00      31.14
    4.49              6.93          0.92% , 1.09          400.38 , 425.00           183.12 , 187.00              634.75 , 682.00       28.5
    4.49              0.38          1.03% , 1.07          448.26 , 425.00           179.76 , 187.00              679.39 , 682.00       30.5
     4.5               6.9          0.97% , 0.96          422.14 , 425.00           161.28 , 187.00              634.91 , 682.00      28.58
    4.53               5.7          0.92% , 1.14          400.38 , 425.00           191.52 , 187.00              643.15 , 682.00      29.14
    4.53              6.56          0.98% , 0.95          426.50 , 425.00           159.60 , 187.00              637.23 , 682.00       28.9
    4.55              6.99          0.95% , 1.01          413.44 , 425.00           169.68 , 187.00              634.31 , 682.00      28.88
    4.56              2.93          1.01% , 1.02          439.55 , 425.00           171.36 , 187.00              661.99 , 682.00      30.19
    4.57              4.37          0.93% , 1.17          404.74 , 425.00           196.56 , 187.00              652.19 , 682.00      29.82
    4.58              1.84          1.02% , 1.19          443.90 , 425.00           199.92 , 187.00              694.55 , 682.00      31.82
    4.59               0.7          1.04% , 1.09          452.61 , 425.00           183.12 , 187.00              686.75 , 682.00      31.49
    4.61              7.08          0.93% , 1.06          404.74 , 425.00           178.08 , 187.00              633.71 , 682.00      29.18
    4.62              1.93          1.04% , 1.14          452.61 , 425.00           191.52 , 187.00              695.15 , 682.00      32.13
    4.64              5.48          0.99% , 0.97          430.85 , 425.00           162.96 , 187.00              644.59 , 682.00      29.89
    4.66              7.17          0.91% , 1.11          396.03 , 425.00           186.48 , 187.00              633.11 , 682.00      29.49
    4.66              1.85          1.02% , 1.04          443.90 , 425.00           174.72 , 187.00              669.35 , 682.00      31.18
    4.67              7.14          0.96% , 0.98          417.79 , 425.00           164.64 , 187.00              633.27 , 682.00      29.57
    4.68              1.78          1.05% , 1.11          456.96 , 425.00           186.48 , 187.00              694.11 , 682.00      32.48
    4.71              7.09          0.94% , 1.03          409.09 , 425.00           173.04 , 187.00              633.67 , 682.00      29.87
    4.71              2.08          1.03% , 1.17          448.26 , 425.00           196.56 , 187.00              696.19 , 682.00      32.82
    4.73              4.26          1.00% , 0.99          435.20 , 425.00           166.32 , 187.00              652.95 , 682.00      30.88
    4.75              6.92          0.91% , 1.12          396.03 , 425.00           188.16 , 187.00              634.79 , 682.00      30.13
    4.75              0.63          1.03% , 1.06          448.26 , 425.00           178.08 , 187.00              677.71 , 682.00      32.18
    4.76              2.02          1.05% , 1.12          456.96 , 425.00           188.16 , 187.00              695.79 , 682.00      33.12
    4.77              7.17          0.92% , 1.08          400.38 , 425.00           181.44 , 187.00              633.07 , 682.00      30.18
    4.78              5.45          0.92% , 1.15          400.38 , 425.00           193.20 , 187.00              644.83 , 682.00      30.82
    4.78              7.15          0.97% , 0.95          422.14 , 425.00           159.60 , 187.00              633.23 , 682.00      30.26
    4.81              6.81          0.98% , 0.94          426.50 , 425.00           157.92 , 187.00              635.55 , 682.00      30.58
    4.82              4.12          0.93% , 1.18          404.74 , 425.00           198.24 , 187.00              653.87 , 682.00       31.5
    4.83              7.24          0.95% , 1.00          413.44 , 425.00           168.00 , 187.00              632.63 , 682.00      30.56
    4.83              3.18          1.01% , 1.01          439.55 , 425.00           169.68 , 187.00              660.31 , 682.00      31.87
    4.84              0.45          1.04% , 1.08          452.61 , 425.00           181.44 , 187.00              685.07 , 682.00      33.17
    4.85              2.18          1.04% , 1.15          452.61 , 425.00           193.20 , 187.00              696.83 , 682.00      33.81
    4.88              7.33          0.93% , 1.05          404.74 , 425.00           176.40 , 187.00              632.03 , 682.00      30.86
    4.91              5.73          0.99% , 0.96          430.85 , 425.00           161.28 , 187.00              642.91 , 682.00      31.57
    4.92               2.1          1.02% , 1.03          443.90 , 425.00           173.04 , 187.00              667.67 , 682.00      32.86
    4.93              1.53          1.05% , 1.10          456.96 , 425.00           184.80 , 187.00              692.43 , 682.00      34.16
    4.94              7.41          0.91% , 1.10          396.03 , 425.00           184.80 , 187.00              631.43 , 682.00      31.17
    4.94              2.33          1.03% , 1.18          448.26 , 425.00           198.24 , 187.00              697.87 , 682.00       34.5
    4.95              7.39          0.96% , 0.97          417.79 , 425.00           162.96 , 187.00              631.59 , 682.00      31.25
    4.99              7.33          0.94% , 1.02          409.09 , 425.00           171.36 , 187.00              631.99 , 682.00      31.55
    4.99              2.27          1.05% , 1.13          456.96 , 425.00           189.84 , 187.00              697.47 , 682.00       34.8
     5.0              6.68          0.91% , 1.13          396.03 , 425.00           189.84 , 187.00              636.47 , 682.00      31.81
     5.0              4.51          1.00% , 0.98          435.20 , 425.00           164.64 , 187.00              651.27 , 682.00      32.56
    5.01              0.87          1.03% , 1.05          448.26 , 425.00           176.40 , 187.00              676.03 , 682.00      33.86
    5.03               5.2          0.92% , 1.16          400.38 , 425.00           194.88 , 187.00              646.51 , 682.00       32.5
    5.05              7.42          0.92% , 1.07          400.38 , 425.00           179.76 , 187.00              631.39 , 682.00      31.86
    5.06              3.88          0.93% , 1.19          404.74 , 425.00           199.92 , 187.00              655.55 , 682.00      33.18
    5.06               7.4          0.97% , 0.94          422.14 , 425.00           157.92 , 187.00              631.55 , 682.00      31.94
    5.08              2.42          1.04% , 1.16          452.61 , 425.00           194.88 , 187.00              698.51 , 682.00      35.49
    5.09              7.06          0.98% , 0.93          426.50 , 425.00           156.24 , 187.00              633.87 , 682.00      32.26
    5.09              3.43          1.01% , 1.00          439.55 , 425.00           168.00 , 187.00              658.63 , 682.00      33.55
     5.1               0.2          1.04% , 1.07          452.61 , 425.00           179.76 , 187.00              683.39 , 682.00      34.85
    5.11              7.48          0.95% , 0.99          413.44 , 425.00           166.32 , 187.00              630.95 , 682.00      32.24
    5.16              7.57          0.93% , 1.04          404.74 , 425.00           174.72 , 187.00              630.35 , 682.00      32.54
    5.17              2.57          1.03% , 1.19          448.26 , 425.00           199.92 , 187.00              699.55 , 682.00      36.18
    5.19              5.98          0.99% , 0.95          430.85 , 425.00           159.60 , 187.00              641.23 , 682.00      33.25
