Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    2.69              0.81          1.04% , 1.00          452.61 , 432.00           336.00 , 338.00              839.78 , 833.00      22.61
    2.73              3.24          1.00% , 0.95          435.20 , 432.00           319.20 , 338.00              805.98 , 833.00       22.0
    2.74              2.18          0.96% , 1.03          417.79 , 432.00           346.08 , 338.00              814.86 , 833.00      22.29
    2.74               4.0          0.97% , 0.97          422.14 , 432.00           325.92 , 338.00              799.70 , 833.00      21.94
    2.77              1.35          1.02% , 1.04          443.90 , 432.00           349.44 , 338.00              844.22 , 833.00      23.34
    2.83              2.36          1.01% , 0.96          439.55 , 432.00           322.56 , 338.00              813.34 , 833.00      22.99
    2.84              0.11          0.98% , 1.06          426.50 , 432.00           356.16 , 338.00              833.94 , 833.00      23.66
    2.87              4.19          0.96% , 0.98          417.79 , 432.00           329.28 , 338.00              798.06 , 833.00      22.93
    2.88              3.06          0.95% , 1.02          413.44 , 432.00           342.72 , 338.00              807.50 , 833.00      23.28
    2.88              1.54          1.03% , 1.03          448.26 , 432.00           346.08 , 338.00              845.86 , 833.00      24.34
    2.92              4.25          0.99% , 0.94          430.85 , 432.00           315.84 , 338.00              797.62 , 833.00      23.31
    2.92               1.6          1.00% , 1.07          435.20 , 432.00           359.52 , 338.00              846.30 , 833.00      24.72
    2.92              1.48          1.02% , 0.97          443.90 , 432.00           325.92 , 338.00              820.70 , 833.00      23.98
    2.98              0.77          0.97% , 1.05          422.14 , 432.00           352.80 , 338.00              826.58 , 833.00      24.66
    2.99              1.62          1.04% , 1.02          452.61 , 432.00           342.72 , 338.00              846.50 , 833.00      25.33
     3.0              4.27          0.95% , 0.99          413.44 , 432.00           332.64 , 338.00              797.42 , 833.00      23.92
    3.01              0.47          1.03% , 0.98          448.26 , 432.00           329.28 , 338.00              829.06 , 833.00      24.98
    3.03              3.94          0.94% , 1.01          409.09 , 432.00           339.36 , 338.00              800.14 , 833.00      24.27
    3.04              1.67          1.01% , 1.06          439.55 , 432.00           356.16 , 338.00              846.94 , 833.00      25.71
    3.05              4.32          0.98% , 0.95          426.50 , 432.00           319.20 , 338.00              796.98 , 833.00       24.3
    3.08               1.4          0.99% , 1.08          430.85 , 432.00           362.88 , 338.00              844.66 , 833.00      26.03
     3.1              0.41          1.04% , 0.99          452.61 , 432.00           332.64 , 338.00              836.42 , 833.00      25.97
    3.11               1.7          1.05% , 1.01          456.96 , 432.00           339.36 , 338.00              847.14 , 833.00      26.32
    3.13              4.35          0.94% , 1.00          409.09 , 432.00           336.00 , 338.00              796.78 , 833.00      24.91
    3.13              1.77          0.96% , 1.04          417.79 , 432.00           349.44 , 338.00              818.22 , 833.00      25.65
    3.15              1.75          1.02% , 1.05          443.90 , 432.00           352.80 , 338.00              847.58 , 833.00       26.7
    3.16              3.65          1.00% , 0.94          435.20 , 432.00           315.84 , 338.00              802.62 , 833.00      25.36
    3.18               4.4          0.97% , 0.96          422.14 , 432.00           322.56 , 338.00              796.34 , 833.00       25.3
     3.2              1.29          1.05% , 1.00          456.96 , 432.00           336.00 , 338.00              843.78 , 833.00      26.96
    3.23              0.52          0.98% , 1.07          426.50 , 432.00           359.52 , 338.00              837.30 , 833.00      27.02
    3.25              2.76          1.01% , 0.95          439.55 , 432.00           319.20 , 338.00              809.98 , 833.00      26.35
    3.26              1.95          1.03% , 1.04          448.26 , 432.00           349.44 , 338.00              849.22 , 833.00       27.7
    3.29              2.66          0.95% , 1.03          413.44 , 432.00           346.08 , 338.00              810.86 , 833.00      26.64
     3.3               2.0          1.00% , 1.08          435.20 , 432.00           362.88 , 338.00              849.66 , 833.00      28.08
    3.31               4.6          0.96% , 0.97          417.79 , 432.00           325.92 , 338.00              794.70 , 833.00      26.29
    3.35              1.88          1.02% , 0.96          443.90 , 432.00           322.56 , 338.00              817.34 , 833.00      27.34
    3.36              4.65          0.99% , 0.93          430.85 , 432.00           312.48 , 338.00              794.26 , 833.00      26.67
    3.38              0.37          0.97% , 1.06          422.14 , 432.00           356.16 , 338.00              829.94 , 833.00      28.02
    3.38              2.02          1.04% , 1.03          452.61 , 432.00           346.08 , 338.00              849.86 , 833.00      28.69
    3.42              2.08          1.01% , 1.07          439.55 , 432.00           359.52 , 338.00              850.30 , 833.00      29.07
    3.43              0.88          1.03% , 0.97          448.26 , 432.00           325.92 , 338.00              825.70 , 833.00      28.34
    3.44              3.54          0.94% , 1.02          409.09 , 432.00           342.72 , 338.00              803.50 , 833.00      27.63
    3.44              4.67          0.95% , 0.98          413.44 , 432.00           329.28 , 338.00              794.06 , 833.00      27.28
    3.47               1.8          0.99% , 1.09          430.85 , 432.00           366.24 , 338.00              848.02 , 833.00      29.39
    3.49              4.73          0.98% , 0.94          426.50 , 432.00           315.84 , 338.00              793.62 , 833.00      27.66
    3.49               2.1          1.05% , 1.02          456.96 , 432.00           342.72 , 338.00              850.50 , 833.00      29.68
    3.52              0.01          1.04% , 0.98          452.61 , 432.00           329.28 , 338.00              833.06 , 833.00      29.33
    3.53              1.37          0.96% , 1.05          417.79 , 432.00           352.80 , 338.00              821.58 , 833.00      29.01
    3.53              2.15          1.02% , 1.06          443.90 , 432.00           356.16 , 338.00              850.94 , 833.00      30.06
    3.56              4.75          0.94% , 0.99          409.09 , 432.00           332.64 , 338.00              793.42 , 833.00      28.27
    3.59              4.05          1.00% , 0.93          435.20 , 432.00           312.48 , 338.00              799.26 , 833.00      28.72
     3.6              4.54          0.93% , 1.01          404.74 , 432.00           339.36 , 338.00              795.14 , 833.00      28.62
     3.6               2.3          1.06% , 1.01          461.31 , 432.00           339.36 , 338.00              852.14 , 833.00      30.67
    3.61               4.8          0.97% , 0.95          422.14 , 432.00           319.20 , 338.00              792.98 , 833.00      28.66
    3.61              0.92          0.98% , 1.08          426.50 , 432.00           362.88 , 338.00              840.66 , 833.00      30.38
    3.61              0.89          1.05% , 0.99          456.96 , 432.00           332.64 , 338.00              840.42 , 833.00      30.32
    3.64              2.35          1.03% , 1.05          448.26 , 432.00           352.80 , 338.00              852.58 , 833.00      31.06
    3.68              2.25          0.95% , 1.04          413.44 , 432.00           349.44 , 338.00              814.22 , 833.00       30.0
    3.68              3.17          1.01% , 0.94          439.55 , 432.00           315.84 , 338.00              806.62 , 833.00      29.71
    3.69               2.4          1.00% , 1.09          435.20 , 432.00           366.24 , 338.00              853.02 , 833.00      31.44
    3.69              1.89          1.06% , 1.00          461.31 , 432.00           336.00 , 338.00              848.78 , 833.00      31.31
     3.7              4.95          0.93% , 1.00          404.74 , 432.00           336.00 , 338.00              791.78 , 833.00      29.26
    3.75               5.0          0.96% , 0.96          417.79 , 432.00           322.56 , 338.00              791.34 , 833.00      29.65
    3.76              2.43          1.04% , 1.04          452.61 , 432.00           349.44 , 338.00              853.22 , 833.00      32.05
    3.77              0.04          0.97% , 1.07          422.14 , 432.00           359.52 , 338.00              833.30 , 833.00      31.38
    3.77              2.28          1.02% , 0.95          443.90 , 432.00           319.20 , 338.00              813.98 , 833.00       30.7
     3.8              5.05          0.99% , 0.92          430.85 , 432.00           309.12 , 338.00              790.90 , 833.00      30.03
     3.8              2.48          1.01% , 1.08          439.55 , 432.00           362.88 , 338.00              853.66 , 833.00      32.43
    3.84              3.14          0.94% , 1.03          409.09 , 432.00           346.08 , 338.00              806.86 , 833.00      30.99
    3.85              2.21          0.99% , 1.10          430.85 , 432.00           369.60 , 338.00              851.38 , 833.00      32.75
    3.85              1.28          1.03% , 0.96          448.26 , 432.00           322.56 , 338.00              822.34 , 833.00       31.7
    3.87               2.5          1.05% , 1.03          456.96 , 432.00           346.08 , 338.00              853.86 , 833.00      33.04
    3.88              5.08          0.95% , 0.97          413.44 , 432.00           325.92 , 338.00              790.70 , 833.00      30.64
    3.91              2.56          1.02% , 1.07          443.90 , 432.00           359.52 , 338.00              854.30 , 833.00      33.42
    3.92              0.97          0.96% , 1.06          417.79 , 432.00           356.16 , 338.00              824.94 , 833.00      32.37
    3.93              5.13          0.98% , 0.93          426.50 , 432.00           312.48 , 338.00              790.26 , 833.00      31.02
    3.94               0.4          1.04% , 0.97          452.61 , 432.00           325.92 , 338.00              829.70 , 833.00      32.69
    3.98               2.7          1.06% , 1.02          461.31 , 432.00           342.72 , 338.00              855.50 , 833.00      34.03
     4.0              5.15          0.94% , 0.98          409.09 , 432.00           329.28 , 338.00              790.06 , 833.00      31.63
     4.0              1.32          0.98% , 1.09          426.50 , 432.00           366.24 , 338.00              844.02 , 833.00      33.74
    4.01              4.14          0.93% , 1.02          404.74 , 432.00           342.72 , 338.00              798.50 , 833.00      31.98
    4.02              2.75          1.03% , 1.06          448.26 , 432.00           356.16 , 338.00              855.94 , 833.00      34.42
    4.02              0.49          1.05% , 0.98          456.96 , 432.00           329.28 , 338.00              837.06 , 833.00      33.68
    4.03              4.45          1.00% , 0.92          435.20 , 432.00           309.12 , 338.00              795.90 , 833.00      32.08
    4.05              5.21          0.97% , 0.94          422.14 , 432.00           315.84 , 338.00              789.62 , 833.00      32.02
    4.06              2.81          1.00% , 1.10          435.20 , 432.00           369.60 , 338.00              856.38 , 833.00       34.8
    4.08              1.85          0.95% , 1.05          413.44 , 432.00           352.80 , 338.00              817.58 , 833.00      33.36
    4.09              2.78          1.07% , 1.01          465.66 , 432.00           339.36 , 338.00              856.14 , 833.00      35.02
     4.1              1.49          1.06% , 0.99          461.31 , 432.00           332.64 , 338.00              845.42 , 833.00      34.67
    4.12              3.57          1.01% , 0.93          439.55 , 432.00           312.48 , 338.00              803.26 , 833.00      33.07
    4.13              2.83          1.04% , 1.05          452.61 , 432.00           352.80 , 338.00              856.58 , 833.00      35.41
    4.14              5.35          0.93% , 0.99          404.74 , 432.00           332.64 , 338.00              788.42 , 833.00      32.62
    4.15              0.44          0.97% , 1.08          422.14 , 432.00           362.88 , 338.00              836.66 , 833.00      34.74
    4.17              5.02          0.92% , 1.01          400.38 , 432.00           339.36 , 338.00              791.14 , 833.00      32.98
    4.18              2.88          1.01% , 1.09          439.55 , 432.00           366.24 , 338.00              857.02 , 833.00      35.79
    4.18              2.37          1.07% , 1.00          465.66 , 432.00           336.00 , 338.00              852.78 , 833.00      35.66
    4.19               5.4          0.96% , 0.95          417.79 , 432.00           319.20 , 338.00              787.98 , 833.00      33.01
     4.2              2.69          1.02% , 0.94          443.90 , 432.00           315.84 , 338.00              810.62 , 833.00      34.06
    4.22              2.61          0.99% , 1.11          430.85 , 432.00           372.96 , 338.00              854.74 , 833.00      36.11
    4.24              2.73          0.94% , 1.04          409.09 , 432.00           349.44 , 338.00              810.22 , 833.00      34.35
    4.24              5.46          0.99% , 0.91          430.85 , 432.00           305.76 , 338.00              787.54 , 833.00      33.39
    4.25              2.91          1.05% , 1.04          456.96 , 432.00           349.44 , 338.00              857.22 , 833.00       36.4
    4.27              5.43          0.92% , 1.00          400.38 , 432.00           336.00 , 338.00              787.78 , 833.00      33.62
    4.28              1.68          1.03% , 0.95          448.26 , 432.00           319.20 , 338.00              818.98 , 833.00      35.06
    4.29              2.96          1.02% , 1.08          443.90 , 432.00           362.88 , 338.00              857.66 , 833.00      36.78
    4.31              0.56          0.96% , 1.07          417.79 , 432.00           359.52 , 338.00              828.30 , 833.00      35.73
    4.32              5.48          0.95% , 0.96          413.44 , 432.00           322.56 , 338.00              787.34 , 833.00       34.0
    4.35               3.1          1.06% , 1.03          461.31 , 432.00           346.08 , 338.00              858.86 , 833.00      37.39
    4.36               0.8          1.04% , 0.96          452.61 , 432.00           322.56 , 338.00              826.34 , 833.00      36.05
    4.37              5.53          0.98% , 0.92          426.50 , 432.00           309.12 , 338.00              786.90 , 833.00      34.38
    4.38              1.73          0.98% , 1.10          426.50 , 432.00           369.60 , 338.00              847.38 , 833.00       37.1
     4.4              3.16          1.03% , 1.07          448.26 , 432.00           359.52 , 338.00              859.30 , 833.00      37.78
    4.41              3.74          0.93% , 1.03          404.74 , 432.00           346.08 , 338.00              801.86 , 833.00      35.34
    4.44              3.21          1.00% , 1.11          435.20 , 432.00           372.96 , 338.00              859.74 , 833.00      38.16
    4.44              0.08          1.05% , 0.97          456.96 , 432.00           325.92 , 338.00              833.70 , 833.00      37.04
    4.45              5.56          0.94% , 0.97          409.09 , 432.00           325.92 , 338.00              786.70 , 833.00      34.99
    4.47              1.45          0.95% , 1.06          413.44 , 432.00           356.16 , 338.00              820.94 , 833.00      36.72
    4.47              4.86          1.00% , 0.91          435.20 , 432.00           305.76 , 338.00              792.54 , 833.00      35.44
    4.47              3.18          1.07% , 1.02          465.66 , 432.00           342.72 , 338.00              859.50 , 833.00      38.38
     4.5              5.61          0.97% , 0.93          422.14 , 432.00           312.48 , 338.00              786.26 , 833.00      35.38
    4.51              3.23          1.04% , 1.06          452.61 , 432.00           356.16 , 338.00              859.94 , 833.00      38.77
    4.52              1.09          1.06% , 0.98          461.31 , 432.00           329.28 , 338.00              842.06 , 833.00      38.03
    4.54              0.84          0.97% , 1.09          422.14 , 432.00           366.24 , 338.00              840.02 , 833.00       38.1
    4.55              3.97          1.01% , 0.92          439.55 , 432.00           309.12 , 338.00              799.90 , 833.00      36.43
    4.55              3.29          1.01% , 1.10          439.55 , 432.00           369.60 , 338.00              860.38 , 833.00      39.15
    4.57              4.62          0.92% , 1.02          400.38 , 432.00           342.72 , 338.00              794.50 , 833.00      36.34
    4.58              5.75          0.93% , 0.98          404.74 , 432.00           329.28 , 338.00              785.06 , 833.00      35.98
    4.58              3.26          1.08% , 1.01          470.02 , 432.00           339.36 , 338.00              860.14 , 833.00      39.38
    4.59              1.97          1.07% , 0.99          465.66 , 432.00           332.64 , 338.00              849.42 , 833.00      39.02
     4.6              3.01          0.99% , 1.12          430.85 , 432.00           376.32 , 338.00              858.10 , 833.00      39.47
    4.62              3.31          1.05% , 1.05          456.96 , 432.00           352.80 , 338.00              860.58 , 833.00      39.76
    4.64              2.33          0.94% , 1.05          409.09 , 432.00           352.80 , 338.00              813.58 , 833.00      37.71
    4.64              5.81          0.96% , 0.94          417.79 , 432.00           315.84 , 338.00              784.62 , 833.00      36.37
    4.64              3.09          1.02% , 0.93          443.90 , 432.00           312.48 , 338.00              807.26 , 833.00      37.42
    4.66              3.36          1.02% , 1.09          443.90 , 432.00           366.24 , 338.00              861.02 , 833.00      40.14
    4.67              2.86          1.08% , 1.00          470.02 , 432.00           336.00 , 338.00              856.78 , 833.00      40.02
    4.69              5.86          0.99% , 0.90          430.85 , 432.00           302.40 , 338.00              784.18 , 833.00      36.75
     4.7              0.16          0.96% , 1.08          417.79 , 432.00           362.88 , 338.00              831.66 , 833.00      39.09
    4.71              5.83          0.92% , 0.99          400.38 , 432.00           332.64 , 338.00              784.42 , 833.00      36.98
    4.71              2.09          1.03% , 0.94          448.26 , 432.00           315.84 , 338.00              815.62 , 833.00      38.42
    4.73              3.51          1.06% , 1.04          461.31 , 432.00           349.44 , 338.00              862.22 , 833.00      40.75
    4.75              5.63          0.91% , 1.01          396.03 , 432.00           339.36 , 338.00              786.14 , 833.00      37.33
    4.76              2.13          0.98% , 1.11          426.50 , 432.00           372.96 , 338.00              850.74 , 833.00      40.46
    4.77              5.88          0.95% , 0.95          413.44 , 432.00           319.20 , 338.00              783.98 , 833.00      37.36
    4.77              3.56          1.03% , 1.08          448.26 , 432.00           362.88 , 338.00              862.66 , 833.00      41.14
    4.79               1.2          1.04% , 0.95          452.61 , 432.00           319.20 , 338.00              822.98 , 833.00      39.41
    4.81              3.33          0.93% , 1.04          404.74 , 432.00           349.44 , 338.00              805.22 , 833.00       38.7
    4.81              3.61          1.00% , 1.12          435.20 , 432.00           376.32 , 338.00              863.10 , 833.00      41.52
    4.82              5.94          0.98% , 0.91          426.50 , 432.00           305.76 , 338.00              783.54 , 833.00      37.74
    4.84              3.59          1.07% , 1.03          465.66 , 432.00           346.08 , 338.00              862.86 , 833.00      41.74
    4.85              6.03          0.91% , 1.00          396.03 , 432.00           336.00 , 338.00              782.78 , 833.00      37.97
    4.86              1.04          0.95% , 1.07          413.44 , 432.00           359.52 , 338.00              824.30 , 833.00      40.08
    4.87              0.32          1.05% , 0.96          456.96 , 432.00           322.56 , 338.00              830.34 , 833.00       40.4
    4.88              3.64          1.04% , 1.07          452.61 , 432.00           359.52 , 338.00              863.30 , 833.00      42.13
     4.9              5.96          0.94% , 0.96          409.09 , 432.00           322.56 , 338.00              783.34 , 833.00      38.35
    4.92              1.25          0.97% , 1.10          422.14 , 432.00           369.60 , 338.00              843.38 , 833.00      41.46
    4.92              5.26          1.00% , 0.90          435.20 , 432.00           302.40 , 338.00              789.18 , 833.00       38.8
    4.92              3.69          1.01% , 1.11          439.55 , 432.00           372.96 , 338.00              863.74 , 833.00      42.51
    4.94              0.68          1.06% , 0.97          461.31 , 432.00           325.92 , 338.00              838.70 , 833.00      41.39
    4.95              6.01          0.97% , 0.92          422.14 , 432.00           309.12 , 338.00              782.90 , 833.00      38.74
    4.95              3.66          1.08% , 1.02          470.02 , 432.00           342.72 , 338.00              863.50 , 833.00      42.74
    4.97              3.42          0.99% , 1.13          430.85 , 432.00           379.68 , 338.00              861.46 , 833.00      42.83
    4.98              4.22          0.92% , 1.03          400.38 , 432.00           346.08 , 338.00              797.86 , 833.00       39.7
    4.99              3.71          1.05% , 1.06          456.96 , 432.00           356.16 , 338.00              863.94 , 833.00      43.12
     5.0              4.38          1.01% , 0.91          439.55 , 432.00           305.76 , 338.00              796.54 , 833.00      39.79
    5.01              1.57          1.07% , 0.98          465.66 , 432.00           329.28 , 338.00              846.06 , 833.00      42.38
    5.03              6.16          0.93% , 0.97          404.74 , 432.00           325.92 , 338.00              781.70 , 833.00      39.34
    5.03              1.93          0.94% , 1.06          409.09 , 432.00           356.16 , 338.00              816.94 , 833.00      41.07
    5.03              3.77          1.02% , 1.10          443.90 , 432.00           369.60 , 338.00              864.38 , 833.00       43.5
    5.05              3.86          1.09% , 1.01          474.37 , 432.00           339.36 , 338.00              865.14 , 833.00      43.73
    5.07              3.49          1.02% , 0.92          443.90 , 432.00           309.12 , 338.00              803.90 , 833.00      40.78
    5.08              0.24          0.96% , 1.09          417.79 , 432.00           366.24 , 338.00              835.02 , 833.00      42.45
    5.08              2.45          1.08% , 0.99          470.02 , 432.00           332.64 , 338.00              853.42 , 833.00      43.38
    5.09              6.21          0.96% , 0.93          417.79 , 432.00           312.48 , 338.00              781.26 , 833.00      39.73
     5.1              3.91          1.06% , 1.05          461.31 , 432.00           352.80 , 338.00              865.58 , 833.00      44.11
    5.13              2.53          0.98% , 1.12          426.50 , 432.00           376.32 , 338.00              854.10 , 833.00      43.82
    5.14              6.26          0.99% , 0.89          430.85 , 432.00           299.04 , 338.00              780.82 , 833.00      40.11
    5.14              2.49          1.03% , 0.93          448.26 , 432.00           312.48 , 338.00              812.26 , 833.00      41.78
    5.14              3.96          1.03% , 1.09          448.26 , 432.00           366.24 , 338.00              866.02 , 833.00       44.5
    5.15              5.22          0.91% , 1.02          396.03 , 432.00           342.72 , 338.00              789.50 , 833.00      40.69
    5.15              3.46          1.09% , 1.00          474.37 , 432.00           336.00 , 338.00              861.78 , 833.00      44.37
    5.16              6.23          0.92% , 0.98          400.38 , 432.00           329.28 , 338.00              781.06 , 833.00      40.34
    5.18              4.02          1.00% , 1.13          435.20 , 432.00           379.68 , 338.00              866.46 , 833.00      44.88
     5.2              2.93          0.93% , 1.05          404.74 , 432.00           352.80 , 338.00              808.58 , 833.00      42.06
    5.21              3.99          1.07% , 1.04          465.66 , 432.00           349.44 , 338.00              866.22 , 833.00       45.1
    5.22              6.29          0.95% , 0.94          413.44 , 432.00           315.84 , 338.00              780.62 , 833.00      40.72
    5.22              1.61          1.04% , 0.94          452.61 , 432.00           315.84 , 338.00              819.62 , 833.00      42.77
    5.25              0.64          0.95% , 1.08          413.44 , 432.00           362.88 , 338.00              827.66 , 833.00      43.44
    5.25              4.04          1.04% , 1.08          452.61 , 432.00           362.88 , 338.00              866.66 , 833.00      45.49
    5.27              6.34          0.98% , 0.90          426.50 , 432.00           302.40 , 338.00              780.18 , 833.00       41.1
    5.29              1.65          0.97% , 1.11          422.14 , 432.00           372.96 , 338.00              846.74 , 833.00      44.82
