Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
     1.9              2.46          1.01% , 0.97          439.55 , 438.00           651.84 , 672.00            1143.14 , 1172.00      21.71
    1.95              0.64          1.00% , 1.03          435.20 , 438.00           692.16 , 672.00            1179.46 , 1172.00      22.96
    1.96              1.62          0.97% , 1.01          422.14 , 438.00           678.72 , 672.00            1153.02 , 1172.00      22.58
    1.97              1.13          1.06% , 1.00          461.31 , 438.00           672.00 , 672.00            1185.30 , 1172.00      23.31
    1.98              2.77          0.97% , 0.99          422.14 , 438.00           665.28 , 672.00            1139.58 , 1172.00      22.58
     2.0              1.17          1.03% , 1.02          448.26 , 438.00           685.44 , 672.00            1185.74 , 1172.00       23.7
    2.02               2.8          1.00% , 0.97          435.20 , 438.00           651.84 , 672.00            1139.14 , 1172.00      22.96
    2.04              1.12          1.03% , 0.98          448.26 , 438.00           658.56 , 672.00            1158.86 , 1172.00       23.7
    2.14               0.7          0.98% , 1.02          426.50 , 438.00           685.44 , 672.00            1163.74 , 1172.00      24.94
    2.16              2.96          0.95% , 1.00          413.44 , 438.00           672.00 , 672.00            1137.30 , 1172.00      24.56
    2.16              1.28          1.05% , 1.01          456.96 , 438.00           678.72 , 672.00            1187.02 , 1172.00      25.68
    2.19               3.0          0.98% , 0.98          426.50 , 438.00           658.56 , 672.00            1136.86 , 1172.00      24.94
    2.19              1.32          1.02% , 1.03          443.90 , 438.00           692.16 , 672.00            1187.46 , 1172.00      26.06
    2.19              0.13          1.05% , 0.99          456.96 , 438.00           665.28 , 672.00            1173.58 , 1172.00      25.68
    2.27              2.12          1.02% , 0.97          443.90 , 438.00           651.84 , 672.00            1147.14 , 1172.00      26.06
    2.33              0.21          0.99% , 1.03          430.85 , 438.00           692.16 , 672.00            1174.46 , 1172.00      27.31
    2.33              1.48          1.07% , 1.00          465.66 , 438.00           672.00 , 672.00            1189.30 , 1172.00      27.66
    2.35              2.05          0.96% , 1.01          417.79 , 438.00           678.72 , 672.00            1148.02 , 1172.00      26.93
    2.36              1.51          1.04% , 1.02          452.61 , 438.00           685.44 , 672.00            1189.74 , 1172.00      28.05
    2.37              3.19          0.96% , 0.99          417.79 , 438.00           665.28 , 672.00            1134.58 , 1172.00      26.93
    2.39              1.55          1.01% , 1.04          439.55 , 438.00           698.88 , 672.00            1190.18 , 1172.00      28.43
    2.41              3.23          0.99% , 0.97          430.85 , 438.00           651.84 , 672.00            1134.14 , 1172.00      27.31
    2.41              0.78          1.04% , 0.98          452.61 , 438.00           658.56 , 672.00            1162.86 , 1172.00      28.05
     2.5              1.21          1.00% , 1.04          435.20 , 438.00           698.88 , 672.00            1186.18 , 1172.00      29.68
     2.5              3.04          1.01% , 0.96          439.55 , 438.00           645.12 , 672.00            1136.42 , 1172.00      28.43
    2.52              1.71          1.06% , 1.01          461.31 , 438.00           678.72 , 672.00            1192.02 , 1172.00      30.03
    2.53              1.05          0.97% , 1.02          422.14 , 438.00           685.44 , 672.00            1159.74 , 1172.00       29.3
    2.55               3.3          0.94% , 1.00          409.09 , 438.00           672.00 , 672.00            1133.30 , 1172.00      28.91
    2.55              1.75          1.03% , 1.03          448.26 , 438.00           692.16 , 672.00            1192.46 , 1172.00      30.42
    2.55              0.56          1.06% , 0.99          461.31 , 438.00           665.28 , 672.00            1178.58 , 1172.00      30.03
    2.59              3.34          0.97% , 0.98          422.14 , 438.00           658.56 , 672.00            1132.86 , 1172.00       29.3
    2.62              3.38          1.00% , 0.96          435.20 , 438.00           645.12 , 672.00            1132.42 , 1172.00      29.68
    2.64              1.69          1.03% , 0.97          448.26 , 438.00           651.84 , 672.00            1152.14 , 1172.00      30.42
    2.68              1.82          1.08% , 1.00          470.02 , 438.00           672.00 , 672.00            1193.30 , 1172.00      32.02
    2.71              0.13          0.98% , 1.03          426.50 , 438.00           692.16 , 672.00            1170.46 , 1172.00      31.66
    2.71              1.86          1.05% , 1.02          456.96 , 438.00           685.44 , 672.00            1193.74 , 1172.00       32.4
    2.73              2.39          0.95% , 1.01          413.44 , 438.00           678.72 , 672.00            1144.02 , 1172.00      31.28
    2.75              1.89          1.02% , 1.04          443.90 , 438.00           698.88 , 672.00            1194.18 , 1172.00      32.78
    2.77              3.53          0.95% , 0.99          413.44 , 438.00           665.28 , 672.00            1130.58 , 1172.00      31.28
    2.78              0.44          1.05% , 0.98          456.96 , 438.00           658.56 , 672.00            1166.86 , 1172.00       32.4
     2.8              3.57          0.98% , 0.97          426.50 , 438.00           651.84 , 672.00            1130.14 , 1172.00      31.66
    2.87              2.69          1.02% , 0.96          443.90 , 438.00           645.12 , 672.00            1140.42 , 1172.00      32.78
    2.87              2.05          1.07% , 1.01          465.66 , 438.00           678.72 , 672.00            1196.02 , 1172.00      34.38
    2.88              0.78          0.99% , 1.04          430.85 , 438.00           698.88 , 672.00            1181.18 , 1172.00      34.03
    2.91              1.47          0.96% , 1.02          417.79 , 438.00           685.44 , 672.00            1154.74 , 1172.00      33.65
    2.91              2.09          1.04% , 1.03          452.61 , 438.00           692.16 , 672.00            1196.46 , 1172.00      34.77
    2.91               0.9          1.07% , 0.99          465.66 , 438.00           665.28 , 672.00            1182.58 , 1172.00      34.38
    2.94              2.12          1.01% , 1.05          439.55 , 438.00           705.60 , 672.00            1196.90 , 1172.00      35.15
    2.95              3.73          0.93% , 1.00          404.74 , 438.00           672.00 , 672.00            1128.30 , 1172.00      33.26
    2.98              3.77          0.96% , 0.98          417.79 , 438.00           658.56 , 672.00            1127.86 , 1172.00      33.65
    3.01              1.35          1.04% , 0.97          452.61 , 438.00           651.84 , 672.00            1156.14 , 1172.00      34.77
    3.02               3.8          0.99% , 0.96          430.85 , 438.00           645.12 , 672.00            1127.42 , 1172.00      34.03
    3.03              2.24          1.09% , 1.00          474.37 , 438.00           672.00 , 672.00            1198.30 , 1172.00      36.37
    3.05              1.78          1.00% , 1.05          435.20 , 438.00           705.60 , 672.00            1192.90 , 1172.00       36.4
    3.07              2.28          1.06% , 1.02          461.31 , 438.00           685.44 , 672.00            1198.74 , 1172.00      36.75
    3.09              0.47          0.97% , 1.03          422.14 , 438.00           692.16 , 672.00            1166.46 , 1172.00      36.02
     3.1              2.32          1.03% , 1.04          448.26 , 438.00           698.88 , 672.00            1199.18 , 1172.00      37.14
    3.11              3.61          1.01% , 0.95          439.55 , 438.00           638.40 , 672.00            1129.70 , 1172.00      35.15
    3.13              2.73          0.94% , 1.01          409.09 , 438.00           678.72 , 672.00            1140.02 , 1172.00      35.63
    3.14              0.01          1.06% , 0.98          461.31 , 438.00           658.56 , 672.00            1171.86 , 1172.00      36.75
    3.16              3.88          0.94% , 0.99          409.09 , 438.00           665.28 , 672.00            1126.58 , 1172.00      35.63
     3.2              3.91          0.97% , 0.97          422.14 , 438.00           651.84 , 672.00            1126.14 , 1172.00      36.02
    3.23              3.95          1.00% , 0.95          435.20 , 438.00           638.40 , 672.00            1125.70 , 1172.00       36.4
    3.23              2.39          1.08% , 1.01          470.02 , 438.00           678.72 , 672.00            1200.02 , 1172.00      38.74
    3.24              2.27          1.03% , 0.96          448.26 , 438.00           645.12 , 672.00            1145.42 , 1172.00      37.14
    3.26              0.44          0.98% , 1.04          426.50 , 438.00           698.88 , 672.00            1177.18 , 1172.00      38.38
    3.26              2.43          1.05% , 1.03          456.96 , 438.00           692.16 , 672.00            1200.46 , 1172.00      39.12
    3.26              1.24          1.08% , 0.99          470.02 , 438.00           665.28 , 672.00            1186.58 , 1172.00      38.74
    3.29              2.47          1.02% , 1.05          443.90 , 438.00           705.60 , 672.00            1200.90 , 1172.00       39.5
     3.3              1.81          0.95% , 1.02          413.44 , 438.00           685.44 , 672.00            1150.74 , 1172.00       38.0
    3.35              4.07          0.92% , 1.00          400.38 , 438.00           672.00 , 672.00            1124.30 , 1172.00      37.62
    3.37              1.01          1.05% , 0.97          456.96 , 438.00           651.84 , 672.00            1160.14 , 1172.00      39.12
    3.38              4.11          0.95% , 0.98          413.44 , 438.00           658.56 , 672.00            1123.86 , 1172.00       38.0
    3.39              2.59          1.10% , 1.00          478.72 , 438.00           672.00 , 672.00            1202.30 , 1172.00      40.72
    3.42              4.14          0.98% , 0.96          426.50 , 438.00           645.12 , 672.00            1123.42 , 1172.00      38.38
    3.42              2.62          1.07% , 1.02          465.66 , 438.00           685.44 , 672.00            1202.74 , 1172.00       41.1
    3.43              1.36          0.99% , 1.05          430.85 , 438.00           705.60 , 672.00            1187.90 , 1172.00      40.75
    3.45              2.66          1.04% , 1.04          452.61 , 438.00           698.88 , 672.00            1203.18 , 1172.00      41.49
    3.48               0.9          0.96% , 1.03          417.79 , 438.00           692.16 , 672.00            1161.46 , 1172.00      40.37
    3.48               2.7          1.01% , 1.06          439.55 , 438.00           712.32 , 672.00            1203.62 , 1172.00      41.87
    3.48              3.27          1.02% , 0.95          443.90 , 438.00           638.40 , 672.00            1133.70 , 1172.00       39.5
     3.5              0.33          1.07% , 0.98          465.66 , 438.00           658.56 , 672.00            1175.86 , 1172.00       41.1
    3.52              3.16          0.93% , 1.01          404.74 , 438.00           678.72 , 672.00            1135.02 , 1172.00      39.98
    3.56               4.3          0.93% , 0.99          404.74 , 438.00           665.28 , 672.00            1121.58 , 1172.00      39.98
    3.58              2.82          1.09% , 1.01          474.37 , 438.00           678.72 , 672.00            1205.02 , 1172.00      43.09
    3.59              2.36          1.00% , 1.06          435.20 , 438.00           712.32 , 672.00            1199.62 , 1172.00      43.12
     3.6              4.34          0.96% , 0.97          417.79 , 438.00           651.84 , 672.00            1121.14 , 1172.00      40.37
    3.61              1.93          1.04% , 0.96          452.61 , 438.00           645.12 , 672.00            1149.42 , 1172.00      41.49
    3.61              2.86          1.06% , 1.03          461.31 , 438.00           692.16 , 672.00            1205.46 , 1172.00      43.47
    3.62              1.67          1.09% , 0.99          474.37 , 438.00           665.28 , 672.00            1191.58 , 1172.00      43.09
    3.64               0.1          0.97% , 1.04          422.14 , 438.00           698.88 , 672.00            1173.18 , 1172.00      42.74
    3.64              4.38          0.99% , 0.95          430.85 , 438.00           638.40 , 672.00            1120.70 , 1172.00      40.75
    3.64              2.89          1.03% , 1.05          448.26 , 438.00           705.60 , 672.00            1205.90 , 1172.00      43.86
    3.69              2.16          0.94% , 1.02          409.09 , 438.00           685.44 , 672.00            1146.74 , 1172.00      42.35
    3.73              4.18          1.01% , 0.94          439.55 , 438.00           631.68 , 672.00            1122.98 , 1172.00      41.87
    3.73              0.59          1.06% , 0.97          461.31 , 438.00           651.84 , 672.00            1165.14 , 1172.00      43.47
    3.73              3.01          1.11% , 1.00          483.07 , 438.00           672.00 , 672.00            1207.30 , 1172.00      45.07
    3.75               4.5          0.91% , 1.00          396.03 , 438.00           672.00 , 672.00            1119.30 , 1172.00      41.97
    3.77              2.96          1.08% , 1.02          470.02 , 438.00           685.44 , 672.00            1206.74 , 1172.00      45.46
    3.78              4.45          0.94% , 0.98          409.09 , 438.00           658.56 , 672.00            1119.86 , 1172.00      42.35
     3.8               3.0          1.05% , 1.04          456.96 , 438.00           698.88 , 672.00            1207.18 , 1172.00      45.84
    3.81              1.02          0.98% , 1.05          426.50 , 438.00           705.60 , 672.00            1183.90 , 1172.00       45.1
    3.82              4.49          0.97% , 0.96          422.14 , 438.00           645.12 , 672.00            1119.42 , 1172.00      42.74
    3.83              3.04          1.02% , 1.06          443.90 , 438.00           712.32 , 672.00            1207.62 , 1172.00      46.22
    3.85              4.52          1.00% , 0.94          435.20 , 438.00           631.68 , 672.00            1118.98 , 1172.00      43.12
    3.85              2.84          1.03% , 0.95          448.26 , 438.00           638.40 , 672.00            1138.70 , 1172.00      43.86
    3.85              0.67          1.08% , 0.98          470.02 , 438.00           658.56 , 672.00            1179.86 , 1172.00      45.46
    3.86              1.24          0.95% , 1.03          413.44 , 438.00           692.16 , 672.00            1157.46 , 1172.00      44.72
    3.92               3.5          0.92% , 1.01          400.38 , 438.00           678.72 , 672.00            1131.02 , 1172.00      44.34
    3.92              3.16          1.10% , 1.01          478.72 , 438.00           678.72 , 672.00            1209.02 , 1172.00      47.44
    3.95               3.2          1.07% , 1.03          465.66 , 438.00           692.16 , 672.00            1209.46 , 1172.00      47.82
    3.97              4.64          0.92% , 0.99          400.38 , 438.00           665.28 , 672.00            1117.58 , 1172.00      44.34
    3.97              1.93          0.99% , 1.06          430.85 , 438.00           712.32 , 672.00            1194.62 , 1172.00      47.47
    3.97              1.59          1.05% , 0.96          456.96 , 438.00           645.12 , 672.00            1153.42 , 1172.00      45.84
    3.97              2.01          1.10% , 0.99          478.72 , 438.00           665.28 , 672.00            1195.58 , 1172.00      47.44
    3.98              3.23          1.04% , 1.05          452.61 , 438.00           705.60 , 672.00            1209.90 , 1172.00      48.21
     4.0              4.68          0.95% , 0.97          413.44 , 438.00           651.84 , 672.00            1117.14 , 1172.00      44.72
    4.01              3.27          1.01% , 1.07          439.55 , 438.00           719.04 , 672.00            1210.34 , 1172.00      48.59
    4.03              0.33          0.96% , 1.04          417.79 , 438.00           698.88 , 672.00            1168.18 , 1172.00      47.09
    4.04              4.72          0.98% , 0.95          426.50 , 438.00           638.40 , 672.00            1116.70 , 1172.00       45.1
    4.08              3.35          1.12% , 1.00          487.42 , 438.00           672.00 , 672.00            1211.30 , 1172.00      49.42
    4.09              2.58          0.93% , 1.02          404.74 , 438.00           685.44 , 672.00            1141.74 , 1172.00       46.7
    4.09              0.24          1.07% , 0.97          465.66 , 438.00           651.84 , 672.00            1169.14 , 1172.00      47.82
     4.1              3.84          1.02% , 0.94          443.90 , 438.00           631.68 , 672.00            1126.98 , 1172.00      46.22
    4.11              3.39          1.09% , 1.02          474.37 , 438.00           685.44 , 672.00            1211.74 , 1172.00      49.81
    4.13              2.93          1.00% , 1.07          435.20 , 438.00           719.04 , 672.00            1206.34 , 1172.00      49.84
    4.14              3.43          1.06% , 1.04          461.31 , 438.00           698.88 , 672.00            1212.18 , 1172.00      50.19
    4.15              4.84          0.90% , 1.00          391.68 , 438.00           672.00 , 672.00            1115.30 , 1172.00      46.32
    4.17              3.47          1.03% , 1.06          448.26 , 438.00           712.32 , 672.00            1212.62 , 1172.00      50.58
    4.19              4.88          0.93% , 0.98          404.74 , 438.00           658.56 , 672.00            1114.86 , 1172.00       46.7
    4.19              0.67          0.97% , 1.05          422.14 , 438.00           705.60 , 672.00            1179.90 , 1172.00      49.46
     4.2               1.1          1.09% , 0.98          474.37 , 438.00           658.56 , 672.00            1184.86 , 1172.00      49.81
    4.22               2.5          1.04% , 0.95          452.61 , 438.00           638.40 , 672.00            1142.70 , 1172.00      48.21
    4.23              4.91          0.96% , 0.96          417.79 , 438.00           645.12 , 672.00            1114.42 , 1172.00      47.09
    4.25              1.58          0.94% , 1.03          409.09 , 438.00           692.16 , 672.00            1153.46 , 1172.00      49.07
    4.26              4.95          0.99% , 0.94          430.85 , 438.00           631.68 , 672.00            1113.98 , 1172.00      47.47
    4.27              3.59          1.11% , 1.01          483.07 , 438.00           678.72 , 672.00            1214.02 , 1172.00      51.79
     4.3              3.54          1.08% , 1.03          470.02 , 438.00           692.16 , 672.00            1213.46 , 1172.00      52.18
    4.31              2.44          1.11% , 0.99          483.07 , 438.00           665.28 , 672.00            1200.58 , 1172.00      51.79
    4.32              3.92          0.91% , 1.01          396.03 , 438.00           678.72 , 672.00            1126.02 , 1172.00      48.69
    4.33              3.58          1.05% , 1.05          456.96 , 438.00           705.60 , 672.00            1213.90 , 1172.00      52.56
    4.33              1.16          1.06% , 0.96          461.31 , 438.00           645.12 , 672.00            1158.42 , 1172.00      50.19
    4.35              1.59          0.98% , 1.06          426.50 , 438.00           712.32 , 672.00            1190.62 , 1172.00      51.82
    4.35              4.76          1.01% , 0.93          439.55 , 438.00           624.96 , 672.00            1116.26 , 1172.00      48.59
    4.36              3.61          1.02% , 1.07          443.90 , 438.00           719.04 , 672.00            1214.34 , 1172.00      52.94
    4.38              5.07          0.91% , 0.99          396.03 , 438.00           665.28 , 672.00            1112.58 , 1172.00      48.69
    4.41              5.02          0.94% , 0.97          409.09 , 438.00           651.84 , 672.00            1113.14 , 1172.00      49.07
    4.42              0.67          0.95% , 1.04          413.44 , 438.00           698.88 , 672.00            1164.18 , 1172.00      51.44
    4.42              3.69          1.13% , 1.00          491.78 , 438.00           672.00 , 672.00            1215.30 , 1172.00      53.78
    4.44              5.06          0.97% , 0.95          422.14 , 438.00           638.40 , 672.00            1112.70 , 1172.00      49.46
    4.45               0.1          1.08% , 0.97          470.02 , 438.00           651.84 , 672.00            1173.14 , 1172.00      52.18
    4.45              3.73          1.10% , 1.02          478.72 , 438.00           685.44 , 672.00            1215.74 , 1172.00      54.16
    4.47              3.41          1.03% , 0.94          448.26 , 438.00           631.68 , 672.00            1131.98 , 1172.00      50.58
    4.48               5.1          1.00% , 0.93          435.20 , 438.00           624.96 , 672.00            1112.26 , 1172.00      49.84
    4.48              3.77          1.07% , 1.04          465.66 , 438.00           698.88 , 672.00            1216.18 , 1172.00      54.54
    4.49              2.92          0.92% , 1.02          400.38 , 438.00           685.44 , 672.00            1137.74 , 1172.00      51.06
    4.51               2.5          0.99% , 1.07          430.85 , 438.00           719.04 , 672.00            1201.34 , 1172.00      54.19
    4.51              3.81          1.04% , 1.06          452.61 , 438.00           712.32 , 672.00            1216.62 , 1172.00      54.93
    4.54              3.84          1.01% , 1.08          439.55 , 438.00           725.76 , 672.00            1217.06 , 1172.00      55.31
    4.56              5.18          0.89% , 1.00          387.33 , 438.00           672.00 , 672.00            1111.30 , 1172.00      50.67
    4.56              1.44          1.10% , 0.98          478.72 , 438.00           658.56 , 672.00            1188.86 , 1172.00      54.16
    4.58              0.25          0.96% , 1.05          417.79 , 438.00           705.60 , 672.00            1174.90 , 1172.00      53.81
    4.58              2.16          1.05% , 0.95          456.96 , 438.00           638.40 , 672.00            1146.70 , 1172.00      52.56
     4.6              5.22          0.92% , 0.98          400.38 , 438.00           658.56 , 672.00            1110.86 , 1172.00      51.06
    4.61              3.93          1.12% , 1.01          487.42 , 438.00           678.72 , 672.00            1218.02 , 1172.00      56.14
    4.63              5.25          0.95% , 0.96          413.44 , 438.00           645.12 , 672.00            1110.42 , 1172.00      51.44
    4.64              3.96          1.09% , 1.03          474.37 , 438.00           692.16 , 672.00            1218.46 , 1172.00      56.53
    4.65              2.01          0.93% , 1.03          404.74 , 438.00           692.16 , 672.00            1148.46 , 1172.00      53.42
    4.66               3.5          1.00% , 1.08          435.20 , 438.00           725.76 , 672.00            1213.06 , 1172.00      56.56
    4.66              2.78          1.12% , 0.99          487.42 , 438.00           665.28 , 672.00            1204.58 , 1172.00      56.14
    4.67              5.29          0.98% , 0.94          426.50 , 438.00           631.68 , 672.00            1109.98 , 1172.00      51.82
    4.67               4.0          1.06% , 1.05          461.31 , 438.00           705.60 , 672.00            1218.90 , 1172.00      56.91
    4.69              0.82          1.07% , 0.96          465.66 , 438.00           645.12 , 672.00            1162.42 , 1172.00      54.54
     4.7              4.04          1.03% , 1.07          448.26 , 438.00           719.04 , 672.00            1219.34 , 1172.00       57.3
    4.73              4.26          0.90% , 1.01          391.68 , 438.00           678.72 , 672.00            1122.02 , 1172.00      53.04
    4.73              1.25          0.97% , 1.06          422.14 , 438.00           712.32 , 672.00            1186.62 , 1172.00      56.18
    4.73              4.41          1.02% , 0.93          443.90 , 438.00           624.96 , 672.00            1120.26 , 1172.00      52.94
    4.76              4.12          1.14% , 1.00          496.13 , 438.00           672.00 , 672.00            1220.30 , 1172.00      58.13
    4.78              5.41          0.90% , 0.99          391.68 , 438.00           665.28 , 672.00            1108.58 , 1172.00      53.04
    4.79              4.16          1.11% , 1.02          483.07 , 438.00           685.44 , 672.00            1220.74 , 1172.00      58.51
     4.8              0.52          1.09% , 0.97          474.37 , 438.00           651.84 , 672.00            1178.14 , 1172.00      56.53
    4.81              1.01          0.94% , 1.04          409.09 , 438.00           698.88 , 672.00            1160.18 , 1172.00      55.79
    4.82              5.45          0.93% , 0.97          404.74 , 438.00           651.84 , 672.00            1108.14 , 1172.00      53.42
    4.83              4.11          1.08% , 1.04          470.02 , 438.00           698.88 , 672.00            1220.18 , 1172.00       58.9
    4.84              3.07          1.04% , 0.94          452.61 , 438.00           631.68 , 672.00            1135.98 , 1172.00      54.93
    4.86              5.49          0.96% , 0.95          417.79 , 438.00           638.40 , 672.00            1107.70 , 1172.00      53.81
    4.86              4.15          1.05% , 1.06          456.96 , 438.00           712.32 , 672.00            1220.62 , 1172.00      59.28
    4.89              3.35          0.91% , 1.02          396.03 , 438.00           685.44 , 672.00            1132.74 , 1172.00      55.41
    4.89              2.16          0.98% , 1.07          426.50 , 438.00           719.04 , 672.00            1197.34 , 1172.00      58.54
    4.89              5.52          0.99% , 0.93          430.85 , 438.00           624.96 , 672.00            1107.26 , 1172.00      54.19
    4.89              4.19          1.02% , 1.08          443.90 , 438.00           725.76 , 672.00            1221.06 , 1172.00      59.66
     4.9              1.87          1.11% , 0.98          483.07 , 438.00           658.56 , 672.00            1193.86 , 1172.00      58.51
    4.94              1.73          1.06% , 0.95          461.31 , 438.00           638.40 , 672.00            1151.70 , 1172.00      56.91
    4.95              4.27          1.13% , 1.01          491.78 , 438.00           678.72 , 672.00            1222.02 , 1172.00       60.5
    4.97              5.61          0.88% , 1.00          382.98 , 438.00           672.00 , 672.00            1106.30 , 1172.00      55.02
    4.97              0.09          0.95% , 1.05          413.44 , 438.00           705.60 , 672.00            1170.90 , 1172.00      58.16
    4.98              4.31          1.10% , 1.03          478.72 , 438.00           692.16 , 672.00            1222.46 , 1172.00      60.88
    4.99              5.33          1.01% , 0.92          439.55 , 438.00           618.24 , 672.00            1109.54 , 1172.00      55.31
    5.01              5.64          0.91% , 0.98          396.03 , 438.00           658.56 , 672.00            1105.86 , 1172.00      55.41
    5.01              4.34          1.07% , 1.05          465.66 , 438.00           705.60 , 672.00            1222.90 , 1172.00      61.26
    5.01              3.12          1.13% , 0.99          491.78 , 438.00           665.28 , 672.00            1208.58 , 1172.00       60.5
    5.04               5.6          0.94% , 0.96          409.09 , 438.00           645.12 , 672.00            1106.42 , 1172.00      55.79
    5.04              3.08          0.99% , 1.08          430.85 , 438.00           725.76 , 672.00            1208.06 , 1172.00      60.91
    5.04              4.38          1.04% , 1.07          452.61 , 438.00           719.04 , 672.00            1223.34 , 1172.00      61.65
    5.05              2.35          0.92% , 1.03          400.38 , 438.00           692.16 , 672.00            1144.46 , 1172.00      57.78
    5.05              0.48          1.08% , 0.96          470.02 , 438.00           645.12 , 672.00            1166.42 , 1172.00       58.9
    5.07              4.42          1.01% , 1.09          439.55 , 438.00           732.48 , 672.00            1223.78 , 1172.00      62.03
    5.08              5.63          0.97% , 0.94          422.14 , 438.00           631.68 , 672.00            1105.98 , 1172.00      56.18
    5.09              3.99          1.03% , 0.93          448.26 , 438.00           624.96 , 672.00            1125.26 , 1172.00       57.3
     5.1              4.46          1.15% , 1.00          500.48 , 438.00           672.00 , 672.00            1224.30 , 1172.00      62.48
    5.12              0.82          0.96% , 1.06          417.79 , 438.00           712.32 , 672.00            1181.62 , 1172.00      60.53
    5.12              5.67          1.00% , 0.92          435.20 , 438.00           618.24 , 672.00            1105.54 , 1172.00      56.56
    5.13              4.61          0.89% , 1.01          387.33 , 438.00           678.72 , 672.00            1118.02 , 1172.00      57.39
    5.13               4.5          1.12% , 1.02          487.42 , 438.00           685.44 , 672.00            1224.74 , 1172.00      62.86
    5.15              0.87          1.10% , 0.97          478.72 , 438.00           651.84 , 672.00            1182.14 , 1172.00      60.88
    5.16              4.54          1.09% , 1.04          474.37 , 438.00           698.88 , 672.00            1225.18 , 1172.00      63.25
