Exhaustive search results ordered by lowest SUM OF DIFFERENCES AS PERCENTAGE OF MEASURED EXECUTION TIME (sum_of_diffs / actual_exec)

sum_of_diff(%)      sim_err(%)     map_cf, reduce_cf     sim_map , actual_map    sim_redu , actual_redu      sim_elap , actual_elap  sum_of_diff
    1.78              2.79          0.94% , 0.97          818.18 , 833.00           651.84 , 664.00            1518.43 , 1562.00      26.98
    1.78              0.68          0.98% , 1.00          852.99 , 833.00           672.00 , 664.00            1572.59 , 1562.00      27.99
    1.85              2.56          0.96% , 0.95          835.58 , 833.00           638.40 , 664.00            1521.99 , 1562.00      28.18
     1.9              0.82          0.99% , 0.99          861.70 , 833.00           665.28 , 664.00            1574.87 , 1562.00      29.98
    1.91              2.94          0.93% , 0.98          809.47 , 833.00           658.56 , 664.00            1516.15 , 1562.00      28.97
    1.91              1.07          0.94% , 1.01          818.18 , 833.00           678.72 , 664.00            1545.31 , 1562.00      29.54
    1.95              0.88          0.96% , 1.03          835.58 , 833.00           692.16 , 664.00            1575.75 , 1562.00      30.74
    1.96              1.55          0.97% , 0.96          844.29 , 833.00           645.12 , 664.00            1537.71 , 1562.00      30.17
    2.06              2.07          0.93% , 1.00          809.47 , 833.00           672.00 , 664.00            1529.59 , 1562.00      31.53
    2.07              1.03          0.97% , 1.02          844.29 , 833.00           685.44 , 664.00            1578.03 , 1562.00      32.73
    2.07              0.61          0.98% , 0.97          852.99 , 833.00           651.84 , 664.00            1552.43 , 1562.00      32.15
     2.1              3.14          0.95% , 0.95          826.88 , 833.00           638.40 , 664.00            1512.99 , 1562.00      31.72
    2.18              0.39          0.99% , 0.98          861.70 , 833.00           658.56 , 664.00            1568.15 , 1562.00      34.14
    2.19               0.3          0.95% , 1.03          826.88 , 833.00           692.16 , 664.00            1566.75 , 1562.00      34.28
     2.2              1.11          0.98% , 1.01          852.99 , 833.00           678.72 , 664.00            1579.31 , 1562.00      34.71
    2.21              3.08          0.92% , 0.99          800.77 , 833.00           665.28 , 664.00            1513.87 , 1562.00      33.51
    2.23              3.22          0.94% , 0.96          818.18 , 833.00           645.12 , 664.00            1511.71 , 1562.00       33.7
     2.3              2.99          0.96% , 0.94          835.58 , 833.00           631.68 , 664.00            1515.27 , 1562.00       34.9
    2.32              1.25          0.99% , 1.00          861.70 , 833.00           672.00 , 664.00            1581.59 , 1562.00       36.7
    2.34              0.64          0.94% , 1.02          818.18 , 833.00           685.44 , 664.00            1552.03 , 1562.00      36.26
    2.36              3.37          0.93% , 0.97          809.47 , 833.00           651.84 , 664.00            1509.43 , 1562.00      35.69
    2.37              1.31          0.96% , 1.04          835.58 , 833.00           698.88 , 664.00            1582.47 , 1562.00      37.46
    2.41              1.99          0.97% , 0.95          844.29 , 833.00           638.40 , 664.00            1530.99 , 1562.00      36.89
    2.44               1.4          1.00% , 0.99          870.40 , 833.00           665.28 , 664.00            1583.87 , 1562.00      38.68
    2.49              1.64          0.93% , 1.01          809.47 , 833.00           678.72 , 664.00            1536.31 , 1562.00      38.25
    2.49              1.46          0.97% , 1.03          844.29 , 833.00           692.16 , 664.00            1584.75 , 1562.00      39.45
     2.5              3.51          0.92% , 0.98          800.77 , 833.00           658.56 , 664.00            1507.15 , 1562.00      37.67
    2.51              1.04          0.98% , 0.96          852.99 , 833.00           645.12 , 664.00            1545.71 , 1562.00      38.87
    2.55              3.57          0.95% , 0.94          826.88 , 833.00           631.68 , 664.00            1506.27 , 1562.00      38.44
    2.61              0.73          0.95% , 1.04          826.88 , 833.00           698.88 , 664.00            1573.47 , 1562.00       41.0
    2.61              1.54          0.98% , 1.02          852.99 , 833.00           685.44 , 664.00            1586.03 , 1562.00      41.43
    2.62              0.04          0.99% , 0.97          861.70 , 833.00           651.84 , 664.00            1561.43 , 1562.00      40.86
    2.65              2.65          0.92% , 1.00          800.77 , 833.00           672.00 , 664.00            1520.59 , 1562.00      40.23
    2.69              3.65          0.94% , 0.95          818.18 , 833.00           638.40 , 664.00            1504.99 , 1562.00      40.42
    2.72              0.97          1.00% , 0.98          870.40 , 833.00           658.56 , 664.00            1577.15 , 1562.00      42.84
    2.73              1.68          0.99% , 1.01          861.70 , 833.00           678.72 , 664.00            1588.31 , 1562.00      43.42
    2.76              0.21          0.94% , 1.03          818.18 , 833.00           692.16 , 664.00            1558.75 , 1562.00      42.98
    2.76              3.42          0.96% , 0.93          835.58 , 833.00           624.96 , 664.00            1508.55 , 1562.00      41.62
    2.78              1.74          0.96% , 1.05          835.58 , 833.00           705.60 , 664.00            1589.19 , 1562.00      44.18
     2.8              3.59          0.91% , 0.99          792.06 , 833.00           665.28 , 664.00            1505.87 , 1562.00      42.22
    2.82               3.8          0.93% , 0.96          809.47 , 833.00           645.12 , 664.00            1502.71 , 1562.00      42.41
    2.85              1.83          1.00% , 1.00          870.40 , 833.00           672.00 , 664.00            1590.59 , 1562.00       45.4
    2.86              2.42          0.97% , 0.94          844.29 , 833.00           631.68 , 664.00            1524.27 , 1562.00      43.61
     2.9              1.89          0.97% , 1.04          844.29 , 833.00           698.88 , 664.00            1591.47 , 1562.00      46.17
    2.91              1.21          0.93% , 1.02          809.47 , 833.00           685.44 , 664.00            1543.03 , 1562.00      44.97
    2.96              3.94          0.92% , 0.97          800.77 , 833.00           651.84 , 664.00            1500.43 , 1562.00      44.39
    2.96              1.47          0.98% , 0.95          852.99 , 833.00           638.40 , 664.00            1538.99 , 1562.00      45.59
    2.97              1.98          1.01% , 0.99          879.10 , 833.00           665.28 , 664.00            1592.87 , 1562.00      47.38
    3.01               4.0          0.95% , 0.93          826.88 , 833.00           624.96 , 664.00            1499.55 , 1562.00      45.16
    3.02              1.16          0.95% , 1.05          826.88 , 833.00           705.60 , 664.00            1580.19 , 1562.00      47.72
    3.02              1.97          0.98% , 1.03          852.99 , 833.00           692.16 , 664.00            1592.75 , 1562.00      48.15
    3.06              0.47          0.99% , 0.96          861.70 , 833.00           645.12 , 664.00            1554.71 , 1562.00      47.58
    3.07              2.22          0.92% , 1.01          800.77 , 833.00           678.72 , 664.00            1527.31 , 1562.00      46.95
    3.09              4.02          0.91% , 0.98          792.06 , 833.00           658.56 , 664.00            1499.15 , 1562.00      46.38
    3.14              2.11          0.99% , 1.02          861.70 , 833.00           685.44 , 664.00            1595.03 , 1562.00      50.14
    3.15              4.08          0.94% , 0.94          818.18 , 833.00           631.68 , 664.00            1498.27 , 1562.00      47.14
    3.16              0.54          1.00% , 0.97          870.40 , 833.00           651.84 , 664.00            1570.43 , 1562.00      49.56
    3.18              0.22          0.94% , 1.04          818.18 , 833.00           698.88 , 664.00            1565.47 , 1562.00       49.7
    3.19              2.17          0.96% , 1.06          835.58 , 833.00           712.32 , 664.00            1595.91 , 1562.00       50.9
    3.22              3.85          0.96% , 0.92          835.58 , 833.00           618.24 , 664.00            1501.83 , 1562.00      48.34
    3.24              3.16          0.91% , 1.00          792.06 , 833.00           672.00 , 664.00            1512.59 , 1562.00      48.94
    3.25              1.55          1.01% , 0.98          879.10 , 833.00           658.56 , 664.00            1586.15 , 1562.00      51.54
    3.26              2.26          1.00% , 1.01          870.40 , 833.00           678.72 , 664.00            1597.31 , 1562.00      52.12
    3.28              4.23          0.93% , 0.95          809.47 , 833.00           638.40 , 664.00            1495.99 , 1562.00      49.13
    3.31              2.32          0.97% , 1.05          844.29 , 833.00           705.60 , 664.00            1598.19 , 1562.00      52.89
    3.32              2.85          0.97% , 0.93          844.29 , 833.00           624.96 , 664.00            1517.55 , 1562.00      50.33
    3.34              0.78          0.93% , 1.03          809.47 , 833.00           692.16 , 664.00            1549.75 , 1562.00      51.69
    3.38              2.41          1.01% , 1.00          879.10 , 833.00           672.00 , 664.00            1599.59 , 1562.00       54.1
     3.4              4.17          0.90% , 0.99          783.36 , 833.00           665.28 , 664.00            1496.87 , 1562.00      50.92
    3.41               1.9          0.98% , 0.94          852.99 , 833.00           631.68 , 664.00            1532.27 , 1562.00      52.31
    3.42              4.37          0.92% , 0.96          800.77 , 833.00           645.12 , 664.00            1493.71 , 1562.00      51.11
    3.43              1.59          0.95% , 1.06          826.88 , 833.00           712.32 , 664.00            1586.91 , 1562.00      54.44
    3.43               2.4          0.98% , 1.04          852.99 , 833.00           698.88 , 664.00            1599.47 , 1562.00      54.87
    3.48              4.43          0.95% , 0.92          826.88 , 833.00           618.24 , 664.00            1492.83 , 1562.00      51.88
     3.5              1.79          0.92% , 1.02          800.77 , 833.00           685.44 , 664.00            1534.03 , 1562.00      53.67
     3.5              2.49          1.02% , 0.99          887.81 , 833.00           665.28 , 664.00            1600.87 , 1562.00      56.09
    3.51               0.9          0.99% , 0.95          861.70 , 833.00           638.40 , 664.00            1547.99 , 1562.00       54.3
    3.55              2.54          0.99% , 1.03          861.70 , 833.00           692.16 , 664.00            1601.75 , 1562.00      56.86
    3.56              4.45          0.91% , 0.97          792.06 , 833.00           651.84 , 664.00            1492.43 , 1562.00       53.1
    3.59              0.65          0.94% , 1.05          818.18 , 833.00           705.60 , 664.00            1572.19 , 1562.00      56.42
     3.6               2.6          0.96% , 1.07          835.58 , 833.00           719.04 , 664.00            1602.63 , 1562.00      57.62
     3.6              0.11          1.00% , 0.96          870.40 , 833.00           645.12 , 664.00            1563.71 , 1562.00      56.28
    3.61              4.51          0.94% , 0.93          818.18 , 833.00           624.96 , 664.00            1491.55 , 1562.00      53.86
    3.66              2.73          0.91% , 1.01          792.06 , 833.00           678.72 , 664.00            1519.31 , 1562.00      55.66
    3.67              2.69          1.00% , 1.02          870.40 , 833.00           685.44 , 664.00            1604.03 , 1562.00      58.84
    3.68              4.28          0.96% , 0.91          835.58 , 833.00           611.52 , 664.00            1495.11 , 1562.00      55.06
    3.69              1.12          1.01% , 0.97          879.10 , 833.00           651.84 , 664.00            1579.43 , 1562.00      58.26
     3.7               4.6          0.90% , 0.98          783.36 , 833.00           658.56 , 664.00            1490.15 , 1562.00      55.08
    3.71              2.75          0.97% , 1.06          844.29 , 833.00           712.32 , 664.00            1604.91 , 1562.00      59.61
    3.75              4.66          0.93% , 0.94          809.47 , 833.00           631.68 , 664.00            1489.27 , 1562.00      55.85
    3.75              0.35          0.93% , 1.04          809.47 , 833.00           698.88 , 664.00            1556.47 , 1562.00      58.41
    3.78              3.28          0.97% , 0.92          844.29 , 833.00           618.24 , 664.00            1510.83 , 1562.00      57.05
    3.78              2.06          1.02% , 0.98          887.81 , 833.00           658.56 , 664.00            1594.15 , 1562.00      60.25
    3.79              2.84          1.01% , 1.01          879.10 , 833.00           678.72 , 664.00            1606.31 , 1562.00      60.82
    3.83              3.74          0.90% , 1.00          783.36 , 833.00           672.00 , 664.00            1503.59 , 1562.00      57.64
    3.83              2.83          0.98% , 1.05          852.99 , 833.00           705.60 , 664.00            1606.19 , 1562.00      61.59
    3.84              2.03          0.95% , 1.07          826.88 , 833.00           719.04 , 664.00            1593.63 , 1562.00      61.16
    3.87              2.33          0.98% , 0.93          852.99 , 833.00           624.96 , 664.00            1525.55 , 1562.00      59.03
    3.89               4.8          0.92% , 0.95          800.77 , 833.00           638.40 , 664.00            1486.99 , 1562.00      57.83
    3.91              2.92          1.02% , 1.00          887.81 , 833.00           672.00 , 664.00            1607.59 , 1562.00      62.81
    3.92              1.36          0.92% , 1.03          800.77 , 833.00           692.16 , 664.00            1540.75 , 1562.00      60.39
    3.94              4.86          0.95% , 0.91          826.88 , 833.00           611.52 , 664.00            1486.11 , 1562.00       58.6
    3.95              2.98          0.99% , 1.04          861.70 , 833.00           698.88 , 664.00            1608.47 , 1562.00      63.58
    3.96              1.33          0.99% , 0.94          861.70 , 833.00           631.68 , 664.00            1541.27 , 1562.00      61.02
     4.0              1.08          0.94% , 1.06          818.18 , 833.00           712.32 , 664.00            1578.91 , 1562.00      63.14
     4.0              3.03          0.96% , 1.08          835.58 , 833.00           725.76 , 664.00            1609.35 , 1562.00      64.34
    4.01              4.75          0.89% , 0.99          774.66 , 833.00           665.28 , 664.00            1487.87 , 1562.00      59.62
    4.02              3.06          1.03% , 0.99          896.51 , 833.00           665.28 , 664.00            1609.87 , 1562.00      64.79
    4.03              4.88          0.91% , 0.96          792.06 , 833.00           645.12 , 664.00            1485.71 , 1562.00      59.82
    4.05              0.32          1.00% , 0.95          870.40 , 833.00           638.40 , 664.00            1556.99 , 1562.00       63.0
    4.07              3.12          1.00% , 1.03          870.40 , 833.00           692.16 , 664.00            1610.75 , 1562.00      65.56
    4.08              4.94          0.94% , 0.92          818.18 , 833.00           618.24 , 664.00            1484.83 , 1562.00      60.58
    4.09               2.3          0.91% , 1.02          792.06 , 833.00           685.44 , 664.00            1526.03 , 1562.00      62.38
    4.12              3.18          0.97% , 1.07          844.29 , 833.00           719.04 , 664.00            1611.63 , 1562.00      66.33
    4.13              0.69          1.01% , 0.96          879.10 , 833.00           645.12 , 664.00            1572.71 , 1562.00      64.98
    4.15              4.71          0.96% , 0.90          835.58 , 833.00           604.80 , 664.00            1488.39 , 1562.00      61.78
    4.17              5.03          0.90% , 0.97          783.36 , 833.00           651.84 , 664.00            1483.43 , 1562.00       61.8
    4.17              0.08          0.93% , 1.05          809.47 , 833.00           705.60 , 664.00            1563.19 , 1562.00      65.13
    4.19              3.27          1.01% , 1.02          879.10 , 833.00           685.44 , 664.00            1613.03 , 1562.00      67.54
    4.22              5.09          0.93% , 0.93          809.47 , 833.00           624.96 , 664.00            1482.55 , 1562.00      62.57
    4.22              1.63          1.02% , 0.97          887.81 , 833.00           651.84 , 664.00            1587.43 , 1562.00      66.97
    4.24              2.46          0.95% , 1.08          826.88 , 833.00           725.76 , 664.00            1600.35 , 1562.00      67.88
    4.24              3.71          0.97% , 0.91          844.29 , 833.00           611.52 , 664.00            1504.11 , 1562.00      63.77
    4.24              3.26          0.98% , 1.06          852.99 , 833.00           712.32 , 664.00            1612.91 , 1562.00      68.31
    4.26              3.31          0.90% , 1.01          783.36 , 833.00           678.72 , 664.00            1510.31 , 1562.00      64.36
     4.3              2.63          1.03% , 0.98          896.51 , 833.00           658.56 , 664.00            1603.15 , 1562.00      68.95
    4.31              5.18          0.89% , 0.98          774.66 , 833.00           658.56 , 664.00            1481.15 , 1562.00      63.78
    4.31              3.35          1.02% , 1.01          887.81 , 833.00           678.72 , 664.00            1614.31 , 1562.00      69.53
    4.33              2.76          0.98% , 0.92          852.99 , 833.00           618.24 , 664.00            1518.83 , 1562.00      65.75
    4.34              0.93          0.92% , 1.04          800.77 , 833.00           698.88 , 664.00            1547.47 , 1562.00      67.11
    4.35              3.41          0.99% , 1.05          861.70 , 833.00           705.60 , 664.00            1615.19 , 1562.00       70.3
    4.36              5.23          0.92% , 0.94          800.77 , 833.00           631.68 , 664.00            1480.27 , 1562.00      64.55
     4.4              3.46          0.96% , 1.09          835.58 , 833.00           732.48 , 664.00            1616.07 , 1562.00      71.06
    4.41              1.51          0.94% , 1.07          818.18 , 833.00           719.04 , 664.00            1585.63 , 1562.00      69.86
    4.41              1.76          0.99% , 0.93          861.70 , 833.00           624.96 , 664.00            1534.55 , 1562.00      67.74
    4.42              5.29          0.95% , 0.90          826.88 , 833.00           604.80 , 664.00            1479.39 , 1562.00      65.32
    4.42              3.49          1.03% , 1.00          896.51 , 833.00           672.00 , 664.00            1616.59 , 1562.00      71.51
    4.44              4.32          0.89% , 1.00          774.66 , 833.00           672.00 , 664.00            1494.59 , 1562.00      66.34
    4.47              3.55          1.00% , 1.04          870.40 , 833.00           698.88 , 664.00            1617.47 , 1562.00      72.28
     4.5              5.31          0.91% , 0.95          792.06 , 833.00           638.40 , 664.00            1478.99 , 1562.00      66.54
     4.5              0.75          1.00% , 0.94          870.40 , 833.00           631.68 , 664.00            1550.27 , 1562.00      69.72
    4.51              1.87          0.91% , 1.03          792.06 , 833.00           692.16 , 664.00            1532.75 , 1562.00       69.1
    4.51              3.61          0.97% , 1.08          844.29 , 833.00           725.76 , 664.00            1618.35 , 1562.00      73.05
    4.54              3.64          1.04% , 0.99          905.22 , 833.00           665.28 , 664.00            1618.87 , 1562.00       73.5
    4.55              5.37          0.94% , 0.91          818.18 , 833.00           611.52 , 664.00            1478.11 , 1562.00       67.3
    4.58              0.51          0.93% , 1.06          809.47 , 833.00           712.32 , 664.00            1569.91 , 1562.00      71.85
    4.58              0.26          1.01% , 0.95          879.10 , 833.00           638.40 , 664.00            1565.99 , 1562.00       71.7
    4.58               3.7          1.01% , 1.03          879.10 , 833.00           692.16 , 664.00            1619.75 , 1562.00      74.26
    4.62              5.32          0.88% , 0.99          765.95 , 833.00           665.28 , 664.00            1478.87 , 1562.00      68.33
    4.62              5.14          0.96% , 0.89          835.58 , 833.00           598.08 , 664.00            1481.67 , 1562.00       68.5
    4.63              3.69          0.98% , 1.07          852.99 , 833.00           719.04 , 664.00            1619.63 , 1562.00      75.03
    4.64              5.46          0.90% , 0.96          783.36 , 833.00           645.12 , 664.00            1476.71 , 1562.00      68.52
    4.64              2.89          0.95% , 1.09          826.88 , 833.00           732.48 , 664.00            1607.07 , 1562.00       74.6
    4.66               1.2          1.02% , 0.96          887.81 , 833.00           645.12 , 664.00            1580.71 , 1562.00      73.69
    4.69              2.88          0.90% , 1.02          783.36 , 833.00           685.44 , 664.00            1517.03 , 1562.00      71.08
    4.69              5.52          0.93% , 0.92          809.47 , 833.00           618.24 , 664.00            1475.83 , 1562.00      69.29
     4.7              3.78          1.02% , 1.02          887.81 , 833.00           685.44 , 664.00            1621.03 , 1562.00      76.25
    4.71              4.14          0.97% , 0.90          844.29 , 833.00           604.80 , 664.00            1497.39 , 1562.00      70.49
    4.74               2.2          1.03% , 0.97          896.51 , 833.00           651.84 , 664.00            1596.43 , 1562.00      75.67
    4.75               0.5          0.92% , 1.05          800.77 , 833.00           705.60 , 664.00            1554.19 , 1562.00      73.83
    4.75              3.84          0.99% , 1.06          861.70 , 833.00           712.32 , 664.00            1621.91 , 1562.00      77.02
    4.78              5.61          0.89% , 0.97          774.66 , 833.00           651.84 , 664.00            1474.43 , 1562.00       70.5
    4.79              3.89          0.96% , 1.10          835.58 , 833.00           739.20 , 664.00            1622.79 , 1562.00      77.78
    4.79              3.19          0.98% , 0.91          852.99 , 833.00           611.52 , 664.00            1512.11 , 1562.00      72.47
    4.81              1.94          0.94% , 1.08          818.18 , 833.00           725.76 , 664.00            1592.35 , 1562.00      76.58
    4.82              3.93          1.03% , 1.01          896.51 , 833.00           678.72 , 664.00            1623.31 , 1562.00      78.23
    4.82              3.21          1.04% , 0.98          905.22 , 833.00           658.56 , 664.00            1612.15 , 1562.00      77.66
    4.84              5.66          0.92% , 0.93          800.77 , 833.00           624.96 , 664.00            1473.55 , 1562.00      71.27
    4.86              3.98          1.00% , 1.05          870.40 , 833.00           705.60 , 664.00            1624.19 , 1562.00       79.0
    4.87              3.89          0.89% , 1.01          774.66 , 833.00           678.72 , 664.00            1501.31 , 1562.00      73.06
    4.87              2.19          0.99% , 0.92          861.70 , 833.00           618.24 , 664.00            1527.83 , 1562.00      74.46
    4.89              5.72          0.95% , 0.89          826.88 , 833.00           598.08 , 664.00            1472.67 , 1562.00      72.04
    4.91              4.04          0.97% , 1.09          844.29 , 833.00           732.48 , 664.00            1625.07 , 1562.00      79.77
    4.92              5.75          0.88% , 0.98          765.95 , 833.00           658.56 , 664.00            1472.15 , 1562.00      72.49
    4.92              1.44          0.91% , 1.04          792.06 , 833.00           698.88 , 664.00            1539.47 , 1562.00      75.82
    4.93              4.07          1.04% , 1.00          905.22 , 833.00           672.00 , 664.00            1625.59 , 1562.00      80.22
    4.95              1.18          1.00% , 0.93          870.40 , 833.00           624.96 , 664.00            1543.55 , 1562.00      76.44
    4.98              5.74          0.91% , 0.94          792.06 , 833.00           631.68 , 664.00            1472.27 , 1562.00      73.26
    4.98              0.94          0.93% , 1.07          809.47 , 833.00           719.04 , 664.00            1576.63 , 1562.00      78.57
    4.98              4.13          1.01% , 1.04          879.10 , 833.00           698.88 , 664.00            1626.47 , 1562.00      80.98
    5.03               5.8          0.94% , 0.90          818.18 , 833.00           604.80 , 664.00            1471.39 , 1562.00      74.02
    5.03              4.12          0.98% , 1.08          852.99 , 833.00           725.76 , 664.00            1626.35 , 1562.00      81.75
    5.03              0.17          1.01% , 0.94          879.10 , 833.00           631.68 , 664.00            1559.27 , 1562.00      78.42
    5.04              3.32          0.95% , 1.10          826.88 , 833.00           739.20 , 664.00            1613.79 , 1562.00      81.32
    5.05              4.89          0.88% , 1.00          765.95 , 833.00           672.00 , 664.00            1485.59 , 1562.00      75.05
    5.05              4.15          1.05% , 0.99          913.92 , 833.00           665.28 , 664.00            1626.87 , 1562.00       82.2
     5.1              5.57          0.96% , 0.88          835.58 , 833.00           591.36 , 664.00            1474.95 , 1562.00      75.22
     5.1              4.21          1.02% , 1.03          887.81 , 833.00           692.16 , 664.00            1627.75 , 1562.00      82.97
    5.11              2.45          0.90% , 1.03          783.36 , 833.00           692.16 , 664.00            1523.75 , 1562.00       77.8
    5.11              0.77          1.02% , 0.95          887.81 , 833.00           638.40 , 664.00            1573.99 , 1562.00      80.41
    5.12              5.89          0.90% , 0.95          783.36 , 833.00           638.40 , 664.00            1469.99 , 1562.00      75.24
    5.14              4.27          0.99% , 1.07          861.70 , 833.00           719.04 , 664.00            1628.63 , 1562.00      83.74
    5.16              0.07          0.92% , 1.06          800.77 , 833.00           712.32 , 664.00            1560.91 , 1562.00      80.55
    5.17              5.95          0.93% , 0.91          809.47 , 833.00           611.52 , 664.00            1469.11 , 1562.00      76.01
    5.18              4.57          0.97% , 0.89          844.29 , 833.00           598.08 , 664.00            1490.67 , 1562.00      77.21
    5.18              1.77          1.03% , 0.96          896.51 , 833.00           645.12 , 664.00            1589.71 , 1562.00      82.39
    5.19              4.32          0.96% , 1.11          835.58 , 833.00           745.92 , 664.00            1629.51 , 1562.00       84.5
    5.21              2.37          0.94% , 1.09          818.18 , 833.00           732.48 , 664.00            1599.07 , 1562.00       83.3
    5.21              4.36          1.03% , 1.02          896.51 , 833.00           685.44 , 664.00            1630.03 , 1562.00      84.95
    5.24              5.83          0.87% , 0.99          757.25 , 833.00           665.28 , 664.00            1470.87 , 1562.00      77.03
    5.26              6.04          0.89% , 0.96          774.66 , 833.00           645.12 , 664.00            1467.71 , 1562.00      77.22
    5.26              3.62          0.98% , 0.90          852.99 , 833.00           604.80 , 664.00            1505.39 , 1562.00      79.19
    5.26              4.41          1.00% , 1.06          870.40 , 833.00           712.32 , 664.00            1630.91 , 1562.00      85.72
    5.26              2.78          1.04% , 0.97          905.22 , 833.00           651.84 , 664.00            1605.43 , 1562.00      84.38
    5.29              3.46          0.89% , 1.02          774.66 , 833.00           685.44 , 664.00            1508.03 , 1562.00      79.78
     5.3              4.47          0.97% , 1.10          844.29 , 833.00           739.20 , 664.00            1631.79 , 1562.00      86.49
    5.32              6.09          0.92% , 0.92          800.77 , 833.00           618.24 , 664.00            1466.83 , 1562.00      77.99
    5.33               4.5          1.04% , 1.01          905.22 , 833.00           678.72 , 664.00            1632.31 , 1562.00      86.94
    5.33              3.72          1.05% , 0.98          913.92 , 833.00           658.56 , 664.00            1620.15 , 1562.00      86.36
    5.34              1.01          0.91% , 1.05          792.06 , 833.00           705.60 , 664.00            1546.19 , 1562.00      82.54
    5.34              2.62          0.99% , 0.91          861.70 , 833.00           611.52 , 664.00            1521.11 , 1562.00      81.18
    5.37              6.15          0.95% , 0.88          826.88 , 833.00           591.36 , 664.00            1465.95 , 1562.00      78.76
    5.37              4.56          1.01% , 1.05          879.10 , 833.00           705.60 , 664.00            1633.19 , 1562.00       87.7
    5.39              1.37          0.93% , 1.08          809.47 , 833.00           725.76 , 664.00            1583.35 , 1562.00      85.29
    5.41              6.18          0.88% , 0.97          765.95 , 833.00           651.84 , 664.00            1465.43 , 1562.00      79.21
    5.41              1.61          1.00% , 0.92          870.40 , 833.00           618.24 , 664.00            1536.83 , 1562.00      83.16
    5.42              4.55          0.98% , 1.09          852.99 , 833.00           732.48 , 664.00            1633.07 , 1562.00      88.47
    5.43              3.75          0.95% , 1.11          826.88 , 833.00           745.92 , 664.00            1620.51 , 1562.00      88.04
    5.44              4.58          1.05% , 1.00          913.92 , 833.00           672.00 , 664.00            1633.59 , 1562.00      88.92
    5.46              6.17          0.91% , 0.93          792.06 , 833.00           624.96 , 664.00            1465.55 , 1562.00      79.98
    5.48              4.46          0.88% , 1.01          765.95 , 833.00           678.72 , 664.00            1492.31 , 1562.00      81.77
    5.48               0.6          1.01% , 0.93          879.10 , 833.00           624.96 , 664.00            1552.55 , 1562.00      85.14
    5.49              4.64          1.02% , 1.04          887.81 , 833.00           698.88 , 664.00            1634.47 , 1562.00      89.69
    5.51              6.23          0.94% , 0.89          818.18 , 833.00           598.08 , 664.00            1464.67 , 1562.00      80.74
